"hhidold","PID","t2a_ta","t2a_tb","t2a_tc","t2a_td","t2a_te","t2a_tf","t2a_tg","t2a_th","t2a_ti","t2a_tj","t2a_tk","t2a_tl","t2a_tm","t2a_tm1","t2a_tn","t2a_to","t2a_tp","t2a_tq","t2a_tr","t2a_ts","t2a_tt","t3","hhid"
"H2380101","10",2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,4,"ead7dada714d4cb380fe5c6cd04bff9b"
"H3560402","4",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,"ecf6925ed46f4886aa27457d436a4e35"
"H2021002","3",2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,"ed3f21ec5b0a4bbea52ef10a981251f6"
"H3590201","8",1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,"ed6016c75c434bfe8c7daf7f2da5eefb"
"H2991005","3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"eda2dc3651304456ab21b8e7e2f7f6cc"
"H0670702","4",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,"ed72f3b819344913bbac5e8853eea3c0"
"H3040304","3",1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,"eda7a882787d497d9bc3c24e5f22d88c"
"H2920301","9",1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,4,"f191756a80324e25b01790c978b1d379"
"H2310902","3",2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"f19ce505a0cc4c2eac666384f3a1e63f"
"H4010501","7",1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,"f251776e3c7940e4ab08d6ab7f751546"
"H1200806","5",1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,"f2880eff0ac94a07985b2bfa257e743d"
"H1720702","3",1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,3,"f29a37bd413c46228e1b55e6b3aa6a9c"
"H2160201","7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"f38c8379e21541a7b708831e15af7b45"
"H2310403","6",1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,"f3b1f16c05bb4869a9905606043be3aa"
"H3810501","9",1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,"f459d97cb9984f9986be95933cc389c2"
"H3070102","4",1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,"f50a6e5cae3b4f758031b1a5daa5c0a5"
"H2140701","11",1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,"f51306b5fd544fe785a872493153c6f0"
"H1970403","4",1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,3,"f5a441ac9a87495d853bf2509988c853"
"H0840401","8",1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"f658cad1f5744b429cae49998c1db35b"
"H1890801","8",2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,"f6af646d608c4b40b033e98dab656713"
"H4080201","10",1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,"f738b1d171bc4e4f9c88e2bd2f503ac3"
"H2420302","4",1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,"f76aca219adc409d9811604e49e5297c"
"H2460501","11",1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,3,"f770c69110e44c84b7871656d407e6f1"
"H1800501","12",2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,"f792317fc83b47f0ae350754aae1a105"
"H1820902","4",2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,3,"f7b0dffacb634af08f2bd375a8cc28e9"
"H4300601","8",1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,4,"f7b5eda52ff64cd3aea819a57ef62491"
"H3500302","4",1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,"f7f20969c23a4fe89435048dee782205"
"H4070802","3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,"f86225f80b3949e0a2381c3447c9b0ce"
"H1510903","6",2,,,1,,,,,,,,,,,,,,,,,,2,"f91d84ccaf7f4703b64bd4f4b962e14c"
"H3670701","7",1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,"f9acae4d32c3460ca1aee792155649c0"
"H1071003","7",1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,"fae1214286aa4c6cb8c95f9c3864a91d"
"H1720201","13",1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,"fb3f4f0bf8914135b43154c33db570af"
"H2981003","3",1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,3,"fba4d7e39eea45a9b62044c76d6ded3f"
"H1071001","15",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,98,"fbbb6a049ecd4658aaa4876dfd82cf60"
"H2960203","8",1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"fbf0e22f82ce426595c83c236a69796b"
"H1090901","16",1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,"fbf8f05d30f94fd095971e1f3eb08cfb"
"H1710201","11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,98,"fc1f1928b83e4cab9147650315de856d"
"H2820602","4",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,"fca022dd577a4a61bfb846d1e4c486dd"
