"t0_hhid","interview__key","hhid","t0_bizroster__id","s12q03a","entID_unps","t0_entDesc","t0_entLoc","t0_entStartMon","t0_entStartYear","t0_operateEnt","t0_whyNotOperate","h12q01","h12q01_1","h12q02_oneDigit","h12q02_twoDigit","h12q02_threeDigit","h12q02_fourDigit","h12q02_superConfirm","h12q03","h12q04","h12q15","h12q16","h12q16b","h12q05","h12q05b","h12q06_1","h12q07_1","h12q07_1other","h12q08a","h12q08b","h12q08c","h12q08d","h12q08e","h12q19a","h12q19b","h12q09","h12q20","h12q10","h12q11A","h12q11B","h12q12","h12q13","h12q14","h12q17","h12q18A","h12q18B","h12q18C","h12q18D","h12q18E","h12q18F","h12q18G","h12q18H","h12q18I","h12q18J","h12q18K","h12q18L","h12q18M","h12q18N","h12q18O","h12q18P","h12q18X","h12q18Q","h12q18_other","h12q21","h12q22"
"H1880901","36-43-49-22","c8d8daaf72624693929ff0a7fb654560",1,"MAKING LOCAL ALCOHOL","1","MAKING LOCAL ALCOHOL",1,6,1986,1,,"Making local alcohol for sale",1,31111,11,110,1104,1,1,1982,2,1,,2,,2,,,1,,,,,2,,4,2,100000,1,0,15000,10000,0,2,1,,,,,,,,,,,,,,,,,,,8,2
"H3220601","32-72-57-58","c925c2152d8b44d2b53815fd358939cf",1,"SALON","1","SALON",5,11,2003,1,,"SALOON",2,191111,96,960,9602,1,6,2000,7,1,,2,,2,,,1,,,,,1,,12,,170000,1,0,40000,50000,50000,2,,,,,,,,,,,,,,,1,,,,,2,2
"H2570301","04-02-95-32","c931ce855f434b2fa9ca9ec5a91376a6",1,"DRUG SHOP","1","DRUG SHOP",1,7,2010,1,,"DRUG SHOP (selling of human drugs)",2,71111,47,477,4772,1,2,2014,1,1,,2,,1,3,,2,,,,,1,2,12,,2300000,0,0,,2000000,0,2,1,,,,,,1,,,1,,,,,,,,,,2,2
"H3510901","19-55-97-13","c9485f1b744544a7b2567219069967e0",1,"RETAIL SELL OF VEGETABLES AND FRUITS","1","RETAIL SELL OF VEGETABLES AND FRUITS1",7,98,2007,1,,"retail sale of vegetables",2,71111,47,472,4721,1,2,2008,7,1,,2,,2,,,2,,,,,2,,12,,600000,0,0,,360000,0,3,,1,1,,,,,,,,,,,,,,,,,2,2
"H3641001","26-09-19-76","c9d31361da1840bfa0115cb3dfcc790f",1,"BUYS AND SELLS LIVE STOCK","1","BUYS AND SELLS LIVE STOCK",3,1,2010,1,,"BUYING AND SELLING OF LIVE ANIMALS",5,71111,46,462,4620,1,1,2012,8,1,,2,,2,,,1,,,,,1,,12,,700000,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2610801","37-35-85-27","c9ed3eaf96d747c5a7e7d3876c584f43",2,"SHOP","2","SHOP",1,1,1997,1,,"RETAIL SHOP",2,71111,47,477,4773,1,1,2008,2,1,,2,,2,,,1,,,,,1,,12,,220000,0,1,0,200000,0,3,,,1,,,,,,,,,,,,,,,,,2,8
"H2610801","37-35-85-27","c9ed3eaf96d747c5a7e7d3876c584f43",1,"POTTERY","1","POTTERY",1,1,1974,1,,"MAKING POTS",2,31111,23,239,2393,1,1,1980,1,1,,1,,2,,,1,,,,,1,,2,2,60000,0,0,,0,0,2,,,,,1,,,,,,,,,,1,,,,,2,2
"H3571001","51-77-87-41","ca27634e05284b878a94b1c7a128ba47",1,"SELLING LOCAL HERBS","1","SELLING LOCAL HERBS",1,98,2008,1,,"sells local herbs",2,71111,47,479,4799,1,1,2008,1,1,,1,,2,,,1,,,,,1,,9,1,30000,0,0,,10000,0,3,1,,,,,,,,,,,,,,1,1,,,,2,2
"H2000501","95-55-70-31","ca4f215fd24440afa1bcd35799ca0d5a",1,"SELLS MAIZE FLOUR, BEANS","1","SELLS CASSAVA FLOUR, BEANS",4,98,2013,1,,"Sells food stuffs in market",2,71111,47,478,4781,1,2,2013,4,1,,2,,2,,,2,,,,,2,,12,,65000,0,0,,36000,3000,2,1,1,1,,,,,,,,,,,,,,,,,2,2
"H0730601","93-41-08-69","cc6946e73a5a409cabfd34360dca3ce2",1,"TAILORING","1","TAILORING",1,98,1996,1,,"SAWING AND MENDING CLOTHES",2,191111,96,960,9609,1,1,1996,1,1,,2,,2,,,1,,,,,1,,12,,50000,0,0,,15000,0,3,,,,,,,,,,,,,,,1,,,,,2,2
"H1720301","99-48-17-82","cd2c9bb99db343f6a75ba7a65fc352f7",1,"BICYCLE REPAIR AND SALE OF SPARE PARTS","4","BICYCLE REPAIR AND SALE OF SPARE PARTS",7,7,1994,1,,"REPAIRING BICYCLES AND SALE OF BICYCLE SPARE PARTS",2,191111,95,952,9529,,1,2004,2,3,,2,,1,12,,1,11,,,,1,2,8,1,250000,0,1,0,100000,0,2,1,,,,,,,,,,,,,,1,,,,,2,2
"H2810701","31-61-99-19","cf48f652137949de9bf3414f687c8e5b",1,"BRICK MAKING","1","BRICK MAKING",7,98,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3360601","77-36-95-30","cf74c4e44bb3491b996e70e543f7ca12",1,"CRAFT MAKING","5","CRAFT MAKING",1,10,2015,1,,"SEWING CLOTHES",1,31111,14,141222,1410,1,2,1995,1,1,,2,,2,,,2,,,,,2,,10,1,300000,0,0,,50000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1141001","93-43-03-15","cff060137d8844b9a610f144744b4565",1,"RETAIL SHOP DEALING IN GENERAL MERCHANDISE","2","RETAIL SHOP DEALING IN GENERAL MERCHANDISE",2,98,2016,1,,"RETAIL SALE OF GENERAL MERCHANDISE",2,71111,47,472,4721,1,2,2017,7,1,,2,,1,11,,2,,,,,1,2,7,2,550000,0,0,,300000,25000,2,1,,1,,,,,,,1,,,,,,,,,,2,2
"H3220101","64-45-09-68","d10a687889de469687377204195f3db0",1,"SELLS WARAGI","1","SELLS WARAGI",4,2,1980,1,,"SELLING WARAGI",2,71111,47,472,4722,1,1,1980,4,1,,2,,2,,,1,,,,,1,,12,,100000,0,0,,80000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H2970902","64-14-91-93","d140d6faa4d64718a6342ce65e456b2b",2,"GENERAAL MARCHANDISE SSHOP","4","GENERAAL MARCHANDISE SSHOP",1,2,2015,1,,"Retail shop",2,71111,47,471,4711,1,1,2009,1,1,,2,,1,1,,1,2,,,,1,2,12,,7500000,0,0,,5000000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2970902","64-14-91-93","d140d6faa4d64718a6342ce65e456b2b",1,"BODA BODA","3","BODA BODA",3,98,2001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0031201","26-88-06-43","d194e33b5a6343658eda31ca33e4b8df",1,"SELLS FRESH VEGETABLES, PEAS AND BEANS","1","SELLS FRESH VEGETABLES, PEAS AND BEANS",4,98,2009,1,,"RETAIL SELLING OF FRESH PEAS AND  VEGETABLES ON THE STREET",2,71111,47,479,4799,1,1,2006,6,1,,2,,2,,,1,,,,,1,,12,,1000000,0,0,,600000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H4081001","46-90-95-29","d1986c8f4f6442129f15b2a0411b4e53",1,"RUNS A RETAIL SHOP (GENERAL MERCHANDISE)","1","RUNS A RETAIL SHOP (GENERAL MERCHANDISE)",4,5,2014,1,,"RETAIL SHOP",2,71111,47,477,4773,1,2,2011,5,1,,2,,2,,,1,2,3,,,1,2,12,,800000,0,0,,600000,15000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H2200405","96-95-03-20","d1e187c02a4a4fb78132711acdfc70f0",1,"SELLING CLOTHES BY HAWKIG","2","SELLING CLOTHES BY HAWKIG",6,9,2014,1,,"SELLING  CLOTHES",2,71111,47,471,4719,1,1,2016,8,1,,2,,2,,,1,,,,,1,,11,1,400000,0,0,,300000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H0491307","37-99-60-94","d243b05af57e49a4a93f8f027363213f",1,"OPERATING A SEWING MACHINE","1","OPERATING A SAWING MACHINE",2,2,2016,1,,"OPERATING A SEWING MACHINE",2,191111,96,960,9609,1,1,2016,1,1,,2,,1,12,,1,,,,,1,,12,,30000,0,0,,15000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1420901","09-44-24-78","d24a205f49b14a2f9cd37d7ebb82193d",1,"OPERATING AGRINDING MILL","1","OPERATING AGRINDING MILL",2,98,1999,1,,"operating grinding mill",2,191111,96,960,9609,1,1,2000,7,1,,2,,2,,,1,,,,,1,,12,,4,1,1,40000,0,35000,3,1,,,,,,,,,,,,,,,,,,,2,2
"H0830801","62-48-58-53","d2c78a060324412e89fbcde4579963a2",1,"RUNNING A RESTAURANT","1","RUNNING A RESTAURANT",1,98,2012,1,,"RETAIL SALE OF FOOD & BEVERAGES",3,71111,47,472,4721,1,1,2005,7,1,,2,,2,,,1,,,,,1,,8,2,300000,0,0,,100000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H0840501","48-20-52-19","d2ed3f26e339449d95b3648d853354c4",1,"RETAIL SALE OF GENERAL GOODS INCLUDING DRINKS","1","RETAIL SALE OF GENERAL GOODS INCLUDING DRINKS",7,3,2012,1,,"retail sale of snacks",2,71111,47,472,4722,,2,2017,1,1,,2,,2,,,2,,,,,2,,12,,100000,0,0,,50000,20000,3,1,,1,,,,,,,,,,,,1,,,,,2,2
"H2211002","44-70-61-54","d36f47be8b3c4b62aaa6e7275c4bda10",1,"SELLING TOBACCO POWDER","2","SELLING TOBACCO POWDER",4,98,2007,1,,"SELLING TOBACCO POWDER",2,71111,47,478,4789,,1,2008,4,1,,2,,2,,,1,,,,,1,,12,,300000,0,1,0,0,50000,3,,1,1,,,,,,,,,,,,,,,,,2,2
"H3550501","09-72-62-67","d4365dac20d64396ad50430b353b2f21",1,"OWNS AND ATTENDS IN A BAR","1","OWNS AND ATTENDS IN A BAR",5,1,2000,1,,"retail sale of beverages",2,71111,47,472,4722,1,2,2008,5,1,,2,,2,,,1,,,,,1,,12,,400000,1,0,70000,200000,15000,98,1,,1,,,,,,,,,,,,,,,,,2,2
"H3550501","09-72-62-67","d4365dac20d64396ad50430b353b2f21",2,"OPERATING A RETAIL SHOP","2","OPERATING A RETAIL SHOP",5,1,2000,1,,"retail sale of general merchandise",2,71111,47,471,4711,1,2,2007,5,1,,2,,1,8,,2,,,,,2,,12,,500000,0,0,,300000,50000,2,1,,1,,,,,,,,,,,,,,,,,2,2
"H4260801","44-32-94-17","d43c0b17384c4c26988ab6832f0df331",1,"BUYING AND SELLING OF BANANA FOOD","1","BUYING AND SELLING OF BANANA FOOD",4,98,1997,1,,"selling of banana food",2,71111,47,471,4711,1,1,1997,2,1,,1,,2,,,1,2,,,,1,2,12,,1000000,0,2,0,0,20000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2080901","93-73-96-94","d4865da110d64cb1a8d5b0635222880f",1,"MAKING BASKETS","1","MAKING BASKETS",2,2,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H4270301","92-24-38-36","d59357dd622e49eb8d3a745c99da9209",1,"RETAILSHOP(GENERAL MERCHANDISE)","1","RETAILSHOP(GENERAL MERCHANDISE)",7,9,2015,1,,"SELLING GENERAL MERCHANDISE",2,71111,47,471,4711,1,1,2017,7,1,,2,,2,,,1,,,,,1,2,1,2,250000,0,1,0,200000,0,2,,,,,,,,,,,,,,,1,,,,,2,2
"H0370701","22-28-78-93","d6bf398731564af1adcb81a594684319",1,"TRADITIONAL HEALING","2","WITCHDOCTOR",1,98,1980,1,,"TRADITIONAL HUMAN HEALING USING LOCAL HERBS",2,171111,86,869,8690,1,1,2003,2,1,,1,,2,,,1,,,,,1,,12,,700000,2,0,100000,0,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H4010901","63-42-06-45","d7519bc028e44c228535d829fc55f71d",1,"BREWING LOCAL ALCOHOL","1","BREWING AJONO ONCE AWEEK",7,2,1994,1,,"Brewing local alcohol",1,31111,11,110,1101,1,2,1994,1,1,,2,,1,2,,2,,,,,2,,12,,220000,0,0,,130000,10000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H3960301","11-94-33-65","d7843306dc4e4377a0b45427fe5e7f94",1,"BURNING AND SALING FIREWOOD","1","BURNING AND SALING FIREWOOF",4,98,2010,1,,"SELLING FIREWOOD",4,11111,2,21222,210,1,1,2005,8,1,,1,,2,,,1,2,4,,,1,2,12,,48000,0,0,,0,0,2,,1,,,,,1,,,,,,,,,,,,,2,2
"H4060801","27-70-34-35","d9938bc8f0be42599e6f54bef333a2c8",1,"RETAIL TRADE IN PRODUCE","1","RETAIL TRADE IN PRODUCE",7,3,2009,1,,"SELLER PRODUCE",2,71111,47,479,4799,1,1,2014,5,1,,2,,1,12,,1,,,,,1,,8,1,3500000,1,1,150000,1200000,200000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H4060801","27-70-34-35","d9938bc8f0be42599e6f54bef333a2c8",2,"SELLS SECOND HAND CLOTHES","2","SELLS SECOND HAND CLOTHES",4,98,2010,1,,"SELLER SECOND HAND CLOTHES",2,71111,47,477,4774,1,1,2010,7,1,,2,,1,12,,1,,,,,1,,12,,5000000,2,1,64000,2400000,120000,1,,,,,,,,,,,,,,,,,,,,1,2
"H2420901","57-95-22-48","d9d8dfef6ad346d0aa354dd92a00b7e4",1,"BREWING ALCOHOL","1","BREWING ALCOHOL",2,98,1985,1,,"brewing waragi",1,31111,11,110,1101,1,1,1971,1,1,,96,"mother",2,,,1,,,,,1,,6,1,16000,0,2,0,10000,2500,2,,,1,,,,,,,,,,,,,,,,,2,2
"H4120501","32-96-32-11","da347790a6784255a72cf2500e5357d4",1,"PRIMARY SCHOOL","2","PRIMARY SCHOOL",7,98,2006,1,,"PRIVATE PRIMARY  SCHOOL  BUSSINESS",2,161111,85,851,8510,1,1,2006,7,1,,2,,2,,,1,,,,,2,,12,,5000000,10,0,3000000,0,1000000,3,1,,,,,,,,,1,,,1,,,,,,,2,2
"H2020201","77-00-48-41","dba162b5ba0f4188b144056a4e2c5073",1,"TAKING PHOTOS","2","TAKING PHOTOS",8,1,2016,1,,"takes photographs",2,131111,74,742,7420,1,2,2016,8,1,,2,,2,,,2,,,,,2,,7,1,280000,0,0,,80000,21000,3,1,1,,,,,,,,,,,,,,,,,,2,2
"H1430903","70-74-15-97","dbb6bbcc31ad490c9062efc8b7e86f37",1,"BUYING AND SELLING SMOKED FISH","1","BUYING AND SELLING SMOKED FISH",1,12,2013,1,,"BUYING AND SELLING SMOKED FISH",2,71111,47,479,4799,1,2,2013,1,2,,2,,2,,,2,,,,,1,2,12,,72000,0,1,0,52000,0,3,1,,,,,,,,,,,,,,,,,,,2,2
"H1820801","30-00-27-49","dbdbc8f22d3c49e1bb245734c2d2ea8e",2,"DISTILLING ALCOHOL","2","DISTILLING ALCOHOL",6,2,2004,1,,"Distilling waragi",1,31111,11,110,1101,1,2,2015,2,1,,2,,2,,,2,,,,,2,,12,,38000,0,0,,30000,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H1820801","30-00-27-49","dbdbc8f22d3c49e1bb245734c2d2ea8e",1,"BICYCLE REPAIRING","1","BICYCLE REPAIRING",6,2,2004,1,,"BICYCLE REPAIRING",2,71111,45,454,4540,1,1,2000,7,1,,1,,2,,,1,,,,,1,,12,,20000,0,0,,0,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H1020501","23-30-50-92","dbf332a359ea4caa8f24440adf0ee13c",1,"RETAILSALE OF MOTOR SPARE PARTS (OLD)","1","RETAILSALE OF MOTOR SPARE PARTS (OLD)",7,9,2015,1,,"SALE OF MOTOR SPARE PARTS",2,71111,45,453,4530,1,1,2015,7,1,,2,,2,,,1,,,,,1,,12,,2000000,0,0,,400000,400000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1020901","33-91-35-17","dc2283dedc044929b39fc5d4e569bd41",1,"SELLING CHARCOAL","1","SELLING CHARCOAL",1,98,1991,1,,"SELLING CHARCOAL",2,71111,47,477,4773,1,1,1991,1,1,,2,,2,,,1,,,,,1,,12,,150000,0,0,,70000,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H3081101","18-26-93-34","dc86adfa782045feb36fc67c6332bbb0",2,"SHOP RETAIL","2","SHOP RETAIL",7,2,2013,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3081101","18-26-93-34","dc86adfa782045feb36fc67c6332bbb0",1,"OWNS PRE PRIMARY SCHOOL","1","OWNS PRE PRIMARY SCHOOL",7,2,2013,1,,"PRE-PRIMARY SCHOOL",2,161111,85,851,8510,1,1,2013,7,1,,2,,1,1,,1,,,,,1,,12,,500000,7,0,7000000,0,0,1,,,,,,,,,,,,,,,,,,,,2,1
"H1310201","38-04-40-51","dcd4cbd9f49a4162afb04bab49469cf7",1,"RETAIL SALE OF PORK ON THE STALL","1","RETAIL SALE OF PORK ON THE STALL",7,98,2010,1,,"RETAIL SALE OF PORK ON A STALL",2,71111,47,472,4721,,1,2010,7,1,,2,,2,,,1,,,,,1,,10,1,700000,0,0,,500000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2710801","35-36-35-71","dd7c77b9123f4bf7a098874ef538023b",1,"BODA BODA","1","BODA BODA",8,1,2004,1,,"BODABODA RIDDING",2,81111,49,492,4922,1,1,1992,8,1,,2,,2,,,1,,,,,1,2,12,,340000,0,1,0,0,140000,3,,,1,,,,,,,,,,,,,,,,,2,2
"H2630701","08-22-71-19","dde16fb17e1943e2ac8371b3a8cb380b",1,"BODABODA","1","BODABODA",8,1,2011,1,,"BODA BODA RIDER",2,81111,49,492,4922,1,1,2009,8,1,,2,,2,,,1,,,,,1,,12,,400000,0,1,0,0,150000,2,1,,,,,,,1,,1,,,,,,,,,,2,2
"H1590301","76-84-91-44","dec021836b8140fba14e782ca5ed80ba",1,"LOCAL BAR","1","LOCAL BAR",2,6,2012,1,,"Selling local brew",2,71111,47,471,4711,1,1,2015,2,1,,2,,2,,,1,2,,,,1,2,12,,210000,0,0,,300000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H0420201","32-21-92-98","e0ea8986ed524b1a9823cfe0a79ca934",2,"RETAIL SALE OF CONSMETICS AND HAIR DRESSING","2","RETAIL SALE OF CONSMETICS AND HAIR DRESSING",7,9,2012,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0420201","32-21-92-98","e0ea8986ed524b1a9823cfe0a79ca934",1,"RETAIL SALE OF SPARES FOR BICYCLES AND MOTOR CYCLE","1","RETAIL SALE OF SPARES FOR BICYCLES AND MOTOR CYCLE",7,10,2010,1,,"RETAIL SALE OF SPARE PARTS FOR MOTOR CYCLES",2,71111,45,454,4540,1,1,2010,7,1,,2,,1,8,,1,,,,,1,,12,,1200000,2,0,200000,600000,200000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3381001","13-24-37-00","e1b837530d26461aad887ee290bd3a41",1,"BODA BODA RIDING","1","BODA BODA RIDING",7,98,2016,1,,"boda boda rider",2,81111,49,492,4922,1,1,2016,8,1,,96,"SOLD HIS PLOT",2,,,1,,,,,1,,12,,600000,0,0,,250000,50000,2,1,,,,,,1,,,,,,,,,,,,,2,2
"H4000801","31-91-69-27","e213fc6fe4c84b7fb888fd3c4e554cce",1,"""DISTILLING LOCAL ALCOHOL ""","1","DISTILLING LOCAL ALCOHOL",1,98,2016,1,,"Distilling local waragi",1,31111,11,110,1101,1,1,2006,1,1,,2,,2,,,1,,,,,1,2,6,2,40000,0,0,,15000,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H1101101","30-50-21-95","e23a93ebb6464f189985afe1689f4c2d",1,"MAKING AND SELLING OF CHAPATI","2","MAKING AND SELLING OF CHAPATI",7,6,2016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1320301","30-24-29-68","e265214e5afd4a3a89ef8be8c09be926",1,"MAKING MANDAZI","2","MAKING MANDAZI",8,4,2016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2390601","62-68-07-37","e29b9474331b4519af19406881a28279",1,"SELLS SMOKED FISH","1","SELLS SMOKED FISH",4,9,2005,1,,"Selling fish",2,71111,47,478,4781,1,1,2006,4,1,,2,,2,,,1,,,,,1,,2,1,47000,0,0,,30000,2000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3570301","04-95-84-27","e2e83a80956e4ab1af3fe81a56f8f8a8",1,"MAKING OF HAND BAGS","1","MAKING OF HAND BAGS",1,2,2010,1,,"MAKING AND SELLING BAGS",2,71111,47,479,4799,1,2,2014,1,2,,2,,2,,,2,,,,,2,,2,2,250000,0,0,,80000,20000,2,1,,,,,,,,,,,,,,,,1,,"too much competition",2,2
"H3570301","04-95-84-27","e2e83a80956e4ab1af3fe81a56f8f8a8",2,"SELLING OF ELECTRICALS (OLD)","2","SELLING OF ELECTRICALS (OLD)",1,2,2010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1310401","02-50-80-18","e378fe587e7b4d6c9d64b0a28ea8e930",1,"DIRECTOR OF APRIMARY SCHOOL","1","DIRECTOR OF APRIMARY SCHOOL",2,3,2008,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1310401","02-50-80-18","e378fe587e7b4d6c9d64b0a28ea8e930",2,"RETAIL SALE OF MEAT","2","RETAIL SALE OF MEAT",2,3,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2150901","96-64-89-36","e3df4ed81b844647a2785705089efa3d",1,"SELLING FIREWOOD","1","SELLING FIREWOOD",8,98,2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0881101","39-78-25-34","e3fcb32bee474c48b3e89743f9d5b5da",2,"SELLING PANCAKES","2","SELLING PANCAKES",4,3,2012,1,,"SELLING OF PANCAKES ON A STALL",2,71111,47,478,4789,1,1,2013,7,1,,2,,2,,,2,,,,,2,,10,2,180000,0,0,,80000,0,2,1,1,1,,,,,,,,,,,,1,,,,,2,2
"H0881101","39-78-25-34","e3fcb32bee474c48b3e89743f9d5b5da",3,"RETAIL SALE OF GENERAL MERCHANDISE","3","RETAIL SALE OF GENERAL MERCHANDISE",1,98,2017,1,,"RETAIL SALE OF GENERAL MERCHANDISE",2,71111,47,471,4711,1,2,2017,1,1,,2,,2,,,2,,,,,2,,12,,140000,0,0,,60000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H0881101","39-78-25-34","e3fcb32bee474c48b3e89743f9d5b5da",1,"TAILORING SHOP","1","TAILORING SHOP",5,98,1979,1,,"TAILORING OF CLOTHES",2,191111,95,952,9529,1,1,1990,7,1,,1,,2,,,1,,,,,1,,12,,200000,1,0,50000,70000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1200301","75-67-27-60","e419dacda04441629f572c169b8adb83",1,"CARPENTRY","1","CARPENTRY",2,98,1982,1,,"MAKING FURNITURE PRODUCTS",2,31111,31,310,3100,,1,1982,2,1,,2,,2,,,1,,,,,1,2,12,,80000,0,1,0,20000,0,2,,1,1,,,,,,,,,,,,,,,,,2,2
"H1200301","75-67-27-60","e419dacda04441629f572c169b8adb83",2,"MANUFACTURING ALCOHOL","2","MANUFACTURING ALCOHOL",2,98,1982,1,,"BREWING LOCAL BEER FROM BANANA BEER (TONTO)",1,31111,11,110,1103,,2,2003,2,1,,2,,2,,,1,2,6,7,8,2,,12,,120000,0,2,0,40000,0,3,1,,,,,,,,,,,,,,,,,,,2,2
"H4000901","55-76-82-87","e47bdb40ab22452297e36155a49be7c9",1,"SELLS FOOD STUFF IN THE MARKET","2","SELLS FOOD STUFF IN THE MARKET",6,8,2017,1,,"SELLS FOOD STAFF IN THE MARKET",2,71111,47,479,4799,1,2,2018,7,1,,6,,2,,,2,,,,,2,,4,1,200000,0,0,,140000,20000,3,1,1,,,,,,,,,,,,,,,,,,2,2
"H1080701","75-65-16-30","e4ab96d4b57347b1abe0f124f5164414",1,"WHOLESALE OF FISH MAW","1","WHOLESALE OF FISH MAW",7,98,2002,1,,"RETAIL SALE OF FISH MAW",2,71111,47,479,4799,1,1,2002,2,1,,2,,2,,,1,,,,,1,2,12,,1500000,0,1,0,1000000,40000,2,,,1,,,,,,,,,,,,,,,,,2,1
"H1080701","75-65-16-30","e4ab96d4b57347b1abe0f124f5164414",2,"BAR","3","BAR",7,98,2016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3210402","08-43-86-70","e4c95b54cff646b7b5f9f792bd847e6b",1,"RETAIL SALE IN NON SPECIALISED STORE","1","RETAIL SALE IN NON SPECIALISED STORE",5,4,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3890201","89-10-16-52","e4e3a4d0ad22411585b7b9164bd0e4e4",1,"RETAIL TRADE OF SECOND HAND CLOTHES","1","RETAIL TRADE OF SECOND HAND CLOTHES",5,1,2013,1,,"Retail trade of second hand clothes",2,71111,47,475,4751,1,1,2010,5,1,,2,,2,,,1,3,,,,1,3,12,,150000,0,0,,0,0,3,1,1,,,,,,,,,,,,,,,,,,2,2
"H2420701","11-60-43-33","e57cd2e7df2f4dcebe384715e05a7506",2,"ALCOHOL BREWING","2","ALCOHOL BREWING",7,98,2003,1,,"Alcohol brewing",1,31111,11,110,1101,1,1,1996,1,1,,96,"The mother gave her",2,,,1,,,,,1,,12,,92000,0,1,0,45000,12000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2420701","11-60-43-33","e57cd2e7df2f4dcebe384715e05a7506",1,"MAKES CRAFTS","1","MAKES CRAFTS",1,98,1994,1,,"making table clothes",1,31111,13,131,1312,1,1,1993,1,1,,1,,2,,,1,,,,,1,,2,1,12000,0,0,,12000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3570601","49-99-22-91","e59bee0c68164d04ae0f8fd87fd38c5d",1,"RETAILSALE OF GENERAL MERCHANDISE","1","RETAILSALE OF GENERAL MERCHANDISE",6,3,2010,1,,"RETAIL SALE OF GENERAL MERCHANDISE",2,71111,47,471,4711,,1,2008,7,2,,2,,2,,,1,,,,,1,,12,,250000,0,0,,300000,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H0850302","99-66-66-88","e618b3ac3a2c401bb7f01da4a8d6ef22",1,"SELLING CHAPATI AND SAMOSAS (OLD ENTERPRISE)","1","SELLING CHAPATI AND SAMOSAS (OLD ENTERPRISE)",2,98,2006,1,,"Retail sale of snacks",2,71111,47,471,4719,1,1,2006,2,1,,2,,2,,,1,,,,,1,,12,,892800,0,0,,560000,60000,2,,,,,,1,,,,,,,,,,,1,,"High competition",2,2
"H0850302","99-66-66-88","e618b3ac3a2c401bb7f01da4a8d6ef22",2,"SELLING COSMETICS AND CHILDREN GIFTS","2","SELLING COSMETICS AND CHILDREN GIFTS",7,98,2017,1,,"Selling cosmetics and children gifts",2,71111,47,477,4773,1,1,2017,7,1,,2,,2,,,,,,,,,,9,2,690000,0,0,,490000,30000,2,1,,1,,,,,,,1,,,,,,,1,,"high cost rent",2,2
