"t0_hhid","interview__key","hhid","t0_bizroster__id","s12q03a","entID_unps","t0_entDesc","t0_entLoc","t0_entStartMon","t0_entStartYear","t0_operateEnt","t0_whyNotOperate","h12q01","h12q01_1","h12q02_oneDigit","h12q02_twoDigit","h12q02_threeDigit","h12q02_fourDigit","h12q02_superConfirm","h12q03","h12q04","h12q15","h12q16","h12q16b","h12q05","h12q05b","h12q06_1","h12q07_1","h12q07_1other","h12q08a","h12q08b","h12q08c","h12q08d","h12q08e","h12q19a","h12q19b","h12q09","h12q20","h12q10","h12q11A","h12q11B","h12q12","h12q13","h12q14","h12q17","h12q18A","h12q18B","h12q18C","h12q18D","h12q18E","h12q18F","h12q18G","h12q18H","h12q18I","h12q18J","h12q18K","h12q18L","h12q18M","h12q18N","h12q18O","h12q18P","h12q18X","h12q18Q","h12q18_other","h12q21","h12q22"
"H1821004","57-21-61-89","5c60c2af92fc4cc1bb3ed7226330679b",1,"SELLING TIMBRE","1","SELLING TIMBRE",7,5,2011,1,,"Selling timber",2,71111,47,478,4789,1,1,2008,7,1,,2,,1,1,,1,2,,,,1,2,12,,12000000,2,0,200000,7200000,120000,3,,1,,,,,,,,,,,,,,,1,,"High Cost of raw materials",2,2
"H2080701","65-34-93-46","5cbe7e16e56e4c2cb7135dea298a0513",1,"BREWING LOCAL WARAGI","2","BREWING LOCAL WARAGI",1,98,2000,1,,"Brewing local alcohol",1,31111,11,110,1101,1,1,1984,1,1,,1,,2,,,1,,,,,1,,6,1,36000,0,0,,12000,4000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H1180701","77-04-62-59","5cc21d790c8d43e19134c3d06b510440",1,"PASSENGER TRANSPORT USING A BICYCLE","1","PASSENGER TRANSPORT USING A BICYCLE",8,98,2000,1,,"PASSENGER TRANSPORT USING A BICYCLE",2,81111,49,492,4922,1,1,2008,8,1,,2,,2,,,1,,,,,1,,4,1,200000,0,0,,0,20000,98,,,,,,,,,,,,,,,,,,1,,2,2
"H2810401","59-19-61-65","5d08e1cff4d44812ab1a9d109df3030b",1,"SHOP","1","SHOP",6,98,2012,1,,"SELLS WINDOW GLASS",2,71111,47,477,4773,1,1,2012,5,1,,2,,2,,,1,,,,,1,,12,,5000000,0,1,0,40000000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2810401","59-19-61-65","5d08e1cff4d44812ab1a9d109df3030b",2,"WELDING SHOP","2","WELDING SHOP",6,98,2006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3960701","61-25-68-43","5d600e6d4cc8413b8e25be770e1690dd",1,"LOCAL BREW KWETE","1","LOCAL BREW KWETE",2,98,2010,1,,"BREWING KWETE",1,31111,11,110,1103,1,1,2000,1,1,,1,,2,,,1,,,,,1,,5,2,35000,0,0,,20000,0,3,,,1,,,,,,,,,,,,,,,,,2,2
"H2970603","47-03-73-65","5dbf0d9e368d4a4d98668160c2f2245d",1,"BODA BODA","1","BODA BODA",2,6,2012,1,,"BODA BODA RIDER",2,81111,49,492,4922,1,2,2017,8,2,,5,,1,3,,2,,,,,2,,12,,600000,0,0,,0,0,98,,,,,,,,,,,,,,,,,,1,,2,2
"H0420901","14-46-52-18","5e1d64267a2c4563931fa0730f6aec89",1,"SELLING BEER AND OTHER ALCOHOL","1","SELLING BEER AND OTHER ALCOHOL",2,5,2011,1,,"SELLING ALCOHOLIC DRINKS LIKE WARAGI IN THE MARKET",2,71111,47,478,4781,,1,2008,4,1,,2,,2,,,1,,,,,1,,12,,200000,0,0,,120000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H4060701","33-81-85-71","5eaeb178bc5d41bbac26258e28b64fad",1,"BREWING AND SELLING ALCOHOL","1","BREWING AND SELLING ALCOHOL",1,98,1988,1,,"Selling waragi",1,31111,11,110,1101,1,1,1988,2,1,,2,,2,,,1,,,,,1,,11,1,60000,0,0,,20000,4000,2,1,,1,,,,,,,,,,,,,,,,,2,2
"H4060701","33-81-85-71","5eaeb178bc5d41bbac26258e28b64fad",2,"SELLING FOOD STUFF","2","SELLING FOOD STUFF",6,3,2014,1,,"Selling foodstuffs",2,71111,47,479,4799,1,1,2014,4,1,,2,,2,,,1,,,,,1,,3,1,10000,0,0,,5000,0,2,,,,,,,,,,,,,,,,1,,,,2,2
"H3360501","57-08-12-54","5f55548a1f2a46309017e9af3ce923a8",1,"BRICK MAKING","1","BRICK MAKING",8,7,2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3510801","49-06-74-47","5f869d74cb7847faa9014b1f9feaa239",1,"OPERATES A PORK JOINT2","1","OPERATES A PORK JOINT2",2,10,1996,1,,"OWNS AND OPERATES A PORK JOINT",2,71111,47,478,4789,,1,1998,4,1,,2,,1,5,,1,,,,,1,,12,,2000000,2,0,400000,1200000,100000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3510801","49-06-74-47","5f869d74cb7847faa9014b1f9feaa239",2,"OPERATES A PORK JOINT1","1","OPERATES A PORK JOINT1",2,10,1996,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3510801","49-06-74-47","5f869d74cb7847faa9014b1f9feaa239",3,"OPERATES A BAR","2","OPERATES A SMALL RESTUARANT",1,9,2013,1,,"OWNS AND OPERATES A BAR",3,91111,56,563,5630,,1,2010,2,1,,2,,2,,,2,,,,,2,,12,,1500000,0,0,,1050000,200000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3850301","41-27-79-12","5face35ca9d84c1f9b27f7610d04d3fd",1,"SELLING FOOD CROPS","1","SELLING FOOD CROPS",4,98,1993,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1070401","96-79-44-94","5fb04dcdf9204b1aafcf52cf33a45555",1,"BODABODA ENTERPRISE","3","BODABODA ENTERPRISE",6,4,2013,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1070401","96-79-44-94","5fb04dcdf9204b1aafcf52cf33a45555",2,"TAILORING","4","TAILORING",1,98,2016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2570801","59-62-88-13","605e738f2b814482844817490acbaa0d",1,"SAND MINING","1","SAND MINING",7,98,2015,1,,"sand mining",1,21111,8,81222,810,1,3,2015,2,4,,1,,2,,,3,4,,,,3,,2,1,300000,0,2,0,0,0,2,,,,,,,,,,,,,,,1,,,,,2,2
"H3450901","39-89-90-26","61322865960249d3a6876a99b55d5706",1,"SELLING COOKED FOOD","1","SELLING COOKED FOOD",2,1,2013,1,,"SELLING COOKED FOOD",3,91111,56,561,5610,1,2,2010,2,1,,2,,2,,,2,,,,,2,,12,,4,1,1,120000,200000,160000,3,1,,1,,,,,,,,,,,,,,,,,2,2
"H4200701","76-05-91-63","625359273de24f86b536582e950699a5",1,"BAR","2","BAR",1,8,2016,1,,"BAR",3,71111,47,472,4722,1,1,2016,2,1,,2,,2,,,1,,,,,1,,7,2,300000,0,0,,250000,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H2150301","69-52-71-93","62f7f39afcd14f4e847cb535a4a4edd2",1,"MANUFACTURING CHARCOAL","1","RETAIL SALE OF FIREWOOD",4,98,2012,1,,"MANUFACTURING CHARCOAL",1,11111,2,21222,210,1,3,2002,8,1,,1,,2,,,3,,,,,3,,12,,50000,0,0,,0,0,3,,,,,,,,,,,,,,,,1,,,,2,2
"H2870201","04-93-70-91","632260cfa6a741779f8254ac123bee17",1,"CHAPATI MAKING","1","CHAPATI MAKING",2,98,1990,1,,"MANUFACTURER OF CHAPATIS",1,31111,10,107,1071,1,1,1989,1,1,,2,,2,,,1,,,,,1,2,12,,1500000,0,0,,1080000,60000,3,,,1,,,,,,,,,,,,,,,,,2,2
"H1100201","57-54-32-16","639904b89f424930a608975e652cb2d7",1,"RETAIL SALE OF PORK","1","RETAIL SALE OF PORK",7,98,2001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3090102","82-92-50-34","63ad54dedc9a4e7784c26bc1f05549ed",1,"SEWING MACHINE","1","SEWING MACHINE",4,4,2011,1,,"SOWING MACHINE",1,31111,15,151,1511,1,1,2012,7,1,,2,,2,,,1,,,,,1,,12,,150000,0,0,,0,0,3,1,1,1,,,,,,,1,,,,,,,,,,2,2
"H3090102","82-92-50-34","63ad54dedc9a4e7784c26bc1f05549ed",2,"SELLING PANCAKES","2","SELLING PANCAKES",4,4,2011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1191001","57-33-46-67","63d26b88b52948da88f088281ce5f0ad",1,"PRINTERY","1","PRINTERY",7,1,1978,1,,"PRINTS STAMPS  AND NAMING T_SHIRTS",2,31111,32,329,3290,,1,1978,1,1,,2,,2,,,1,,,,,1,,8,1,500000,0,0,,100000,50000,2,,,1,,,,,,,,,,,,,,1,,"MY POOR HEALTH. I ALWAYS MISS WORK",2,2
"H3420501","22-12-22-00","646b258a479a490ea91079180f5dda45",1,"SALE OF MILLET FLOUR ON MARKET DAY","1","SALE OF MILLET FLOUR ON MARKET DAY",8,98,2003,1,,"retail sale of millet flour",2,71111,47,472,4722,1,1,2008,4,1,,2,,2,,,1,,,,,1,,12,,200000,0,0,,120000,10000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H2251001","68-96-99-64","6552ba66f3a04eab9c64d915937f6431",1,"WATER TRANSPORT","2","WATER TRANSPORT",7,6,2011,1,,"WATER TRANSPORT",2,81111,50,502,5021,,1,2007,8,1,,2,,2,,,1,,,,,1,,12,,2121000,2,0,450000,0,621000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H0671001","41-32-18-94","66c0f950e7834f2fbf566635e826fcb3",1,"MAKING AND SELLING LOCAL BREW AND SPIRITS","1","MAKING AND SELLING LOCAL BREW AND SPIRITS",2,98,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3520101","81-55-83-24","66c88c6ac9de4c13ab44e35044e1d11a",3,"SHOP SELLING GENERAL MERCHANDISE","3","SHOP SELLING GENERAL MERCHANDISE",1,98,2009,1,,"RETAIL SALE OF GENERAL MERCHANDISE",2,71111,47,479,4799,1,2,2014,7,1,,2,,2,,,2,,,,,2,,12,,1200000,0,0,,500000,150000,1,,,,,,,,,,,,,,,,,,,,9,9
"H3520101","81-55-83-24","66c88c6ac9de4c13ab44e35044e1d11a",2,"WHOLE SALE OF MILER (MAYILUNGI)","2","WHOLE SALE OF MILER (MAYILUNGI)",1,98,2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3520101","81-55-83-24","66c88c6ac9de4c13ab44e35044e1d11a",1,"SELLING SWEET BANANA IN THE MARKET","1","SELLING SWEET BANANA IN THE MARKET",1,98,2009,1,,"RETAIL SALE OF AGRICULTURAL PRODUCE",2,71111,47,478,4789,1,1,2012,4,1,,2,,2,,,1,,,,,1,,12,,450000,0,0,,200000,20000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2970101","27-99-76-00","680ac310041e4db891e0bfd9a67fabba",1,"MAKING BASKETS AND CRAFTS","1","MAKING BASKETS AND CRAFTS",1,98,2005,1,,"MAKING BASKETS AND CRAFTS",2,31111,32,329,3290,,1,1992,1,1,,1,,2,,,1,,,,,1,,12,,60000,0,0,,500,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H3350601","42-94-79-33","681cbb8c5bb244c5b55a076ccfe17f8c",1,"MAKING AND SELLING OF LOCAL BREW (OLD| ENTER)","1","MAKING AND SELLING OF LOCAL BREW (OLD| ENTER)",1,98,1990,1,,"WHOLESALE OF LOCAL BREW",2,71111,46,463,4630,1,2,1990,2,1,,2,,2,,,1,2,5,,,1,2,8,1,845000,0,0,,240000,5000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2960902","62-50-52-22","690d9dad4c4943d5b39918ec5d25a707",1,"SELLING ALCOHOL","1","SELLING ALCOHOL",1,6,2002,1,,"SELLING ALCOHOL",3,71111,47,472,4722,,1,2004,1,1,,2,,2,,,1,,,,,1,,12,,400000,0,0,,200000,10000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3870601","17-30-86-50","6a786c2d723f4add86a4a778a805498b",1,"RESTUARANT","2","RESTUARANT",4,98,2017,1,,"Restaurant",3,91111,56,561,5610,1,1,2017,7,1,,2,,1,8,,1,,,,,1,,12,,4800000,1,0,60000,2800000,40000,1,,,,,,,,,,,,,,,,,,,,2,2
"H0541201","69-45-20-18","6ad635d3403248979bbd95c911af620c",2,"CARRYING PASSENGERS ON A MOTOR CYCLE","2","CARRYING PASSENGERS ON A MOTOR CYCLE",8,6,2015,1,,"CARRYING PASSENGER ON MOTORCYCLE",2,81111,49,492,4922,1,1,2015,8,96,"got a loan",96,"from a Friend",2,,,1,,,,,1,,12,,400000,0,0,,0,100000,2,1,,,,,,,1,,1,,,,,,,,,,2,2
"H2140101","63-56-98-94","6b55b47e2249487f97b9e81b07b8b490",1,"SELLING FIREWOOD","1","SELLING FIREWOOD",8,1,2009,1,,"SELLING FIREWOOD",4,11111,2,22222,220,1,2,2000,8,1,,1,,2,,,2,,,,,2,,4,2,25000,0,0,,0,0,3,1,,,,,,1,,,,,,,,,,,,,2,2
"H4060401","11-17-85-51","6b900f14c9f44138a12e3707c25722ec",1,"BAR","1","BAR",5,7,2015,1,,"Bar",3,91111,56,563,5630,1,1,2016,5,3,,2,,2,,,1,,,,,1,,12,,500000,0,0,,0,0,3,,1,,,,,,,,,,,,,,,,,,2,2
"H0741202","99-47-06-35","6ba52bca5b20410e806054c30c5ef909",1,"RESTAURANT","1","RESTAURANT",2,98,1996,1,,"RESTAURANY",3,91111,56,561,5610,1,1,1996,2,1,,2,,2,,,1,,,,,1,,12,,250000,1,1,30000,100000,5000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2940502","78-38-10-29","6c1bd9883eec4044979ad1be8420e48b",1,"STALL SELLING","1","STALL SELLING",7,1,2000,1,,"Selling of food stuffs",2,191111,96,960,9609,1,1,2003,7,1,,2,,2,,,1,,,,,1,,12,,600000,0,0,,300000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H3980801","18-85-27-32","6c26f95c9b844536a969e47ede58abba",1,"SELLING COOKED MAIZE","2","SELLING COOKED MAIZE",4,12,2017,1,,"STREET FOOD SELLER",2,91111,56,562,5629,1,2,2015,7,1,,6,,1,8,,2,,,,,2,,12,,240000,0,1,0,135000,12000,2,1,,1,,,,,,,,,,,,,,,,,2,2
"H3851001","63-24-65-20","6c82d38a510147bb8dea2705589e6ad0",2,"SELLING PRODUCE (INSHELL GROUNDNUTS)","2","SELLING POTATOES",4,2,2012,1,,"SELLING PRODUCE (INSHELL GROUNDNUTS)",2,71111,47,478,4789,1,2,2010,7,1,,2,,2,,,2,,,,,2,,12,,920000,0,1,0,600000,50000,2,,1,,,,,,,,,,,,,,,,,,2,2
"H3851001","63-24-65-20","6c82d38a510147bb8dea2705589e6ad0",1,"SELLING GLASS WARE","1","SELLING GLASS WARE",7,1,2006,1,,"SELLING SAUSPANS",2,71111,47,478,4789,1,1,1998,7,1,,2,,1,8,,1,,,,,1,,12,,320000,0,1,0,150000,60000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H2420801","73-98-05-43","6cdc2865affb46e084bc210198a5d640",1,"SELLING BEANS AND CASSAVA","1","SELLING BEANS AND CASSAVA",4,98,1998,1,,"SELLING PRODUCE (BEANS AND CASSAVA)",2,71111,47,479,4799,1,1,2015,7,1,,2,,2,,,2,,,,,2,,8,2,480000,0,2,0,200000,200000,2,,,1,,,,,,,,,,,,1,,,,,2,2
"H2370801","70-97-87-14","6d2e2dbf3a8046bbba64f9fd5ec54fbd",1,"CARPENTRY","1","CARPENTRY",1,98,1986,1,,"CARPENTRY",1,31111,16,162222,1622,1,1,1996,2,1,,2,,2,,,1,,,,,1,,12,,1800000,2,0,200000,400000,100000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2370801","70-97-87-14","6d2e2dbf3a8046bbba64f9fd5ec54fbd",2,"SELLS IRISH POTATOES","3","SELLS IRISH POTATOES",7,98,2017,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1320801","83-77-45-86","6d62d577102f4e0fa86652fc173d909f",1,"PREPARATION AND RETAIL SALE OF SNACKS","3","PREPARATION AND RETAIL SALE OF SNACKS",2,10,1985,1,,"PREPARATION AND SALE OF SNACKS ON RETAIL BASIS",2,71111,47,479,4799,,1,2003,2,1,,2,,2,,,1,,,,,1,,9,1,160000,0,0,,96000,0,3,1,1,,,,,,,,,,,,,,,,,,2,2
"H3850901","85-25-30-09","6dfa6a5816024c7f966cca87e3bed6f5",1,"SELLING FOODSTUFF","1","SELLING FOODSTUFF",4,98,1990,1,,"Selling foodstuffs",2,71111,47,478,4781,1,1,2015,4,1,,2,,2,,,1,,,,,1,,10,1,18000,0,0,,12000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H1150203","18-24-77-77","6e875b72aa294366a4e02397929494ca",1,"HAIR DRESSING","1","HAIR DRESSING",7,4,2014,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0460201","75-89-64-59","6e9fed759eb24d828cde8e8f85295fa5",1,"RETAIL SALE OF ALCOHOL","1","RETAIL SALE OF ALCOHOL",1,1,1980,1,,"retail sale of alcohol",2,11111,1,11222,119,,1,1985,1,1,,2,,2,,,1,,,,,1,,12,,320000,0,0,,280000,0,3,,,1,,,,,,,,,,,,,,,,,2,2
"H1430402","17-20-51-76","6ed7bea2de0e4fe19ac7e0a5a7e0c5f9",1,"OPERATING A SHOP","1","OPERATING A SHOP",4,12,2014,1,,"OPERATING RETAIL SHOP",2,71111,47,471,4719,1,1,2016,7,1,,2,,2,,,1,2,,,,1,2,12,,80000,1,0,20000,60000,0,3,1,1,1,,,,,,,,,,,,,,,,,2,2
"H2981004","65-20-16-57","6f3b0e49990144ff9e75ee145a362444",1,"PRODUCE SELLING","1","PRODUCE SELLING",1,1,2005,1,,"PRODUCE SELLING",2,71111,47,471,4719,1,2,2013,7,1,,2,,2,,,2,,,,,1,2,12,,600000,0,0,,6000000,100000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3371001","23-46-29-56","6f3d8a77df14439b95377e51e8300c21",1,"MAKING OF MATS","1","MAKING OF MATS",1,3,2015,1,,"Retail sale of mats",2,71111,47,479,4799,1,3,2015,1,1,,2,,2,,,1,,,,,1,,12,,120000,0,0,,20000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1291002","31-26-57-51","703b091c1c54412c9ad4e1bc9eb8e745",1,"HAIRDRESSING","1","HAIRDRESSING",7,9,2014,1,,"HAIR DRESSING",2,191111,96,960,9602,,2,2013,2,1,,1,,2,,,2,,,,,2,,6,1,60000,0,0,,0,0,3,1,,,,,,,,,,,,,,,1,,,,2,2
"H1291002","31-26-57-51","703b091c1c54412c9ad4e1bc9eb8e745",2,"RETAIL SALE OF SECOND HAND CLOTHES","2","RETAIL SALE OF SECOND HAND CLOTHES",7,9,2014,1,,"RETAIL TRADE OF SECOND HAND CLOTHES",2,71111,47,479,4799,,2,2013,8,1,,2,,2,,,2,,,,,2,,5,2,80000,0,0,,50000,0,3,1,,,,,,,,,,,,,,,1,,,,2,2
"H3890401","21-33-13-36","70b84b49868844a69607a740ed1a9e6c",1,"TAILORING","1","TAILORING",5,98,2010,1,,"TAILORING",1,31111,14,141222,1410,1,1,2008,7,1,,2,,1,8,,1,,,,,1,,12,,1320000,0,0,,1000000,50000,1,,,,,,,,,,,,,,,,,,,,2,1
"H0910502","79-87-98-88","71586d604e6b4e66b0858ba862d00e70",1,"SELLING PRODUCE","1","SELLING PRODUCE",1,98,2007,1,,"WHOLE SELLING OF AGRICULTURAL PRODUCE LIKE MAIZE AND COFFEE",2,71111,46,463,4630,1,1,2007,7,1,,2,,2,,,1,,,,,1,,12,,800000,0,0,,600000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H0630701","94-33-99-08","7174f77470f941978f2c2eabeb248d8e",1,"TRANSPORTING PEOPLE USING OWN MOTOR CYCLE","1","TRANSPORTING PEOPLE USING OWN MOTOR CYCLE",8,98,2015,1,,"bodaboda rider",2,81111,49,492,4922,1,7,2015,7,96,"on loan",3,,2,,,7,,,,,7,,12,,160000,0,0,,0,48000,2,1,,,,,,,,,1,,1,,,,,,,,1,2
"H0630701","94-33-99-08","7174f77470f941978f2c2eabeb248d8e",2,"TAILORING","2","TAILORING",7,98,2016,1,,"Tailoring",2,191111,96,960,9609,1,1,2016,1,4,,2,,2,,,1,,,,,3,,9,1,70000,0,0,,15000,0,2,1,,,,,,,,1,,,,,,,,,,,2,2
"H3640801","96-42-01-08","71d08d8479d04271a989d162da8446f1",1,"SELLS AGRO INPUTS","1","SELLS AGRO INPUTS",4,98,1990,1,,"SELLING AGRO INPUTS LIKE PESTICIDES",2,71111,47,478,4789,1,2,1990,4,1,,2,,2,,,2,,,,,2,,12,,500000,0,0,,300000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H0420802","24-26-10-52","72101337b59849bbb9c5cfe4a4dfefab",2,"MANUFACTURING CHACOAL","2","MANUFACTURING CHACOAL",8,98,2003,1,,"Retail sale of charcoal",2,71111,47,479,4799,1,1,2002,8,1,,2,,1,2,,1,,,,,1,,12,,3300000,2,0,80000,2000000,200000,1,,,,,,,,,,,,,,,,,,,,2,2
"H0420802","24-26-10-52","72101337b59849bbb9c5cfe4a4dfefab",1,"MANUFACTURING WARAGI","1","MANUFACTURING WARAGI",2,98,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1510801","80-20-73-21","7231cac3c984454fbb9963e15947dc38",1,"A SHOP THAT SALES AGRIC INPUTS","1","A SHOP THAT SALES AGRIC INPUTS",3,3,2002,1,,"SELLING AGRO INPUTS IN A SHOP",2,71111,47,471,4719,1,1,2002,3,1,,2,,2,,,1,,,,,1,,12,,1200000,0,2,0,800000,1800,2,,1,1,,,,,,,,,,,,,,1,,"COMPETETITION FROM NEIGHBOURS",2,1
"H1510801","80-20-73-21","7231cac3c984454fbb9963e15947dc38",2,"PHONE CHARGING","2","PHONE CHARGING",1,2,2015,1,,"NO LONGER OPERATIONAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2591001","84-49-48-42","7253dbdbc83c4e6681974c40ce369e79",1,"RESTAURANT","1","RESTAURANT",4,2,2015,1,,"Food kiosk",3,91111,56,562,5629,,2,2017,2,1,,2,,2,,,2,,,,,1,2,6,1,600000,0,1,0,100000,200000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3210901","57-22-98-83","7277729586fb4a9592696d72ce3de753",1,"BARBERSHOP(SALOON)","1","BARBERSHOP",7,98,2014,1,,"SALOON BUSSINESS(HAIR CUTTING)",2,191111,96,960,9602,1,1,2012,6,1,,2,,1,8,,1,,,,,1,,12,,150000,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1331101","09-18-31-66","728afb63255b4874ae765595bfec8cb7",1,"RETAILSALE OF GENERAL MERCHANDISE","1","RETAILSALE OF GENERAL MERCHANDISE",1,9,2013,1,,"RETAIL SALE OF GENERAL MERCHANDISE",2,71111,47,479,4799,,2,2018,1,1,,2,,1,12,,2,,,,,1,2,7,2,210000,0,0,,140000,0,2,,,,,,,,,,,,,,,,,1,,"STRAINING THE BUSINESS BY DRAWING OUTMONEY TO SOLVE SO MANY ISSUES",2,2
"H2420502","14-24-71-26","72f813fc964b4814bfc83da19685f39b",1,"BREWING ALCOHOL","1","BREWING ALCOHOL",1,98,1994,1,,"brewing alcohol",1,31111,11,110,1101,1,1,1994,1,1,,2,,2,,,1,,,,,1,,10,1,184000,0,0,,56000,3000,2,,1,1,,,,,,,,,,,,,,,,,2,2
"H3880801","23-04-31-44","73b1cbfa562e4305935b545bfdb0e9fe",1,"RETAIL SALE OF SWEET BANANAS IN THE MARKET","1","RETSIL SALE OF SWEET BANANAS IN TNE MARKET",8,9,2004,1,,"Selling bananas",2,71111,47,478,4781,1,1,2004,4,1,,2,,2,,,1,,,,,1,,3,1,15000,0,0,,8000,0,2,,,,,,,,,,,,,,,,,1,,"She has been sick",2,2
"H2040201","18-54-79-44","756bf90b41a449509f384805f3c6308a",1,"BREWING ALCOHOL","1","BREWING ALCOHOL",2,98,2005,1,,"MAKING LOCAL BREWED ALCOHOL",1,31111,11,110,1101,1,2,2003,2,1,,2,,2,,,2,,,,,2,,9,1,80000,0,1,0,36000,0,2,1,,,,,,,,,,,,,,,,,,,2,2
"H0390901","13-62-57-96","7589e3d8e7eb4b719e535585550b9b5a",1,"WHOLESALE OF COW","2","WHOLESALE OF COW",8,98,1993,1,,"WHOLESALE OF COWS",2,71111,46,462,4620,1,1,2006,2,1,,2,,2,,,1,,,,,1,,6,2,800000,0,0,,600000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2230302","07-14-85-09","75b276d5f7e54d28b9332cac6c7f01d1",1,"BREWING ALCOHOL","1","BREWING ALCOHOL",1,8,2000,1,,"BREWING ALCOHOL",1,31111,11,110,1101,1,1,1998,2,1,,2,,1,8,,1,,,,,1,,12,,35000,0,0,,30000,0,3,,1,1,,,,,,,,,,,,,,,,,2,2
"H2980901","18-38-78-45","75e95720f4734a239cf1dc8493fc89a2",1,"WINE PROCESSING","1","WINE PROCESSING",2,98,2015,1,,"Wine making",1,31111,11,110,1102,1,2,2016,1,1,,2,,2,,,2,,,,,2,,12,,800000,0,2,0,200000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1150701","69-76-85-13","769b657d804446aab21e64bea3953be9",2,"RETAIL SALE OF AGRICULTURA PRODUCE ON A TALL","2","RETAIL SALE OF AGRICULTURA PRODUCE ON A TALL",4,4,2013,1,,"RETAIL SALE OF AGRICULTURAL PRODUCE ON A STALL",2,71111,47,478,4781,,1,2005,6,1,,2,,2,,,1,,,,,1,,12,,350000,0,0,,100000,70000,3,1,,1,,,,,1,,,,,,,,,,,,2,2
"H1150701","69-76-85-13","769b657d804446aab21e64bea3953be9",1,"PREPARATION AND RETAIL SALE OF SAMOSAS AND CASSAVA","1","PREPARATION AND RETAIL SALE OF SAMOSAS AND CASSAVA",4,98,2004,1,,"RETAIL SALE OF SNACKS",2,71111,47,479,4799,,1,2010,7,1,,2,,2,,,1,4,5,,,1,,9,1,600000,0,0,,300000,30000,3,1,,1,,,,,,,,,,,,,,,,,2,2
"H2990208","41-12-25-33","76d643a79966413eae99dbf4082f198e",1,"SELLING PANCAKES","1","SELLING PANCAKES",6,98,2005,1,,"SELLING PANCAKES",2,91111,56,562,5629,1,1,2010,6,1,,2,,2,,,1,3,,,,1,3,12,,4,0,0,,30000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2060303","10-07-55-09","76ea480fd75d4498aadd45c79980bfaf",1,"SELLING CAKES ON STREETS","1","SELLING CAKES ON STREETS",6,5,2014,1,,"making chapati",1,31111,10,107,1079,,2,2015,6,1,,2,,2,,,2,,,,,2,,9,2,1200000,0,0,,750000,150000,2,1,1,1,,,,,,,,,,,,,,1,,"no longer operating business because sick",2,2
