"hhid","h9q01","h9q02","h9q24a","h9q24b","h9q26","h9q25","h9q27","h9q28","h9q29","h9q30_1","h9q30a","h9q30b","h9q30c","h9q31","h9q32a","h9q32b","h9q32c","h9q33","h9q34","h9q35","h9q36","h9q37","h9q38","h9q03","h9q04","h9q05","h9q06","h9q07","h9q08","h9q09a","h9q09b","h9q10","h9q11","h9q12","h9q13","h9q14","h9q15","h9q15_1","h9q15_2","h9q15_3","s915_4","h9q15_5","h9q16","h9q17","h9q22","h9q22a","h9q22b","h9q23","h9_respondent","h9q30d"
"d899b3a61b4343388234a0fa230ee732",16,10,1,300,1,2009,1,3,,,".",".",".",2,,,,2,2,,1,,2500000,2,15,16,14,16,1,40,3,0.6,20,2,,,10,"1","3","4",1,120,2,4,22,2,,1,"1",
"d8ab01fad37f4656940dc81298687f06",10,10,1,2700,3,2000,2,3,,,,,,1,2,,,2,2,,1,,22000000,3,10,12,14,14,4,40,15,0.5,10,2,,,10,"3","4","5",1,80,1,2,23,2,,3,"2",
"d8ba789a9649493b8fc4f46b4664425d",16,10,4,300,1,1998,2,3,,,".",".",".",1,96,,,2,2,,1,,2000000,4,15,16,14,14,6,10,5,0.3,4,2,,,10,"1","3","4",2,100,1,4,23,2,,1,"1",
"d8c475280c224728b4435381ac82cfe5",10,10,3,0.2,3,2014,2,3,,,".",".",".",2,,,,6,2,,1,,1000000,1,15,16,14,16,96,20,2,0.25,5,2,,,10,"1","3",,1,30,2,2,22,1,3,1,"1",
"d8c68b7d2d1b4c2facb6a066c06c8502",16,10,1,400,1,2000,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,3,15,14,14,15,,30,2,0,10,2,,,10,"3","4","5",1,60,2,4,23,2,,1,"2",
"d8cd5b6b73d241a9b28bfe6100db347e",16,10,1,60,2,2006,1,3,,,".",".",".",2,,,,1,1,1,1,,5000000,1,15,14,14,16,2,10,2,0.3,4,2,,,10,"1","2",,1,40,2,4,23,1,2,1,"1",
"d8f326e706ea41ea8401b70ad7680c6c",16,10,4,5,2,2000,1,3,,,".",".",".",2,,,,6,2,,1,,100000,1,15,16,14,14,2,30,5,1.5,4,2,,,10,"8","11",,1,40,1,4,95,,,,"11",
"d92b2438e55d4bbeaaa988f6483ae0ff",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,16,14,14,6,5,5,0.1,10,2,,,10,"4","5","7",1,80,1,2,22,2,,1,"2",
"d93b7815f5164f34a830cf79c6d46627",16,10,1,40,2,2016,1,3,,,".",".",".",2,,,,2,2,,1,,3000000,1,15,14,14,14,6,20,10,0.25,3,2,,,10,"1",,,1,60,1,4,95,,,,"1",
"d9458758865a4e088d89da6dc506ee90",16,10,3,0.7,2,2010,1,3,,,".",".",".",2,,,,6,2,,1,,3500000,3,15,16,14,17,6,15,1,0.1,15,2,,,10,"2","5",,1,80,2,4,95,,,,"2",
"d9502e32905749d89d2bcb45870de151",10,10,1,45,3,2015,2,3,,,".",".",".",1,3,,,6,2,,1,,2400000,1,10,12,14,15,,40,10,1,3,2,,,10,"1",,,1,40,1,4,23,2,,1,"5",
"d97b55accb3e487e84b1581de36f4302",10,10,4,5000,1,2003,2,96,2005,1,"8",,,2,,,,1,2,,1,,20000000,2,10,12,14,16,1,60,5,0.5,3,2,,,13,".",".",".",3,80,2,2,22,2,,1,"1",
"d980f593ae8a4f57bb0d7e340d3d9185",10,10,4,9600,1,1998,2,2,1997,1,"1",,,1,96,,,1,2,,2,1,90000000,3,10,12,13,11,,,,,5,2,,,,,,,,100,2,2,21,2,,2,"5",
"d9938bc8f0be42599e6f54bef333a2c8",15,16,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,13,12,1,3,5,0.05,5,1,1,"30000",10,"2","5","8",1,120,2,2,22,1,5,2,"2",
"d99d8f23a13f4db2a8428f35a0dd3f08",10,10,1,2000,1,2004,1,3,,,".",".",".",2,,,,2,1,5,2,5,3000000,1,10,12,14,14,6,20,5,0.5,5,2,,,10,"3","4","6",1,100,1,4,23,2,,1,"2",
"d99d959a034b404fbce62c45adc10617",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,16,11,,,,,5,1,1,"20000",,".",".",".",,100,2,2,21,2,,1,"2",
"d9bbbd6c12bf4275819b5cf9dcf31196",10,10,,,,,,,,,".",".",".",,,,,,,,,,,4,10,16,14,12,1,60,15,4,5,2,,,10,"4","5","6",1,40,2,4,23,2,,1,"2",
"d9cedf03ea96447c929804d1614ba006",10,10,4,3500,2,1997,2,3,,,".",".",".",2,,,,2,2,,1,,6000000,6,10,12,13,14,2,20,10,0.3,20,2,,,10,"5","7","10",1,140,1,2,22,2,,1,"2",
"d9d52d2d0e8a4d4e86bc59a15667f5ff",10,10,4,3000,1,1999,2,96,1999,1,"1",,,1,3,,,1,2,,1,,7000000,3,10,12,14,16,1,45,15,0.5,10,2,,,10,"1","3","4",1,100,2,2,23,2,,1,"2",
"d9d5580e642843a48f0fccfc1e3c8d66",15,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,13,11,,,,,6,1,1,"12000",,".",".",".",,40,2,2,22,1,2,1,"1",
"d9d8dfef6ad346d0aa354dd92a00b7e4",10,10,4,40,2,1974,1,3,,,".",".",".",2,,,,2,2,,1,,8000000,3,10,12,14,14,2,30,10,0.5,8,1,2,"1000",10,"6",,,1,60,1,4,23,2,,1,"6",
"d9e387e7e01c4d6db79e5bd9ca7a765c",10,10,1,640,2,1973,1,3,,,".",".",".",2,,,,6,2,,1,,1500000,2,10,14,14,14,6,20,20,0.3,3,1,2,"2000",10,"2","3",,1,40,2,4,22,1,1,1,"2",
"da319e88bd6e4126b2e7af3430f96006",16,10,1,10,2,2014,1,3,,,".",".",".",2,,,,5,2,,1,,1000000,1,15,14,14,14,1,4,5,0.2,5,2,,,10,"1","2","3",2,80,1,4,23,2,,1,"2",
"da33ec50e0324b8a876ef9382b22a86f",10,10,3,0.25,1,2017,1,3,,,".",".",".",2,,,,2,2,,5,2,2500000,3,15,14,14,16,2,20,45,0.4,15,2,,,10,"1","5","11",1,80,2,4,95,,,,"1",
"da347790a6784255a72cf2500e5357d4",10,10,4,100,1,2011,1,3,,,".",".",".",1,3,,,2,2,,1,,4000000,3,10,12,13,11,,,,,4,1,1,"20000",,".",".",".",,80,2,2,21,2,,2,"1",
"da3a99f963484fac9b94610bf831af1b",10,10,1,21,2,1970,1,3,,,".",".",".",2,,,,5,2,,1,,1000000,1,10,16,14,15,,10,3,0.5,1,2,,,10,"1",,,1,40,1,4,23,2,,1,"1",
"da50cd5c01e5425db82ca8402e76ccbc",10,10,4,480,1,2003,1,3,,,,,,2,,,,2,2,,1,,1600000,2,10,12,14,14,6,10,20,0.3,10,2,,,10,"2","5","6",1,100,2,4,23,2,,1,"1",
"da59ffaaddb444858a6d65c904c16203",10,10,4,3000,1,2018,2,96,2013,1,"1","2",,2,,,,2,2,,1,,50000000,2,10,12,14,15,,30,2,0.5,80,2,,,10,"2",,,1,24000,1,2,23,2,,1,"2",
"da60037f59c6450786ddab18aff82f15",10,10,1,300,2,2011,1,3,,,".",".",".",2,,,,5,2,,1,,2000000,3,10,16,13,20,,2,2,0.01,2,2,,,10,"1","2","3",1,40,2,4,23,2,,1,"1",
"da72392f02db4e17910177903f9a8cd6",10,10,4,1500,2,1973,2,3,,,".",".",".",2,,,,4,2,,1,,3000000,2,10,16,14,15,,45,5,0.5,2,2,,,10,"1","2",,1,80,1,2,22,2,,1,"1",
"da82b4386c4f4f07af7d0f31cfdb6dfb",10,10,3,0.1,2,2009,1,3,,,".",".",".",2,,,,2,2,,2,2,1000000,1,15,16,14,14,6,6,30,0.2,10,1,2,"500",10,"1","2","3",1,80,1,4,23,2,,1,"1",
"daa5345f86fa4e7a8f37735ba880fd01",11,10,,,,,,,,,".",".",".",,,,,,,,,,,6,10,12,13,15,,20,5,0.3,20,2,,,10,"3",,,1,160,1,4,21,1,2,1,"3",
"daac58b8bb954013b521755285b80f09",16,10,4,3500,2,2002,1,3,,,".",".",".",2,,,,4,2,,1,,1000000,3,15,14,14,14,2,30,30,0.3,10,1,2,"2000",10,"3","4",,2,160,1,4,23,2,,1,"2",
"daf60232d0954c49afc825b2af4147c6",16,10,4,200,2,2003,1,3,,,".",".",".",2,,,,2,2,,1,,500000,2,15,14,14,16,2,20,2,0.15,10,1,2,"200",10,"2","3",,1,80,1,4,23,1,1,1,"1",
"db1aebf959a749d5807563e0f5b4f2e9",15,16,,,,,,,,,,,,,,,,,,,,,,2,10,12,13,12,6,3,2,0.01,2,1,1,"24000",10,"1",,,1,80,2,2,22,1,3,1,"1",
"db23f2c673c64187a127d887d720d60a",10,10,1,10000,1,1995,2,96,1995,1,"2",,,2,,,,1,2,,1,,4000000,3,10,12,14,16,1,60,3,1,5,2,,,10,"7","8","9",1,100,2,2,23,2,,1,"2",
"db5fcf12ba6c407b8649d1d73f70a4e0",10,10,1,162,2,1985,1,3,,,".",".",".",2,,,,2,2,,1,,300000,3,15,14,14,15,,30,2,1,10,2,,,10,"4","5","6",1,55,1,4,23,2,,1,"6",
"db75bdb80a6f496fa1b125836376002c",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,15,16,14,16,2,60,1,1,5,2,,,10,"5","6",,1,80,2,2,22,2,,1,"2",
"db80b1c2b38143a5bde76ed4017b88b2",14,10,4,100,2,2014,1,3,,,".",".",".",2,,,,6,2,,1,,800000,1,15,16,14,14,2,10,2,0.2,3,2,,,10,"1",,,1,60,1,4,95,,,,"1",
"dba162b5ba0f4188b144056a4e2c5073",10,10,3,0.21,3,2016,1,3,,,".",".",".",2,,,,6,2,,1,,500000,2,10,12,14,14,1,120,50,4,15,1,2,"3000",10,"4","8","10",1,80,8,4,23,1,2,1,"4",
"dbab13d2c3ea492faf38958c4f25a8cf",15,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,6,8,10,0.3,5,1,1,"30000",10,"3",,,1,100,8,1,22,1,10,1,"4",
"dbb6bbcc31ad490c9062efc8b7e86f37",16,10,4,30,2,2004,1,3,,,".",".",".",2,,,,2,2,,1,,3000000,2,15,14,14,14,6,30,10,0.25,5,2,,,10,"2","6",,1,120,1,4,23,2,,1,"2",
"dbba47943bca429bb3dc3ca8a5e58d05",16,12,,,,,,,,,".",".",".",,,,,,,,,,,1,15,16,14,15,,15,45,0.2,2,2,,,14,".",".",".",1,20,1,4,23,2,,1,"1",
"dbdbc8f22d3c49e1bb245734c2d2ea8e",11,10,1,100,2,2000,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,3,10,96,14,16,1,15,3,0.1,10,2,,,10,"2","5",,1,60,1,4,23,2,,1,"2",
"dbf332a359ea4caa8f24440adf0ee13c",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,11,13,12,1,5,2,0.2,2,1,1,"12000",10,"1",,,1,20,2,2,22,1,6,1,"1",
"dc03196f9a3340c1bfa967d66381725b",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,14,14,1,50,10,2,20,2,,,10,"3","4","10",1,120,2,4,23,2,,1,"10",
"dc2283dedc044929b39fc5d4e569bd41",15,10,4,1200,3,1983,2,3,,,".",".",".",1,2,,,1,2,,1,,20000000,1,10,12,13,18,,,,,1.5,1,1,"9000",13,".",".",".",2,20,1,2,22,1,3,1,"1",
"dc56292511524581ba052ca8a629afb2",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,14,2,20,5,0.2,7.5,2,,,10,"1","2","3",1,70,1,4,95,,,,"2",
"dc596485bb9948f4bc208c3fa92db55b",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,15,16,14,15,,15,25,1,3,2,,,10,"1","2","4",1,40,8,2,23,1,2,1,"1",
"dc6af58c34764e76a5bcb901d1f7f7e8",10,10,3,0.12,2,1999,1,3,,,".",".",".",2,,,,5,2,,1,,400000,1,15,14,14,14,6,25,30,0.9,5,1,2,"1000",10,"1","2",,1,100,2,4,23,1,1,1,"1",
"dc7800d0ce5448d1b4ef146d88f7ec3c",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,14,14,6,15,15,0.25,2,1,2,"5000",10,"3","4",,1,60,1,2,22,1,6,1,"2",
"dc86adfa782045feb36fc67c6332bbb0",10,10,3,1.5,1,2010,2,3,,,".",".",".",2,,,,1,2,,1,,10000000,2,10,16,13,16,1,20,4,0.2,3,2,,,10,"2","4","7",1,40,2,2,23,1,2,1,"1",
"dc90accc69c04f2a9b84c995a01c1592",10,10,3,1.2,2,1969,2,3,,,,,,2,,,,2,2,,1,,5000000,2,10,16,14,15,,40,5,0.4,3,2,,,10,"2",,,1,20,1,4,23,2,,1,"2",
"dcafd15daee7466aa58308440e95762d",10,10,3,0.5,2,1966,1,3,,,".",".",".",2,,,,1,2,,1,,8000000,4,10,12,13,15,,15,5,0.5,10,2,,,11,".",".",".",1,80,1,2,22,2,,1,"1",
"dcc1218885e34942854f55264c44c4c8",10,10,4,1200,2,1972,2,3,,,".",".",".",1,1,,,6,2,,1,,10000000,1,10,16,14,15,,10,5,0.1,2,2,,,10,"2",,,1,20,2,2,23,2,,1,"2",
"dcd4cbd9f49a4162afb04bab49469cf7",10,10,1,100,1,1986,1,3,,,".",".",".",1,96,,,6,2,,1,,2000000,2,10,12,14,14,6,30,5,0.5,5,1,2,"1000",10,"1",,,2,80,2,4,23,1,2,1,"2",
"dcd7b89f1a6340ab83c5308f346022e1",16,10,1,120,2,1968,1,3,,,,,,2,,,,2,2,,1,,8000000,1,15,14,14,16,2,20,15,0.4,2,2,,,10,"1",,,1,40,2,4,23,1,2,1,"1",
"dcf05141ffab4d62a2883810a99266c6",10,10,1,35,1,1998,1,2,1998,2,,,,2,,,,2,2,,1,,2500000,3,10,16,14,20,,10,3,0.1,2,2,,,10,"4","5",,1,40,2,4,23,2,,1,"1",
"dcf55b7690154f1cb5bf1d3ae80830e5",16,10,4,4,1,2013,1,3,,,".",".",".",2,,,,1,2,,1,,200000,1,15,16,14,14,6,35,20,0.5,4,2,,,10,"1",,,1,40,1,4,95,,,,"1",
"dd0cfbd6c77641a9b57aa0c0b82ce395",16,10,4,6000,2,2008,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,2,15,14,14,14,2,10,0,0.2,20,2,,,10,"1","2","3",1,60,1,4,95,,,,"2",
"dd0d639d4a8b4067993cb3b92dbff5e6",16,10,3,0.6,2,1985,1,3,,,".",".",".",2,,,,1,2,,1,,3000000,2,15,14,14,14,6,35,10,0.5,1.5,2,,,11,".",".",".",1,40,1,4,23,1,2,1,"2",
"dd133336152d47638bcc70ac9d084f52",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,14,14,1,20,10,0.4,20,1,2,"2000",10,"2","3",,1,90,8,4,23,2,,1,"1",
"dd3b07ee7a2f4c87b38e6e4ed37ae7c8",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,11,13,12,2,3,2,0.01,3,1,1,"##N/A##",10,"1","2","4",1,2,8,2,22,1,16,1,"1",
"dd59912417bb45d6ae5396e8ec9fe62b",10,10,4,1600,2,1994,2,3,,,".",".",".",1,1,,,2,2,,1,,3000000,3,10,16,14,14,6,10,5,0.1,4,2,,,10,"3","4","5",1,40,8,4,22,2,,1,"4",
"dd5cf1499d0646c0a98355a1e150eb05",16,10,4,5000,1,2000,3,3,,,".",".",".",1,3,,,2,2,,1,,700000,1,15,16,14,17,6,30,10,0.5,4,2,,,10,"1","2",,1,60,1,5,23,1,2,1,"2",
"dd626a8fbaf54df09a91e17a2cac0ef7",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,13,12,6,30,5,0.3,10,1,1,"6000",10,"2","4","5",1,50,1,4,23,2,,3,"2",
"dd65af1287564544b42d67dee7c420d2",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,13,14,6,5,30,0.025,8,2,,,10,"2","5","6",2,60,1,4,22,1,3,2,"2",
"dd7c77b9123f4bf7a098874ef538023b",10,10,3,0.12,3,1995,96,3,,,".",".",".",2,,,,2,2,,1,,0,4,10,16,14,11,,,,,3,1,1,"25000",,".",".",".",,80,2,2,22,2,,1,"2",
"dd7e9c062d9a4778b784ab7d531f1acb",16,10,4,5000,1,2012,2,3,,,".",".",".",1,3,,,1,2,,1,,6000000,3,15,14,14,17,6,120,2,4.8,20,2,,,13,".",".",".",2,120,2,4,23,2,,1,"2",
"ddd50bd2f77142029ef279b74dba2fc7",10,12,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,96,16,96,60,2,1.6,3,2,,,10,"1",,,1,40,2,2,23,2,,1,"1",
"dde16fb17e1943e2ac8371b3a8cb380b",10,10,4,150,1,2009,2,3,,,".",".",".",1,96,,,2,2,,1,,4000000,1,10,16,14,15,,30,20,1,5,2,,,10,"2","3","4",1,60,2,4,23,1,8,1,"3",
"dde989ef228b41b8bde94def7afffcdd",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,15,,30,2,0.5,3,2,,,10,"1","2",,1,20,1,2,22,2,,1,"1",
"de11e4d8925d4fb688498a3c4b87cc2d",16,10,1,100,2,1994,1,3,,,,,,2,,,,6,2,,1,,500000,3,15,14,14,15,,20,2,0.5,10,2,,,10,"5","9",,1,80,1,4,23,2,,1,"1",
"de16b9665dfd45d5b6680b3bf0bc3920",10,10,4,5000,2,1993,2,3,,,,,,2,,,,2,2,,1,,8000000,3,10,16,14,15,,45,5,0.5,3,2,,,10,"4","5",,1,60,1,4,22,2,,1,"2",
"de9f5b97c79c424f90fda91d19272b6d",16,10,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,14,16,2,15,20,0.2,3,2,,,10,"2",,,1,60,1,4,23,1,2,1,"1",
"deb37ab20ead4589a7ce4519e08b3298",16,10,4,30,2,2000,1,3,,,".",".",".",2,,,,6,2,,1,,1000000,3,15,14,14,14,6,45,12,0.5,7,2,,,10,"2","4","10",1,120,1,4,23,1,1,1,"1",
"dec021836b8140fba14e782ca5ed80ba",10,10,1,72,1,2000,1,3,,,".",".",".",1,3,,,6,2,,1,,1000000,2,10,96,96,15,,15,8,0.5,3,2,,,10,"2","4","5",2,100,1,4,23,2,,1,"2",
"dee0f89311e34bd398cdd63ec6a7af25",10,10,3,0.5,2,2010,2,3,,,".",".",".",2,,,,2,2,,1,,9000000,2,10,16,14,15,,15,1,0.1,3,2,,,10,"2",,,1,60,2,2,22,2,,1,"2",
"df1cc459e7e3410ab5f6879b10c78b24",16,10,1,30,2,1994,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,2,15,14,14,16,,30,5,0.4,10,2,,,10,"4","6","7",1,60,1,4,23,1,3,1,"1",
"df2252eccbfb4ec4808becfcf966820f",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,6,5,2,0.1,5,2,,,10,"1","2",,1,60,8,4,22,1,8,1,"1",
"df837c1fa81f44449940495747a0f4cf",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,22,,,,,1.5,1,8,"5600",10,"1",,,1,20,8,8,22,1,2,3,"1",
"df9e286e37fe42e9bee1e63cebcf1cdc",15,12,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,11,,,,,3,1,1,"2000",,".",".",".",,40,2,8,22,1,10,1,"1",
"dfa5849c88624b4b93d75344729fcd60",10,12,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,15,,30,2,0.5,10,2,,,10,"2","4","5",1,80,8,2,22,1,1,2,"2",
"dfe6998bacc543368cc955f5795123d4",16,10,3,0.3,2,2017,1,3,,,".",".",".",2,,,,1,2,,1,,300000,1,15,16,14,14,6,120,20,4,5,2,,,10,"2",,,1,20,2,4,95,,,,"1",
"dff2384f85c64450851486f279d27040",10,10,1,5000,2,2003,2,2,1975,2,,,,2,,,,1,2,,1,,3000000,1,10,16,14,16,1,20,2,0.3,3,2,,,10,"4","5","6",1,90,2,2,23,2,,1,"1",
"e007e8a0e65e49ce94ae0c1eabf61008",10,10,4,2400,1,2016,2,96,2016,1,"1","2",,2,,,,2,2,,1,,2000000,3,10,12,10,12,6,8,4,0.1,30,1,1,"30000",10,"5","7","10",2,1000,2,4,23,1,2,1,"2",
"e0083ad3194c4bcf8ea38b0350f3f773",16,10,4,2500,2,2005,5,3,,,".",".",".",2,,,,1,2,,1,,1000000,3,15,16,14,16,6,60,5,1.6,5,2,,,10,"3","7",,1,80,8,2,23,2,,1,"2",
"e01e5c42078446a8a46d9424574f054e",10,10,4,3000,3,2016,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,1,10,12,14,14,6,5,5,0.3,2,1,2,"5000",10,"1","2",,1,20,2,4,23,1,2,1,"1",
"e0512732c95543e29d14d72a8d5ba7f7",15,16,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,14,16,4,5,1,0.1,3,2,,,10,"3","4","5",1,60,2,2,22,2,,1,"1",
"e0567864040f4ef4b16a07373eab1b85",16,10,3,1,2,1990,1,3,,,".",".",".",2,,,,6,2,,1,,2000000,2,15,12,14,14,1,40,10,1,4,2,,,10,"4",,,1,60,2,4,95,,,,"1",
"e07960ca513542b48628f1806e5e7b08",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,3,10,2,0.2,3,1,1,"10000",10,"1",,,1,20,2,2,22,1,7,1,"1",
"e07bc322c4884559b4b8ca75c945dd3e",16,10,4,100,2,2014,1,3,,,".",".",".",2,,,,6,2,,1,,1000000,1,15,14,14,14,2,8,2,0.1,4,2,,,10,"1","2",,1,40,2,4,95,,,,"1",
"e0ea8986ed524b1a9823cfe0a79ca934",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,1,10,4,0.1,2,1,1,"15000",10,"1","4","6",1,40,1,2,21,1,9,2,"1",
"e1101617dd0c41c1b283f764b070e9ad",10,10,,,,,,,,,".",".",".",,,,,,,,,,,4,10,12,13,15,,5,2,0.1,2,2,,,10,"6",,,1,80,2,2,22,2,,1,"6",
"e11b57b8ce2a4b87ae920f6df3b40fb3",10,10,3,0.25,2,2013,1,3,,,".",".",".",2,,,,2,2,,1,,3000000,1,10,12,14,17,1,15,5,0.5,6,2,,,10,"1","2",,1,40,8,4,23,2,,1,"2",
"e131072393dd48058af3c4083d5a0cc3",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,13,12,6,2,1,0.02,6,1,1,"22400",10,"2","4","5",1,8,2,2,23,2,,2,"2",
"e13b4d9133d2430dbf9e3de390973c38",10,10,4,625,1,2004,1,3,,,".",".",".",1,96,,,1,2,,1,,5000000,1,10,12,13,16,96,5,2,0.1,1,2,,,13,".",".",".",1,20,1,2,23,2,,1,"1",
"e151a135a931476fad45590cf828f530",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,14,1,20,10,0.3,5,2,,,10,"1",,,1,20,1,2,22,1,5,1,"1",
"e166c98a16c14f8ea26cbadd8b41e880",10,10,1,60,1,2007,1,3,,,".",".",".",2,,,,6,2,,1,,4000000,3,10,16,96,20,,5,2,0.1,5,2,,,10,"2","5","6",1,100,1,2,23,2,,1,"2",
"e18f6a2cb3a14e879ec384c46e1a4b24",10,10,4,2500,1,1998,4,3,,,".",".",".",2,,,,2,2,,1,,4000000,2,10,12,13,16,1,45,10,0.5,5,2,,,10,"2","4","5",1,60,2,2,22,2,,2,"2",
"e1addb022746494a80fee20a38cd2e04",10,16,,,,,,,,,,,,,,,,,,,,,,3,10,12,16,10,,,,,5,1,1,"30000",,,,,,110,2,4,12,2,,3,"1",
"e1b3270679294fe086a9ff514f567f3d",10,10,1,50,2,2000,1,3,,,,,,2,,,,2,2,,1,,6000000,,10,12,13,14,96,30,10,1,20,1,2,"1000",10,"2","3","4",2,100,1,4,21,2,,1,"2",
"e1b4a006690c4557bb55a99846cb6255",16,10,4,100,2,1999,1,3,,,".",".",".",2,,,,2,2,,1,,2000000,2,15,14,14,14,1,20,10,0.1,7,2,,,10,"2","6",,1,100,1,4,23,2,,1,"1",
"e1b837530d26461aad887ee290bd3a41",10,10,4,1400,2,2015,2,3,,,".",".",".",2,,,,4,1,3,4,3,18000000,1,10,12,14,16,3,30,2,0.5,2,2,,,10,"1","2",,1,40,2,2,22,1,3,1,"1",
"e1c29cfcafa642d9b32b5fdf8b73e52a",16,10,4,2500,2,2008,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,3,15,14,14,14,2,90,20,2,15,2,,,10,"1","2",,1,160,1,4,95,,,,"1",
"e1c560eeec8a44db9bacd54384f303d2",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,14,12,6,25,5,1,3,2,,,10,"1","3",,2,60,2,4,23,2,,1,"1",
"e1c567a7ae264f14a3cbdbab543f5438",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,14,3,10,5,0.3,100,2,,,10,"2","5",,1,8,1,4,22,2,,2,"2",
"e1c8ac42f5664fc9bf58c4c280d54b03",16,10,3,0.02,2,2000,2,3,,,".",".",".",2,,,,5,2,,1,,500000,1,15,16,14,16,1,10,5,0.2,2.5,2,,,10,"6",,,1,40,2,4,23,2,,1,"1",
"e2013aac5b524a18a19b18e149a3833c",10,10,3,0.25,2,1995,1,3,,,,,,2,,,,6,2,,1,,5000000,1,10,12,14,14,96,10,15,0.2,5,2,,,10,"1","2",,1,40,1,4,22,2,,1,"2",
"e213fc6fe4c84b7fb888fd3c4e554cce",16,10,3,10,2,2015,2,3,,,".",".",".",2,,,,2,2,,1,,10000000,1,15,14,14,14,6,30,10,1,10,1,2,"1000",10,"1","2",,1,80,2,4,95,,,,"1",
"e2242b1b51574172bc40d1f5a3ff76d5",11,16,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,11,,,,,3,1,1,"11200",,".",".",".",,40,1,1,22,1,4,3,"1",
"e23a93ebb6464f189985afe1689f4c2d",10,10,4,1000,1,1991,2,3,,,".",".",".",1,96,,,2,2,,1,,3500000,2,10,12,14,14,6,20,15,1,5,2,,,10,"2","7","8",1,100,2,4,95,,,,"2",
"e2414d8e3499478d9b5e39b9396c02bf",16,10,4,60,3,2003,1,3,,,".",".",".",2,,,,2,2,,1,,,3,15,16,14,14,6,30,10,0.8,10,1,2,"1000",10,"1","2","3",1,80,1,4,23,2,,1,"1",
"e248935b902247b4896b90baab465344",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"e2566b933e73447baa3dc30ee28ed2bd",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,14,15,,60,10,2,5,2,,,10,"1","2","5",1,4,1,4,23,2,,1,"1",
"e265214e5afd4a3a89ef8be8c09be926",10,10,4,0.1,2,2018,1,3,,,".",".",".",1,1,,,2,1,2,1,,2500000,2,10,12,14,14,6,6,10,0.1,5,1,2,"500",10,"3","4","7",1,60,1,3,23,2,,3,"4",
"e27e58e97ccb4c6d9fdcc44e9f188179",16,10,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,14,15,,15,10,0.3,3,2,,,10,"3","4",,1,40,2,4,95,,,,,
"e29b9474331b4519af19406881a28279",10,10,1,0.25,2,1987,1,3,,,".",".",".",2,,,,2,2,,1,,500000,1,15,17,14,14,2,20,60,0.4,6,1,2,"1000",10,"1",,,1,60,2,4,23,1,3,1,"1",
"e2e83a80956e4ab1af3fe81a56f8f8a8",10,10,4,3500,1,2006,2,3,,,".",".",".",1,96,,,1,2,,1,,5000,3,10,12,13,11,,,,,4,1,1,"15000",,".",".",".",,80,1,1,22,2,,1,"2",
"e324531fdb304adda51bf00d933d0fc8",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,14,12,1,15,3,0.5,3,1,1,"2400",10,"2",,,1,40,1,4,23,1,2,1,"2",
