"hhid","PID","s8q02","s8q03","s8q04","s8q06","s8q08","s8q10","s8q12","s8q14","s8q15","s8q16","s8q17ab","s8q17","s8q18","s8q19a","h8q19b_oneDigit","h8q19b_twoDigit","h8q19b_threeDigit","h8q19b_fourDigit","h8q19b_superConfirm","s8q20a","h8q20b_oneDigit","h8q20b_twoDigit","h8q20b_threeDigit","h8q20b_fourDigit","h8q20b_superConfirm","s8q22","s8q22_1","s8q23","s8q24","s8q68","s8q26","s8q27","s8q69","s8q29","s8q30","s8q30b","s8q32","s8q33","s8q70","s8q71","s8q35","s8q72","s8q37","s8q38a","h8q38b_oneDigit","h8q38b_twoDigit","h8q38b_threeDigit","h8q38b_fourDigit","s8q39a","h8q39b_oneDigit","h8q39b_twoDigit","h8q39b_threeDigit","h8q39b_fourDigit","s8q41","s8q42","s8q73","s8q36a","s8q36b","s8q36c","s8q36d","s8q36e","s8q36f","s8q36g","s8q43a","s8q43b","s8q43c","s8q43d","s8q43e","s8q43f","s8q43g","s8q46","s8q77","s8q31a","s8q31c","s8q78","s8q31d1","s8q31d2","s8q79","s8q45b","s8q45c","s8q80","s8q45d1","s8q45d2","s8q100a","s8q100b","s8q100c","h8q101b_oneDigit","h8q101b_twoDigit","h8q101b_threeDigit","h8q101b_fourDigit","s8q101a","s8q101d"
"5e8f1025454b462fb3cc2252d243e5c2",3,2,7,2,1,2,2,2,1,2,,,,,"selling charcoal",5,51,516,5169,1,"selling charcoal",71111,47,479,4799,1,3,,,,,,,,,,,2,2,1,1,7,1,2,,,,,,,,,,,,,,7,8,8,7,8,7,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e8f1025454b462fb3cc2252d243e5c2",4,1,,2,1,2,2,2,1,2,,,,,"barber shop",5,51,514,5141,1,"barber shop",191111,96,960,9609,1,3,,,,,,,,,,,2,2,1,1,7,7,2,,,,,,,,,,,,,,0,6,7,6,6,6,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5e8f1025454b462fb3cc2252d243e5c2",5,1,,2,1,2,2,2,1,2,,,,,"making bricks",7,71,711,7112,1,"brick laying",31111,23,239,2392,1,3,,,,,,,,,,,2,2,1,1,7,2,2,,,,,,,,,,,,,,0,6,6,7,6,6,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"5e8f1025454b462fb3cc2252d243e5c2",6,1,,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,19
"5e8f1025454b462fb3cc2252d243e5c2",7,1,,2,2,2,2,2,2,2,2,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,19
"5e9b65cb627c420eaf4fd79f57eef14d",1,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP FARMER AND ANIMAL FARMING",6,63,631,6310,1,"SUBSISTENCE CROP FARMING AND ANIMAL FARMING",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,4,3,3,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e9b65cb627c420eaf4fd79f57eef14d",2,2,1,1,2,2,2,2,1,2,,,,,"CROP FARM LABOURER",9,92,921,9211,1,"SUBSISTENCE CROP FARMING LABORER",11111,1,11222,119,1,1,,2,2,2,2,2,1,,8,2,,,,,7,5,2,,,,,,,,,,,,,,0,8,8,8,0,0,0,,,,,,,,2,3,,,100000,2,,,,,,,,,,,,,,,,
"5e9b65cb627c420eaf4fd79f57eef14d",3,2,1,2,2,2,2,2,2,2,2,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,96
"5e9b65cb627c420eaf4fd79f57eef14d",4,2,1,1,2,2,2,2,1,2,,,,,"KEEPS CATTLE FOR ANOTHER HOUSEHOLD FOR PAY",9,92,921,9212,1,"ANIMAL  REARING",11111,1,14222,141,1,1,,2,2,2,2,2,2,5,7,4,,,,,7,3,2,,,,,,,,,,,,,,8,11,11,11,11,11,11,,,,,,,,4,4,,,0,,,,,,,,,,,,,,,,,
"5e9b65cb627c420eaf4fd79f57eef14d",5,2,1,1,2,2,2,2,1,2,,,,,"CROP FARM LABOURER",9,92,921,9211,1,"SUBSISTENCE CROP FARMING",11111,1,11222,112,1,1,,2,2,2,2,2,2,3,1,4,,,,,7,5,2,,,,,,,,,,,,,,12,12,12,12,12,12,12,,,,,,,,4,1,20000,96,,5,,,,,,,,,,,,,,,,
"5e9b65cb627c420eaf4fd79f57eef14d",6,1,,1,2,2,2,1,1,2,,,,,"CROP FARM LABOURER",9,92,921,9211,1,"SUBSISTENCE CROP FARMING GROWING MILLET",11111,1,11222,111,1,1,,2,2,2,2,2,2,1,1,1,,,,,7,5,1,"SUBSISTENCE CROP FARMER",6,63,633,6330,"SUBSISTENCE MIXED CROP AND ANIMAL FARMING",11111,1,15222,150,6,7,5,0,6,6,6,0,0,0,0,0,0,0,4,4,4,3,96,,,20000,1,6,,,,,,,,,,,,,,,
"5ecb5a1f88f8468e9cf84db23afd0785",1,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,634,6340,1,"SUBSISTENCE FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,5,5,8,8,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5ecb5a1f88f8468e9cf84db23afd0785",2,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,633,6330,1,"SUBSISTENCE FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,5,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5ecb5a1f88f8468e9cf84db23afd0785",3,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,633,6330,1,"SUBSISTENCE FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,0,0,3,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5ecb5a1f88f8468e9cf84db23afd0785",5,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,633,6330,1,"SUBSISTENCE FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,0,0,4,4,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5ed26be245584f4cbe85ac259c5db158",1,1,,2,2,2,2,2,2,2,2,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,20
"5eda5fe613e34e9890ba7d1e4aa655e4",1,1,,2,2,2,2,1,1,2,,,,,"GROWING FOODCROPS",6,63,631,6310,1,"WEEDING CROPS LIKE CASSAVA",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5ee0b80d645a49f297f9f08261dc816a",1,1,,1,2,2,2,2,1,2,,,,,"PROGRAM OFFICER",1,12,112,1120,1,"NATURAL RESOURCES GOVERNANCE",141111,82,821,8211,1,1,,1,1,1,1,1,2,5,12,4,,,,,6,4,2,,,,,,,,,,,,,,0,8,8,8,8,8,0,,,,,,,,4,1,4000000,4,,1,,,,,,,,,,,,,,,,
"5ee0b80d645a49f297f9f08261dc816a",2,1,,2,2,2,2,2,2,2,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,12,121,1219,,10
"5ee0b80d645a49f297f9f08261dc816a",4,1,,1,2,2,2,2,1,2,,,,,"DOMESTIC WORKER",9,91,911,9111,1,"DOMESTIC WORKER",191111,96,960,9609,1,1,,2,2,2,2,2,1,,3,4,,,,,7,1,2,,,,,,,,,,,,,,10,10,10,10,10,10,10,,,,,,,,4,1,50000,4,,4,,,,,,,,,,,,,,,,
"5ee6ba3c6a2a4e69a7d31bbb161eae05",1,2,2,2,2,2,2,2,2,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,96
"5ee6ba3c6a2a4e69a7d31bbb161eae05",2,1,,2,1,2,2,2,1,2,,,,,"selling clothes and shoes",9,95,951,9510,1,"RETAIL TRADE",71111,47,477,4771,1,3,,,,,,,,,,,2,2,1,2,5,4,2,,,,,,,,,,,,,,5,10,10,10,10,8,10,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5ef5d94ba15045b79d5e9a9e42a62d29",1,1,,2,2,2,2,1,1,1,,,,,"Subsistence farming",6,63,631,6310,1,"Digging to plant beans",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,6,6,6,6,6,0,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5ef5d94ba15045b79d5e9a9e42a62d29",2,1,,2,2,2,2,1,1,1,,,,,"Subsistence farming",6,63,631,6310,1,"digging,weeding cassava",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,6,6,9,9,9,0,9,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5ef5d94ba15045b79d5e9a9e42a62d29",3,2,2,2,2,2,2,1,1,1,,,,,"Subsistence farming",6,63,631,6310,1,"digging beans",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,3,4,3,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5ef5d94ba15045b79d5e9a9e42a62d29",4,2,2,2,2,2,1,2,1,1,,,,,"Subsistence farming",6,63,631,6310,1,"Weeding cassava",11111,1,11222,113,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5ef5d94ba15045b79d5e9a9e42a62d29",5,2,2,2,2,2,2,2,2,1,,,,,"Subsistence farming",6,63,631,6310,1,"Weeding cassava",11111,1,11222,113,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5ef5d94ba15045b79d5e9a9e42a62d29",6,1,,2,2,2,2,1,1,1,,,,,"Subsistence farming",6,63,631,6310,1,"Weeding maize",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,3,0,0,0,0,0,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5ef5d94ba15045b79d5e9a9e42a62d29",7,2,2,2,2,2,2,1,1,1,,,,,"digging to plant beans",6,63,631,6310,1,"digging",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,2,0,0,0,0,0,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5ef5d94ba15045b79d5e9a9e42a62d29",8,1,,2,2,2,2,1,1,1,,,,,"Subsistence farming",6,63,631,6310,1,"weeding maize",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,2,0,0,0,0,0,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5f009fa909694fed9d9b761769e74b87",1,1,,2,1,2,2,2,1,2,,,,,"TAILOR",7,75,753,7531,1,"TAILORING OF REPAIRING CLOTHES",191111,95,952,9529,1,3,,,,,,,,,,,2,2,1,2,5,1,2,,,,,,,,,,,,,,10,10,10,10,10,10,10,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f009fa909694fed9d9b761769e74b87",2,1,,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"5f05bb371069490688ff1ad4a7940146",1,1,,2,2,2,2,2,2,2,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11
"5f05bb371069490688ff1ad4a7940146",2,1,,2,1,2,2,2,1,2,,,,,"distilling waragi",5,51,516,5169,1,"distilling local WARAGI",31111,11,110,1101,1,3,,,,,,,,,,,2,2,1,2,7,1,2,,,,,,,,,,,,,,0,8,8,8,8,8,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5f08bbbd7d5941f3b0a9b8dde475c055",1,1,,2,2,2,2,1,1,2,,,,,"MIXED FARMING",6,61,613,6130,1,"MIXED FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,4,4,4,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f08bbbd7d5941f3b0a9b8dde475c055",2,1,,2,2,2,2,1,1,2,,,,,"MIXED FARMING",6,61,613,6130,1,"MIXED FARMING",11111,1,15222,150,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,4,0,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f08bbbd7d5941f3b0a9b8dde475c055",3,2,1,2,2,2,2,2,2,2,1,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,18
"5f08bbbd7d5941f3b0a9b8dde475c055",4,2,1,2,2,2,2,2,2,2,1,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,18
"5f0f3440dce64304adae6320591f97b2",1,2,7,2,2,2,2,1,1,2,,,,,"CULTIVATING CROPS",6,63,631,6310,1,"PLANTING BEANS",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,3,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f0f3440dce64304adae6320591f97b2",2,1,,2,2,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,15
"5f0f3440dce64304adae6320591f97b2",5,2,1,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5f0f3440dce64304adae6320591f97b2",6,2,2,2,2,2,2,1,1,2,,,,,"CULTIVATING CROPS",6,63,631,6310,1,"Planting Beans",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f0f3440dce64304adae6320591f97b2",7,2,2,2,2,2,2,1,1,2,,,,,"CULTIVATING CROPS",6,63,631,6310,1,"Planting beans",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f0f3440dce64304adae6320591f97b2",8,2,2,2,2,2,2,1,1,2,,,,,"CULTIVATING CROPS",6,63,631,6310,1,"PLANTING BEANS",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f18649c360345fd83b757426fa37c9f",1,1,,1,2,2,2,1,1,2,,,,,"PRIMARY SCHOOL TEACHER",2,23,234,2341,1,"PRIMARY SCHOOL",161111,85,851,8510,1,1,,2,2,2,2,1,1,,12,4,,,,,5,4,1,"SUBSISTENCE FARMER",6,63,631,6310,"GROWING SORGHUM",11111,1,11222,111,6,7,1,0,0,0,0,0,0,0,0,4,4,0,4,4,0,1,1,80000,4,,1,,,,,,,,,,,,,,,,
"5f18649c360345fd83b757426fa37c9f",2,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,631,6310,1,"GROWING SORGHUM",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,2,3,3,3,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f18649c360345fd83b757426fa37c9f",3,2,1,2,2,2,2,1,1,2,,,,,"REARING ANIMALS",6,61,612,6121,1,"RAISING BULLS",11111,1,14222,141,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,5,6,5,5,3,5,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f18649c360345fd83b757426fa37c9f",4,2,1,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,631,6310,1,"GROWING SORGHUM",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,2,3,3,2,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f1913a90002459e99d5b2a2e999f71b",1,1,,1,2,2,2,2,1,2,,,,,"House buildier",7,71,711,7111,1,"Construction of the house",61111,41,410,4100,1,1,,2,2,2,2,2,1,,12,4,,,,,7,6,2,,,,,,,,,,,,,,0,10,10,10,10,10,0,,,,,,,,4,1,25000,2,,1,,,,,,,,,,,,,,,,
"5f2ba89b5c81476581d875475ae4a505",1,2,2,2,2,2,2,2,2,2,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11
"5f2ba89b5c81476581d875475ae4a505",2,1,,2,2,2,2,1,1,2,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like beans and Maize and Rares goats",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,3,3,3,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f2ba89b5c81476581d875475ae4a505",3,2,2,2,2,2,2,1,1,2,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like beans and Maize and Rares goats",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,3,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f2ba89b5c81476581d875475ae4a505",5,2,2,2,2,2,2,1,1,2,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like beans and Cassava and Rares goats",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,3,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f2ba89b5c81476581d875475ae4a505",9,2,2,2,2,2,2,1,1,2,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like beans and Maize and Rares goats",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,3,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5f4b039ce2be46bd9d4740d4f7f4ec3a",1,1,,1,2,2,2,2,1,2,,,,,"ROOFING A HOUSE",9,93,931,9313,1,"CONSTRUCTION",61111,41,410,4100,1,1,,2,2,2,2,2,2,2,5,3,,,,,5,6,2,,,,,,,,,,,,,,0,12,12,12,12,12,12,,,,,,,,2,1,200000,3,,1,,,,,,,,,,,,,,,,
"5f4b039ce2be46bd9d4740d4f7f4ec3a",2,1,,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"5f5bb618deb144f5a34cbf39e1649465",1,1,,2,1,2,2,2,1,2,,,,,"BUYING AND SELLING SCRAPS (USED METALS)",5,52,524,5249,1,"SCRAP dealer",71111,46,466,4669,1,3,,,,,,,,,,,2,2,1,1,5,7,2,,,,,,,,,,,,,,0,6,6,6,6,3,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5f5bb618deb144f5a34cbf39e1649465",2,2,1,1,2,2,2,2,1,2,,,,,"BODA BOLA RIDER",8,83,831,8321,1,"transportation",81111,49,492,4922,1,1,,2,2,2,2,2,1,,5,4,,,,,5,8,2,,,,,,,,,,,,,,12,12,12,12,12,12,12,,,,,,,,1,3,,,150000,2,,,,,,,,,,,,,,,,
"5f5bb618deb144f5a34cbf39e1649465",3,1,,2,1,2,2,2,1,2,,,,,"SELLER FOODSTUFFS",5,52,524,5249,1,"retail trade seller",71111,47,479,4799,1,3,,,,,,,,,,,2,2,1,2,5,7,2,,,,,,,,,,,,,,0,0,0,6,0,0,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5fb0bba525354c68a0b5a58b41c5ee26",1,2,2,2,2,2,2,1,1,2,,,,,"CHAPATI MAKER",5,52,521,5212,1,"FOOD",31111,10,107,1071,1,3,,,,,,,,,,,2,2,1,2,7,8,2,,,,,,,,,,,,,,0,6,6,6,7,6,8,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5fb0bba525354c68a0b5a58b41c5ee26",2,1,,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"5fb0bba525354c68a0b5a58b41c5ee26",3,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,18
"5fb0bba525354c68a0b5a58b41c5ee26",4,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5fb0bba525354c68a0b5a58b41c5ee26",5,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"5fb0bba525354c68a0b5a58b41c5ee26",6,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5fb6d1c3ec3d442a908f8897863fa69f",1,2,2,1,2,2,2,2,1,2,,,,,"BUILDING A HOUSE",7,71,711,7111,1,"CONSTRUCTION",61111,41,410,4100,1,1,,2,2,2,2,2,2,3,12,4,,,,,7,6,2,,,,,,,,,,,,,,6,13,12,12,10,12,13,,,,,,,,1,96,,,165000,1,,,,,,,,,,,,,,,,
"5fb6d1c3ec3d442a908f8897863fa69f",2,1,,2,2,2,2,2,2,1,,,,,"WEEDING CASSAVA",6,63,631,6310,1,"CROP FARMING",11111,1,11222,113,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5fc3f95ea2984675a6efec3ec6895d75",1,2,2,2,2,2,2,1,1,2,,,,,"REARING ANIMALS AND GROWING CASSAVA",6,63,633,6330,1,"GROWING CASSAVA",11111,1,11222,113,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,5,0,5,5,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5fc3f95ea2984675a6efec3ec6895d75",2,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,631,6310,1,"GROWING CASSAVA",11111,1,11222,113,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,4,4,4,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5fc3f95ea2984675a6efec3ec6895d75",3,2,2,2,2,2,2,2,2,2,2,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,96
"5fc3f95ea2984675a6efec3ec6895d75",4,2,2,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,631,6310,1,"GROWING CASSAVA",11111,1,11222,113,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,4,0,5,4,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5fc3f95ea2984675a6efec3ec6895d75",5,2,2,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER",6,63,631,6310,1,"GROWING CASSAVA",11111,1,11222,113,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5fc3f95ea2984675a6efec3ec6895d75",6,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5fc3f95ea2984675a6efec3ec6895d75",7,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5fc545f8e5084965b9cbe407a2600ee4",1,2,2,2,2,2,2,2,2,1,,,,,"WORKED AT A CONSTRUCTION SITE",7,71,711,7111,1,"WORKED AT A CONSTRUCTION SITE",61111,41,410,4100,1,1,,2,2,2,2,2,1,,3,4,,,,,7,6,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,1,10000,2,,1,,,,,,,,,,,,,,,,
"5fc545f8e5084965b9cbe407a2600ee4",2,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER GROWING GROUNDNUTS  AND OTHER CROPS",6,63,631,6310,1,"SUBSISTENCE FARMER GROWING GROUNDNUTS  AND OTHER CROPS",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,2,4,4,4,0,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5fc545f8e5084965b9cbe407a2600ee4",3,2,2,2,2,2,2,1,1,2,,,,,"SUBSISTENCE FARMER GROWING GROUNDNUTS AND OTHER CROPS",6,63,631,6310,1,"SUBSISTENCE FARMER GROWING GROUNDNUTS AND OTHER CROPS",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,2,2,2,3,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5fc545f8e5084965b9cbe407a2600ee4",4,2,2,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"5fd82aee8bc44937937e1d3bb92f2402",1,1,,1,2,2,2,2,1,1,,,,,"Causal laborer",9,92,921,9211,1,"Weeding cassava",11111,1,11222,113,1,1,,2,2,2,2,2,1,,7,3,,,,,7,5,2,,,,,,,,,,,,,,0,0,0,3,3,0,0,,,,,,,,1,1,5000,2,,1,,,,,,,,,,,,,,,,
