"hhid","PID","s8q02","s8q03","s8q04","s8q06","s8q08","s8q10","s8q12","s8q14","s8q15","s8q16","s8q17ab","s8q17","s8q18","s8q19a","h8q19b_oneDigit","h8q19b_twoDigit","h8q19b_threeDigit","h8q19b_fourDigit","h8q19b_superConfirm","s8q20a","h8q20b_oneDigit","h8q20b_twoDigit","h8q20b_threeDigit","h8q20b_fourDigit","h8q20b_superConfirm","s8q22","s8q22_1","s8q23","s8q24","s8q68","s8q26","s8q27","s8q69","s8q29","s8q30","s8q30b","s8q32","s8q33","s8q70","s8q71","s8q35","s8q72","s8q37","s8q38a","h8q38b_oneDigit","h8q38b_twoDigit","h8q38b_threeDigit","h8q38b_fourDigit","s8q39a","h8q39b_oneDigit","h8q39b_twoDigit","h8q39b_threeDigit","h8q39b_fourDigit","s8q41","s8q42","s8q73","s8q36a","s8q36b","s8q36c","s8q36d","s8q36e","s8q36f","s8q36g","s8q43a","s8q43b","s8q43c","s8q43d","s8q43e","s8q43f","s8q43g","s8q46","s8q77","s8q31a","s8q31c","s8q78","s8q31d1","s8q31d2","s8q79","s8q45b","s8q45c","s8q80","s8q45d1","s8q45d2","s8q100a","s8q100b","s8q100c","h8q101b_oneDigit","h8q101b_twoDigit","h8q101b_threeDigit","h8q101b_fourDigit","s8q101a","s8q101d"
"5d5b43c87f0c4e589f04ded44e73b324",2,1,,1,2,2,2,2,1,2,,,,,"WASHING PEOPLE'S CLOTHES AROUND THE VILLAGE",9,91,912,9121,1,"WASHING FOR PEOPLE CLOTHES",191111,96,960,9601,1,1,,2,2,2,2,2,1,,7,4,,,,,7,8,2,,,,,,,,,,,,,,2,5,0,0,4,0,3,,,,,,,,2,96,,,60000,2,,,,,,,,,,,,,,,,
"5d68cfcfbbfb41b3a880077dbef766dd",1,1,,2,2,2,2,1,1,2,,,,,"Subsistence crop farmer",6,63,631,6310,1,"Subsistence crop farming",11111,1,12222,129,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5d68cfcfbbfb41b3a880077dbef766dd",4,2,1,1,2,2,2,2,1,2,,,,,"BODA BODA RIDER",8,83,831,8321,1,"RIDING MOTORCYCLE",81111,49,492,4921,1,3,,,,,,,,,,,2,2,1,2,7,8,2,,,,,,,,,,,,,,0,12,12,12,12,12,12,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5d85ab9e38614958a4bea69e3d9f37d3",1,2,2,2,2,2,2,1,1,2,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like Cassava and Maize and Rares cows, goats and chicken",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,4,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5d85ab9e38614958a4bea69e3d9f37d3",2,1,,2,2,2,2,1,1,2,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like beans and Maize and Rares cows, goats and chicken",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,3,3,3,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5d85ab9e38614958a4bea69e3d9f37d3",3,2,2,2,2,2,2,2,2,2,2,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,96
"5d85ab9e38614958a4bea69e3d9f37d3",4,2,2,2,2,2,2,1,1,2,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like Cassava and Maize and Rares cows, goats and chicken",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,4,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5d85ab9e38614958a4bea69e3d9f37d3",5,2,2,2,2,1,2,2,1,1,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like beans and rice and Rares cows, goats and chicken",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5d85ab9e38614958a4bea69e3d9f37d3",6,2,2,2,2,2,2,2,2,1,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like Coffee and Cassava and Rares cows, goats and chicken",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5d85ab9e38614958a4bea69e3d9f37d3",7,2,2,2,2,2,2,2,2,1,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like Cassava and Maize and Rares cows, goats and chicken",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5d85ab9e38614958a4bea69e3d9f37d3",8,2,2,2,2,2,2,1,1,2,,,,,"Crop growing and livestock keeping",6,63,633,6330,1,"Grows crops like Cassava and Maize and Rares cows, goats and chicken",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5d95010e7fb44f7e8d9ce7ae819cba70",1,1,,2,2,2,2,1,1,2,,,,,"SUBSTANCE CROP FARMER",6,63,631,6310,1,"GROWING CROPS FOR HOME CONSUMPTION",11111,1,12222,129,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,0,0,6,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"5d95010e7fb44f7e8d9ce7ae819cba70",2,2,1,2,2,2,2,1,1,2,,,,,"SUBSTANCE FARMING",6,63,631,6310,1,"SUBSTANCE CROP FARMER",11111,1,12222,129,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,8,8,0,0,6,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
"5d9ecec6100948e58266de6414a782ca",1,1,,2,2,2,2,1,1,2,,,,,"CASUAL LABOURER",9,96,962,9629,1,"CLEARING THE ROAD",81111,49,492,4921,1,1,,2,2,2,2,2,1,,3,4,,,,,5,4,2,,,,,,,,,,,,,,0,8,8,8,8,8,0,,,,,,,,1,1,4000,2,,1,,,,,,,,,,,,,,,,
"5d9ecec6100948e58266de6414a782ca",2,2,1,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"5da4c95545554f0da9dc04a8b18b4719",1,1,,2,1,2,2,1,1,2,,,,,"Market oriented farmer",6,61,611,6111,1,"Growing of perennial crops",11111,1,12222,129,1,6,2,,,,,,,,,,,,,,,5,1,"Tailoring",7,75,753,7531,"Tailoring",31111,13,131,1313,3,5,2,0,5,4,4,5,5,5,3,2,1,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,
"5da4c95545554f0da9dc04a8b18b4719",2,2,1,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5da4c95545554f0da9dc04a8b18b4719",3,2,1,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5da4c95545554f0da9dc04a8b18b4719",4,2,1,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5dc0193b8eb249df8e6d32b7cb1f2e30",1,2,3,1,2,2,2,2,1,2,,,,,"Agricultural casual labourer",9,92,921,9211,1,"Subsistence crop farming",11111,1,12222,129,1,1,,2,2,2,2,2,1,,12,4,,,,,7,5,2,,,,,,,,,,,,,,0,6,6,6,0,6,0,,,,,,,,4,1,5000,2,,1,,,,,,,,,,,,,,,,
"5dc0193b8eb249df8e6d32b7cb1f2e30",2,2,3,2,2,2,2,1,1,2,,,,,"Subsistence crop farmer",6,63,631,6310,1,"Subsistence crop farming",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5dc0193b8eb249df8e6d32b7cb1f2e30",3,1,,1,2,2,2,2,1,2,,,,,"Agricultural casual labourer",9,92,921,9211,1,"Subsistence crop farming",11111,1,12222,129,1,1,,2,2,2,2,2,1,,10,4,,,,,7,5,2,,,,,,,,,,,,,,0,6,6,6,6,0,0,,,,,,,,4,1,5000,1,,5,,,,,,,,,,,,,,,,
"5dc0193b8eb249df8e6d32b7cb1f2e30",4,2,2,2,2,2,2,1,1,2,,,,,"Subsistence crop farmer",6,63,631,6310,1,"Subsistence crop farming",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,5,5,5,5,0,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5dc0193b8eb249df8e6d32b7cb1f2e30",5,2,2,1,2,2,2,2,1,2,,,,,"Agricultural casual labourer",9,92,921,9212,1,"KEEPING OF ANIMALS",11111,1,14222,141,1,1,,2,2,2,2,2,1,,3,4,,,,,7,5,2,,,,,,,,,,,,,,12,12,12,12,12,12,12,,,,,,,,4,1,100000,4,,2,,,,,,,,,,,,,,,,
"5dc0193b8eb249df8e6d32b7cb1f2e30",6,2,2,1,2,2,2,2,1,2,,,,,"Agricultural casual labourer",9,92,921,9212,1,"KEEPING OF ANIMALS",11111,1,14222,141,1,1,,2,2,2,2,2,1,,2,4,,,,,7,5,2,,,,,,,,,,,,,,12,12,12,12,12,12,12,,,,,,,,4,1,80000,4,,6,,,,,,,,,,,,,,,,
"5dc0193b8eb249df8e6d32b7cb1f2e30",7,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5dc0193b8eb249df8e6d32b7cb1f2e30",8,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5dc3948458a4430889b165d796b79015",1,2,2,1,2,2,2,2,1,2,,,,,"PLUMBER",7,71,712,7126,1,"CONSTRUCTION",61111,43,432,4322,1,1,,2,2,2,2,2,1,,12,4,,,,,5,3,2,,,,,,,,,,,,,,9,9,9,9,9,9,9,,,,,,,,2,3,,,800000,1,,,,,,,,,,,,,,,,
"5dc3948458a4430889b165d796b79015",2,1,,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13
"5dc3948458a4430889b165d796b79015",3,1,,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5dc3948458a4430889b165d796b79015",4,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5dc3948458a4430889b165d796b79015",5,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5dc3948458a4430889b165d796b79015",6,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5dc3948458a4430889b165d796b79015",7,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5dc3948458a4430889b165d796b79015",8,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5de8b32ba84640c0afc629424a1284d7",1,2,3,2,2,2,2,1,1,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"MATOOKE, BEANS, MAIZE,",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,6,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5de8b32ba84640c0afc629424a1284d7",2,2,3,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"SWEATPOTATOES, IRISH POTATOES, MATOOKE",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,8,6,6,4,6,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5de8b32ba84640c0afc629424a1284d7",3,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"IRISH POTATOES, BEANS, MAIZE",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,8,8,5,8,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5de8b32ba84640c0afc629424a1284d7",4,2,3,2,2,2,2,1,1,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"MATOOKE, BEANS, SWEATPOTATOES",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5de8b32ba84640c0afc629424a1284d7",5,2,3,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"MATOOKE, BEANS",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5de8b32ba84640c0afc629424a1284d7",6,2,3,2,2,2,2,1,1,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"BEANS, MAIZE, CASSAVA",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,4,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5de8b32ba84640c0afc629424a1284d7",7,2,3,2,2,2,2,1,1,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"BEANS, MAIZE, CASSAVA",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5de8b32ba84640c0afc629424a1284d7",8,2,3,2,2,2,2,1,1,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"MATOOKE, BEANS, MAIZE",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5de8b32ba84640c0afc629424a1284d7",9,2,3,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5df60b4c679840e7b7afd202da9d5abe",1,2,2,2,1,2,2,2,1,2,,,,,"BODABODA RIDER",8,83,831,8321,1,"BODABODA RIDER",81111,49,492,4922,1,3,,,,,,,,,,,2,2,1,2,5,8,2,,,,,,,,,,,,,,0,0,5,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5df60b4c679840e7b7afd202da9d5abe",2,1,,2,2,2,2,2,2,1,,,,,"GROWING CROPS",6,63,631,6310,1,"GROWING FOODCROPS",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5df60b4c679840e7b7afd202da9d5abe",3,2,2,2,1,2,2,2,1,2,,,,,"BODABODA RIDER",8,83,831,8321,1,"TRANSPORTING PASSENGERS AND GOODS",81111,49,492,4922,1,4,,,,,,,,,,,2,2,1,2,5,8,2,,,,,,,,,,,,,,0,0,6,6,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5df60b4c679840e7b7afd202da9d5abe",4,2,2,2,2,2,2,2,2,1,,,,,"GROWING FOODCROPS",6,63,631,6310,1,"GROWING FOODCROPS",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5df60b4c679840e7b7afd202da9d5abe",5,2,1,2,2,2,2,2,2,1,,,,,"CROP GROWING AND FEEDING CATTLE",6,63,633,6330,1,"GROWING FOODCROPS AND REARING CATTLE",11111,1,15222,150,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5df60b4c679840e7b7afd202da9d5abe",6,2,2,2,2,2,2,2,2,1,,,,,"FEEDING GOATS",6,63,632,6320,1,"FEEDING GOATS",11111,1,14222,149,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5df60b4c679840e7b7afd202da9d5abe",7,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5e377c5d87ff442f912bb9f9e1c6a850",1,1,,1,2,2,2,2,1,2,,,,,"Tailoring",5,51,516,5169,1,"MANUFACTURING",31111,14,141222,1410,1,5,,,,,,,,,,,,,,,7,7,2,,,,,,,,,,,,,,6,5,6,6,6,6,8,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e377c5d87ff442f912bb9f9e1c6a850",2,2,1,2,2,2,2,2,2,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"PRODUCTION OF CROPS",11111,1,11222,111,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e377c5d87ff442f912bb9f9e1c6a850",3,2,1,2,2,2,2,2,2,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"PRODUCTION OF CROPS",11111,1,11222,119,1,6,3,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e377c5d87ff442f912bb9f9e1c6a850",4,2,1,2,2,2,2,2,2,1,,,,,"SUBSISTENCE CROP FARMER",6,63,631,6310,1,"PRODUCTION OF CROPS",11111,1,11222,119,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e3b2b1b7f7b48edacc71b49d577dc7c",1,1,,1,2,2,2,2,1,2,,,,,"CAR DEALER/AT A CAR BOND",5,52,524,5249,1,"CAR SALES",71111,45,451,4510,1,1,,2,2,2,2,2,1,,12,4,,,,,5,8,2,,,,,,,,,,,,,,8,9,6,8,8,4,9,,,,,,,,1,3,,,1500000,1,,,,,,,,,,,,,,,,
"5e4201154be84e5f8e1db067382c3f9a",1,2,2,1,2,2,2,2,1,2,,,,,"KEEPING SOMEONE ELSE'S HOME",9,96,962,9629,1,"TAKES CARE OF SOMEBODY'S HOUSE",191111,96,960,9609,1,1,,2,2,2,2,2,1,,12,4,,,,,7,3,2,,,,,,,,,,,,,,8,7,8,9,9,8,9,,,,,,,,8,1,150000,4,,1,,,,,,,,,,,,,,,,
"5e4201154be84e5f8e1db067382c3f9a",2,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP AND ANIMAL FARMER",6,63,633,6330,1,"SUBSISTENCE CROP FARMER GROWING MAIZE AND CASSAVA AND REARING ANIMALS LIKE CATTLE AND GOATS",11111,1,15222,150,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,3,4,3,3,0,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5e4201154be84e5f8e1db067382c3f9a",3,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP AND ANIMAL FARMER",6,63,633,6330,1,"SUBSISTENCE CROP FARMER GROWING MAIZE AND CASSAVA AND REARING ANIMALS LIKE CATTLE AND GOATS",11111,1,15222,150,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5e4201154be84e5f8e1db067382c3f9a",4,2,2,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP AND ANIMAL FARMER",6,63,633,6330,1,"SUBSISTENCE CROP FARMER GROWING MAIZE AND CASSAVA AND REARING ANIMALS LIKE CATTLE AND GOATS.",11111,1,15222,150,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,1,1,0,0,0,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
"5e4201154be84e5f8e1db067382c3f9a",5,2,2,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP AND ANIMAL FARMER",6,63,633,6330,1,"SUBSISTENCE CROP FARMER GROWING MAIZE AND CASSAVA AND REARING ANIMALS LIKE CATTLE AND GOATS.",11111,1,15222,150,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,0,0,0,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e4201154be84e5f8e1db067382c3f9a",6,2,2,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP AND ANIMAL FARMER",6,63,633,6330,1,"SUBSISTENCE CROP FARMER GROWING MAIZE AND CASSAVA AND REARING ANIMALS LIKE CATTLE AND GOATS.",11111,1,15222,150,1,6,4,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,1,1,2,0,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e4201154be84e5f8e1db067382c3f9a",7,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5e550f3224b14a169a53aa670490e07d",1,1,,2,2,2,2,1,1,2,,,,,"subsistence crops farmer",6,63,631,6310,1,"growing crops like maize",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,5,5,5,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e550f3224b14a169a53aa670490e07d",2,2,1,2,2,2,2,1,1,2,,,,,"subsistence crops farmer",6,63,631,6310,1,"growing non perennial crops",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,5,4,4,3,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5e550f3224b14a169a53aa670490e07d",3,2,1,2,2,2,2,1,1,2,,,,,"subsistence crops farmer",6,63,631,6310,1,"growing non perennial crops",11111,1,11222,119,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,4,4,4,0,4,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5e5b0339ba74466f864efb5a9ded7c3f",1,2,6,2,1,2,2,2,1,2,,,,,"WHOLESALE OF AGRICULTURAL PRODUCE",5,52,524,5249,1,"WHOLESALE OF AGRICULTURAL PRODUCE",71111,46,462,4620,1,3,,,,,,,,,,,2,2,1,1,5,8,2,,,,,,,,,,,,,,8,9,10,10,10,10,8,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
"5e5b0339ba74466f864efb5a9ded7c3f",6,1,,2,2,2,2,1,1,2,,,,,"COMMERCIAL CROP FARMER",6,61,611,6114,1,"COMMERCIAL CROP FARMER GROWING RICE MAIZE AND CASSAVA",11111,1,11222,112,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,0,3,0,2,0,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
"5e6c30c4feb842198343dfcb49e70b26",2,2,5,1,2,2,2,2,1,2,,,,,"Conductor",9,93,933,9331,2,"Transportating passengers",81111,49,492,4921,1,1,,2,2,2,2,2,1,,5,4,,,,,5,8,2,,,,,,,,,,,,,,13,13,0,0,13,13,13,,,,,,,,4,3,,,120000,2,,,,,,,,,,,,,,,,
"5e6c30c4feb842198343dfcb49e70b26",5,1,,1,2,2,2,1,1,2,,,,,"Subsistence crop farmer",6,63,631,6310,1,"Growing of annual crops",11111,1,11222,111,1,6,3,,,,,,,,,,,,,,,5,1,"Casual laborer in agriculture",9,92,921,9211,"growing of annual crops",11111,1,11222,111,1,7,5,0,3,3,5,5,0,3,0,0,3,2,2,2,0,4,,,,,,,3,,,60000,5,,,,,,,,,,
"5e818374e9e4488eb630f8ce5d79f078",1,2,3,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP FARMING",6,63,631,6310,1,"MATOOKE, BEANS, MAIZE",11111,1,11222,111,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,6,0,6,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e818374e9e4488eb630f8ce5d79f078",2,1,,2,2,2,2,1,1,2,,,,,"SUBSISTENCE CROP FARMING",6,63,631,6310,1,"MATOOKE, BEANS, MAIZE",11111,1,11222,111,1,6,2,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,0,6,6,8,6,6,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
"5e818374e9e4488eb630f8ce5d79f078",3,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5e818374e9e4488eb630f8ce5d79f078",4,2,2,2,2,2,2,2,2,2,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,12
"5e8f1025454b462fb3cc2252d243e5c2",1,2,7,2,2,2,2,2,2,2,2,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,10
"5e8f1025454b462fb3cc2252d243e5c2",2,2,7,2,2,2,2,2,2,2,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,18
