"t0_hhid","hhid","h9q03a__1","h9q03a__2","h9q03a__3","h9q03a__4","h9q03a__5","h9q03a__7","h9q03a__6","h9q11a","h9q12a","h9q13a","h9q14a","h9q15a","h9q16a"
"H0510501","c339d3125208446ab905d9c668bfc94b",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3080501","c3453f0ebfa3433283a20ae3a7981e39",0,0,0,0,0,0,0,2,2,2,,2,2
"H2110601","c345d13420494d31ae0cbca6f3abb32c",0,0,1,0,0,0,0,1,2,1,2,1,2
"H2451201","c34b6d37b3e44ec9bb4a4c8d08ad1de1",0,0,0,0,0,0,0,1,2,1,2,1,2
"H1200803","c358e16e89db4f0eb0a304faa6b8042c",0,0,0,0,0,0,0,2,2,2,,2,2
"H2000201","c35a81e4c7ee49d69e75ef3ad2e0c866",0,0,0,0,0,0,1,2,2,2,,2,2
"H3090901","c351f08d2d8a4e598e762f285a0ba5b0",0,0,0,0,0,0,0,2,1,2,,1,2
"H2870301","c3ccb34b90a64f629b4e4168aed97831",,,,,,,,,,,,,
"H2090901","c3ade863a5bf40cbab3782b204cf1c09",1,0,0,0,0,0,0,1,1,1,1,1,1
"H4020801","c3602283e0cc4113b8299396a568ebd4",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3070602","c3d4ec1df07743bab452593f8c9fda12",,,,,,,,,,,,,
"H0590905","c412f75803bc40d181f9463278dffcbf",,,,,,,,,,,,,
"48","c3cee3fba3c24a11b63feb05d92ff451",0,0,0,0,0,0,0,2,2,2,,2,2
"H3660501","c42b3ea080594d7e9f0a1aa242f56983",1,0,0,0,,0,0,2,2,2,,2,2
"H3840901","c44a9de112de43a0856c81fd5c448301",0,0,0,0,0,0,0,2,2,2,,2,2
"H2590801","c441efdab4164c80beee2c337d628edc",0,0,0,0,0,0,0,1,2,2,,2,2
"H2820201","c436df87513346a2b2e360b140d4a921",0,0,0,0,0,0,0,1,2,2,,2,2
"H3220902","c44dfb522789441ba130c0bc19057438",0,0,0,0,0,0,0,2,2,2,,2,2
"H0630202","c46b751f14f74d178e4a064366bf61ff",,,,,,,,,,,,,
"H1500301","c45ee3429a14419d90bcc5fc625a9c35",0,0,0,0,0,0,0,2,2,2,,2,2
"H3290101","c48dddb5b5494e63a88a969209da991e",,,,,,,,,,,,,
"H2170602","c49b7a7e891d490495adf0bd1d29b44f",0,0,0,0,0,0,0,2,2,2,,2,2
"H2141001","c478f896acc0427c8f9d187d9a2eb8a7",0,0,0,0,0,0,0,2,2,2,,2,2
"H1420601","c49c543ec58f43c0ae422638eb3587f1",0,0,0,0,0,0,0,2,2,2,,2,2
"H0011001","c50d3521c1914dd988baecc0dd56623b",0,0,0,0,0,0,0,1,2,1,2,1,2
"H1310502","c4d8aa1a98a9434e81101f58a0d1024f",0,0,0,0,0,0,0,2,2,2,,2,2
"H2940302","c5144bccec92485d8ead5eadde9bdcb7",0,0,0,0,0,0,0,2,2,2,,2,2
"H3600102","c52d606c36744c9d970ff70909b6dc4a",0,0,0,0,0,0,0,2,2,2,,2,2
"H3220301","c5466685dd6f435b9b48df20808643ce",0,0,0,0,0,0,0,2,2,2,,2,2
"H2420601","c5141a0bc2c940d4a5d47cec9ffcb31f",0,0,0,0,0,0,0,1,2,2,,2,2
"H1770803","c596832e4e644cdb832caf5338d447a0",0,0,0,0,0,0,0,2,2,2,,2,2
"H4080101","c58bc15d4b104e3dac5db4ae756ff438",0,0,0,0,0,0,0,1,2,2,,2,2
"H1290101","c598e83d23d748db84965945f8d1e702",0,0,0,0,0,0,0,1,2,1,2,2,2
"H1290901","c5633cb30b3c47e9b19834eeb8bc2b91",0,0,0,0,0,0,0,1,2,2,,2,2
"H2710301","c5a87622cde84e76a74235015b0361a7",0,0,0,0,0,0,0,2,2,2,,2,2
"H1080201","c59e62eb588d4f2499b0c98769c7b669",0,0,0,0,0,0,0,2,2,2,,2,2
"H2310601","c5bfd88067934e1bb0899b1e124bd94d",0,0,0,0,0,0,0,2,2,2,,2,2
"H3040801","c5d287068a3a4fbda7c9a96c8d13b958",0,0,0,0,0,0,0,2,2,2,,2,2
"H2390401","c60cb96a9a7f40bb9afd6ab84e249820",0,0,0,0,0,0,0,1,2,1,2,2,2
"H4220201","c62704aad7084bb497119f82dd5645c5",0,0,0,0,0,0,0,2,2,2,,2,2
"H2481102","c614df9e8822411da97d99069e1a02e1",0,0,0,0,0,0,1,2,2,2,,2,2
"H2020701","c6aed9d96e224fe5bc15475578f996e9",0,0,0,0,0,0,0,1,2,2,,2,2
"H3910101","c6c0a56556a8404292177d7199e8e713",0,0,0,0,0,0,0,2,2,2,,2,2
"H3190901","c6c6d1d523a746fc9e8695686c54d900",0,0,0,0,0,0,0,2,2,2,,2,2
"H3190701","c6be0c2d620f4dd8ae6c3393d2effb6a",0,0,0,0,0,0,0,2,2,2,,2,2
"H2090501","c70c50985e5245ac9ee8004bfe816acc",0,0,0,0,0,0,0,1,2,2,,2,2
"H1310901","c70ce8db5cfe42fbb65d660d3d317226",0,0,0,0,0,0,0,2,2,2,,2,2
"H0530301","c6dbcb9b48d94bd4b43455fe87b9fca1",1,0,0,0,0,0,0,1,1,1,2,1,2
"H0741001","c76275a9f33b4b8a8a0c01199766a231",,,,,,,,,,,,,
"H2850504","c773f9c98b32445dbf31cfd1e093e337",,,,,,,,,,,,,
"H1950701","c73ae1f0f3274625b5a520781318a368",0,0,0,0,0,0,0,2,2,2,,2,2
"H4011001","c78518e77dc341cb9bfef66792af3b0c",0,0,0,0,0,,,1,2,1,2,2,2
"H4250901","c7c2c0178dc64d17b62f91b72fbfcc27",0,0,0,0,0,0,0,2,2,2,,2,2
"H3810701","c7eeb2fba7614e51ab730173a3ca3b3b",0,0,0,0,0,0,0,2,2,1,2,2,2
"H2640603","c80d7d761ade4da59a13e8a0802241c8",0,0,0,0,0,0,0,2,2,2,,2,2
"H2460401","c818b8c0921c4c83a5c2a4164b756e72",0,0,0,0,0,0,0,2,2,2,,2,2
"H2590101","c814f0b6316245bb9b05fb2ee6b91ab3",1,,,,,,,1,1,2,,2,2
"H1760501","c8164e20b43d4d00bb7f07a6e8191dda",0,0,0,0,0,0,0,1,2,1,2,2,2
"H1090903","c841a9c85cc04bb28c362171bba743f3",,,,,,,,,,,,,
"H2090801","c81f241783834a5aa9b87871fcff5038",0,0,0,0,0,0,0,2,2,2,,2,2
"H2990101","c84330cdf7c64af4b6cacd9f986902c3",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2310901","c83b2601e74943f99e2426d840f5f643",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2330302","c863514feaab40b7b5f3b7da261ebc6b",0,0,0,0,0,0,0,2,2,2,,2,2
"H1490601","c860f0968a854994a46dbadc329d05c2",0,0,0,0,0,0,0,1,2,1,2,1,2
"H1660601","c880ec0e77614ff49749dd4fb38ca183",0,0,0,0,0,0,0,1,2,1,2,1,2
"H4090401","c84b673ff1804b62a4766dcfffa77d48",0,0,0,0,0,0,0,2,2,2,,2,2
"H1880901","c8d8daaf72624693929ff0a7fb654560",0,0,0,0,0,0,0,2,2,2,,2,2
"H3940901","c8f8d39549074f5fbd129bb9f2a5d45a",0,0,0,0,0,0,0,1,2,1,2,1,2
"H3000601","c9088632548449a5acaf80709ef8f2bb",0,0,0,0,0,0,0,1,1,2,,2,2
"H3830301","c91af3c79a884e65ac0b1d3b7942891b",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3220601","c925c2152d8b44d2b53815fd358939cf",0,0,0,0,0,0,0,2,2,2,,2,2
"H2570301","c931ce855f434b2fa9ca9ec5a91376a6",0,0,0,0,0,0,0,2,2,2,,2,2
"H4170601","c933843854be4de5a1ea85569fed2ac6",,,,,,,,,,,,,
"H3750401","c927f2433a734160bbe951e76a75048c",0,0,0,0,0,0,0,2,2,1,2,2,2
"H4280301","c949214171fa45f18e21f25965ef5670",0,0,0,0,0,0,0,2,2,2,,2,2
"H3510901","c9485f1b744544a7b2567219069967e0",0,0,0,0,0,0,0,1,1,1,1,1,1
"H4280101","c93eba34e249471db03d654d87b0af66",0,0,0,0,0,0,0,1,2,2,,2,2
"H1630201","c984f4ff8323492bb3d8f04ccbec1b69",0,0,0,0,0,0,0,2,2,2,,2,2
"H1000701","c94a6254ad98458ca1a582f5af587628",1,0,0,0,0,0,1,1,1,1,1,1,1
"H2951101","c9b9d96524894aefb05713e0e4f3f53c",0,0,0,0,0,0,0,2,2,2,,2,2
"H2610801","c9ed3eaf96d747c5a7e7d3876c584f43",0,0,0,0,0,0,0,2,2,2,,2,2
"H1320503","c9c2f90528b14c858eebeb3d15b488f0",0,0,0,0,0,0,0,1,2,2,,2,2
"H3641001","c9d31361da1840bfa0115cb3dfcc790f",0,0,0,0,0,0,0,2,2,2,,2,2
"H3571001","ca27634e05284b878a94b1c7a128ba47",0,0,0,0,0,0,0,2,2,2,,2,2
"H2381001","ca05761b0c30483694a7b10997b27859",0,0,0,0,0,0,0,2,2,2,,2,2
"H1700601","ca4e4c1afc414b32bcda92991a67357b",0,0,0,0,0,0,0,2,2,2,,2,2
"H2000501","ca4f215fd24440afa1bcd35799ca0d5a",0,0,0,0,0,0,0,1,2,2,,2,2
"H1920503","caa22db6c88f4defaa990991aef06f1b",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2620106","cab394eace1b4b6cb7d4796fd807d331",0,0,0,0,0,0,0,2,2,2,,2,2
"H1820302","cae8e675f18340cfabe4d997b191e9b7",0,0,0,0,0,0,0,2,2,2,,2,2
"H3500601","ca99843df1df4881919346583b4c5d5e",0,0,0,0,0,0,0,2,2,2,,2,2
"H2660502","caea67c62e68431f9926b1d0e92c7858",0,0,0,0,0,0,0,1,2,1,2,2,2
"H4080501","cb51943f6f234b808dd6bf9bcb4b2d2e",0,0,0,0,0,0,0,2,2,2,,2,2
"H3810801","cb5bbd11830544ba859bf340e67712f3",0,0,0,0,0,0,0,2,2,2,,2,2
"H2110201","cb95e95616fc4a6cb895439b10f6663a",0,0,0,0,0,0,0,1,2,1,2,1,2
"H2211001","cc04d4e6937a4c39802e47de448bf273",0,0,0,0,0,0,0,2,2,2,,2,2
"H2360702","cc94f58dbdb84810821f280f51162044",1,0,1,0,0,0,0,1,1,1,2,1,1
"H1680402","cc0bf7df63eb4972bf9d65f3c705a37a",0,0,0,0,0,0,0,2,2,2,,2,2
"H0730601","cc6946e73a5a409cabfd34360dca3ce2",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3650402","cd12c32dda2149aa9eb9b97625aa4b69",,,,,,,,,,,,,
"H2050701","ccad680b64a841be8ddab47eefd96eb2",,,,,,,,,,,,,
"H1080601","ccc6f383151942d08e84ab6b223fb2e0",0,0,0,0,0,0,0,2,2,2,,2,2
"H1970801","ccae2b084ee0452ea8479490f46a66e1",0,0,0,0,0,0,0,1,2,1,2,1,2
"H4130301","cd35f98f0f144c54a364480fb5944962",0,0,0,0,0,0,0,1,1,2,,2,2
"H1530801","cd57c9d1350145a7a626c72cfdaf56e6",0,0,0,0,0,0,0,1,2,1,2,1,2
"H0720802","cd876ff2891e4fefa60e026952666e6c",0,0,0,0,0,0,0,2,2,2,,2,2
"H1720301","cd2c9bb99db343f6a75ba7a65fc352f7",0,0,0,0,0,0,0,1,2,1,1,2,2
"134","cdaeaa3cbda84431b2d9ce0a99b0bb09",,,,,,,,,,,,,
"H4170301","cd8b46e3b4bc403196d2dcd7a06a7c15",0,0,0,0,0,0,0,2,2,2,,2,2
"H1430902","cd8aea5b15434830a963d3efb2b6fd89",0,0,0,0,0,0,0,2,2,2,,2,2
"H0741201","cdf3631688b24f68b6b2e3ad1666110a",0,0,0,0,0,0,0,2,2,2,,2,2
"H4130401","cdf32c97f272447db75c382c2507704a",0,0,0,0,0,0,0,1,2,1,2,2,2
"H0900802","ce9c41d0aeee43b4a5436e9aa7993db3",,,,,,,,,,,,,
"H2211003","ce74a4e77b014782bd500a79139e5a37",0,0,0,0,0,0,0,1,2,1,2,2,2
"H1720202","cea17bf4bfd14c58904a231db5725f8c",0,0,0,0,0,0,0,1,2,2,,2,2
"H1500901","ced2919b4d95454db63ccce59855d20e",1,0,0,0,0,0,0,2,2,2,,2,2
"H0911101","ced60c5f3dbc42f591941671451d3758",0,0,0,0,0,0,0,2,2,2,,2,2
"34","cf3462d0bc814b15a2143ee26a4a1fbf",0,0,0,0,0,0,0,1,2,1,2,1,2
"H2110301","cf4254997a544c69ac7e29578529178c",0,0,0,0,0,0,0,1,2,1,2,1,2
"H2820603","cf12b219d0544d6680f94ee5400d69b4",0,0,0,0,0,0,0,2,2,2,,2,2
"H2000301","cf39119c34404ce295ba586a05ac47ef",0,0,0,0,0,0,0,2,2,2,,2,2
"H4210801","cf3989f998284355a57cf8d01bd531f3",0,0,0,0,0,0,0,2,2,2,,2,2
"H3450701","cf525ea0e3e34f83884758478823d7a1",,,,,,,,,,,,,
"H2810701","cf48f652137949de9bf3414f687c8e5b",0,0,0,0,0,0,0,2,2,2,,2,2
"H3360601","cf74c4e44bb3491b996e70e543f7ca12",0,0,0,0,0,0,0,2,2,2,,2,2
"H1590701","cf5f9c9911a740d1906bba047b2137af",0,0,0,0,0,0,0,1,2,1,2,2,2
"H4300401","cfb6e7cc8a99470fbb28209efded9a6d",0,0,0,0,0,0,0,1,2,2,,2,2
"H1680701","cfa25068a296417b8af0f5b782d5ed09",0,0,0,0,0,0,0,2,2,2,,2,2
"H2540802","cfbb943360434de5b53089d4983fac7e",0,,0,0,0,0,0,2,2,2,,2,2
"H1590501","cfcd7dcb95f24278a4ec3341408de513",0,0,0,0,0,0,0,2,2,2,,2,2
"H1141001","cff060137d8844b9a610f144744b4565",,,,,,,,,,,,,
"H2110701","d01fa6e624dc48b98bceb273a2efc0ff",0,0,0,0,0,0,0,2,2,2,,1,2
"H2950101","d024132c99d448429f255ecc10bd642c",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3800901","d04cdb6b39654c3e85f576442a13e7b3",0,0,1,0,0,0,0,2,2,2,,2,2
"H0840602","d0770f03778346bb9293a9bb4013ce34",,,,,,,,,,,,,
"H3220101","d10a687889de469687377204195f3db0",0,0,0,0,0,0,0,2,2,2,,2,2
"H3351001","d0eb0139c2e74acd9ffe9ffa80bd9cd0",0,0,0,0,0,0,0,1,2,1,2,2,2
"H0031201","d194e33b5a6343658eda31ca33e4b8df",,,,,,,,,,,,,
"H2620601","d1971758790c44fea61aa2dee85cc766",0,0,0,0,0,0,0,2,2,2,,2,2
"H2970902","d140d6faa4d64718a6342ce65e456b2b",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3841001","d1451dad8aa04bb6a6e7eef07fb55069",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2250202","d198c20a98f6425487ac84366b1040c5",0,0,0,0,0,0,0,2,2,2,,2,2
"H3940301","d1bd1475f14c4ea49a90817dc24e82ad",0,0,0,0,0,0,0,2,2,2,,2,2
"H2200405","d1e187c02a4a4fb78132711acdfc70f0",,,,,,,,,,,,,
"H4081001","d1986c8f4f6442129f15b2a0411b4e53",0,0,0,0,0,0,,1,1,1,1,1,1
"H2570302","d237e99579c04d388f8b3c31996f98e9",0,0,0,0,,0,0,2,2,2,,2,2
"H2611101","d23e73df47574667b88987a273d0354d",0,0,0,0,0,0,0,2,2,2,,2,2
"H3820801","d24fa50d02c041969a42102d8ebdadc9",,,,,,,,,,,,,
"H0491307","d243b05af57e49a4a93f8f027363213f",0,0,0,1,0,0,0,1,2,2,,2,2
"H1420901","d24a205f49b14a2f9cd37d7ebb82193d",0,0,0,0,0,0,0,2,2,2,,2,2
"H3260201","d2a3f76cf4284e71a1b0910fa558dcce",0,0,0,0,0,0,0,1,2,2,,2,2
"H0850301","d29c9fc7763a4f4c98e746dab0ed74ae",0,0,0,0,0,0,0,2,2,2,,2,2
"H3660301","d2b2045aebe341b19e59d87f8926f9ca",0,0,0,0,0,0,0,1,2,1,2,2,2
"H0830801","d2c78a060324412e89fbcde4579963a2",0,0,0,0,0,0,0,2,2,2,,2,2
"H3290301","d3131a12d5124106bd313ae08d632994",,,,,,,,,,,,,
"H0840501","d2ed3f26e339449d95b3648d853354c4",0,0,0,0,0,0,0,2,2,2,,2,2
"H3091002","d36db7e2d8d2459fada723ae2fec453c",,,,,,,,,,,,,
"H1661101","d36eaa75ffa341d3877805993612ae6e",0,0,0,0,0,0,0,2,2,2,,2,2
"H3101001","d36a9f586fd24461a72fbfc6975592a2",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2211002","d36f47be8b3c4b62aaa6e7275c4bda10",0,0,0,0,0,0,0,1,2,2,,2,2
"H0670202","d3b025db3a9d4a4ea1e217532fd9299a",0,0,0,0,0,0,0,2,2,2,,2,2
"H2520103","d3a9614473b8449c8c630e82a0707f05",1,0,0,0,0,0,0,2,2,2,,2,2
"H2060902","d370f8c893f24ccab5150af6568d81f8",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2640701","d3d75d65517e4e76af2ecf3bd3af14b7",0,0,0,,0,0,0,1,2,2,,2,2
"H2990603","d402a1073bd04cc88868b15c746d59bf",0,0,0,0,0,0,0,2,2,2,,2,2
"H3550801","d3f82e6f36ab44c7adf06b7ac36d6b4b",0,0,0,0,0,0,0,2,2,2,,2,2
"H3550501","d4365dac20d64396ad50430b353b2f21",0,0,0,0,0,0,0,2,2,2,,2,2
"H4260801","d43c0b17384c4c26988ab6832f0df331",0,0,0,0,0,0,0,2,1,2,,2,2
"H2080901","d4865da110d64cb1a8d5b0635222880f",0,0,0,0,0,0,0,2,2,2,,2,2
"H4080601","d4550e926f094c699eee41342ecdec70",0,,0,0,0,0,0,2,2,2,,2,2
"H1770501","d4a800ab42364f0f8339e23140cc3965",0,0,0,0,0,0,0,2,2,2,,2,2
"H2740101","d4b2307271cd4bcda28a8ef5c5d55290",0,0,0,0,0,0,0,1,2,2,,2,2
"H2420201","d4aa6be3a33c4b79bae7d8dfdb2813dd",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3350701","d50816b2ec3d4d6988b4c951828e7fa9",0,0,0,0,0,0,,1,2,2,,2,2
"H1730101","d4ce7684e50e421a842924c5942e4c40",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2741001","d50afa37123145fd93911e54373e7e89",0,0,0,0,0,0,0,2,2,2,,2,2
"H4210701","d53a583116fb4078a2b062dd69b820ee",0,0,0,0,0,0,0,1,2,2,,2,2
"H1410901","d58cc1e2bb514a22ac8cdd57fc654690",0,0,0,0,0,0,0,1,2,1,2,1,2
"H0360201","d5a4c79887284c6db8aefb1efd939a33",0,0,0,0,0,0,0,1,2,1,2,1,2
"H4270301","d59357dd622e49eb8d3a745c99da9209",1,,,,,,,1,1,1,1,1,1
"H0021301","d5af825f3ebe4f2698155f9efde8952d",,,,,,,,,,,,,
"H1820602","d5aac99ecb6946378523f906b4af90ba",0,0,0,0,0,0,0,2,2,2,,2,2
"H1090501","d5dbe49a1ebd4a518392f66dbf7d0011",0,0,0,0,0,0,0,2,2,2,,2,2
"H2450901","d6122950f0a24e43bbd3a3034bb499ee",1,0,0,0,0,0,0,1,1,1,1,1,1
"H2591003","d62bc80f4c7843c7ad7e2618596775a2",,,,,,,,,,,,,
"H2520201","d62933855d3c4a84abde89a7b7f6be23",0,0,0,0,0,0,0,2,2,2,,2,2
"H4250601","d649518a840e4bdb9fd169975fddc059",0,0,0,0,0,0,0,2,2,2,,2,2
"H2230701","d67cdca4f97244f18c94ad14def2d1f0",0,0,0,0,0,0,0,2,2,2,,2,2
"H1590201","d6984e3e43284a8e8e44df03b1ab7c22",,,,,,,,,,,,,
"H1080401","d644b286ea504ade924de32cc905c4cc",0,0,0,0,0,0,0,2,2,2,,2,2
"H4140901","d71ebbb7100544f0b8976b71ab07e028",0,0,0,0,0,0,0,2,2,2,,2,2
"H1080902","d72a02bd910a4c7a958f021e7b4188b8",0,0,0,0,0,0,0,2,2,2,,2,2
"H0370701","d6bf398731564af1adcb81a594684319",0,0,0,0,0,0,0,1,1,1,1,1,1
"H2600902","d73a72ea9b854527821a3c4786b610cb",1,0,0,0,1,0,0,1,1,2,,2,2
"H1710301","d76c803a9a6942fc8ae912286fe6b8a9",0,0,0,0,0,0,0,1,2,1,2,1,2
"H4010901","d7519bc028e44c228535d829fc55f71d",0,0,0,0,0,0,0,2,2,2,,2,2
"H4220601","d78414650264462d979d86b7e07e489b",0,0,0,0,0,0,0,1,2,2,,2,2
"H3960301","d7843306dc4e4377a0b45427fe5e7f94",0,0,0,0,0,0,0,2,2,2,,2,2
"H3940802","d78dcc31ed2c4b29b5f19ae1a54b8798",0,0,0,0,0,0,0,2,2,2,,2,2
"H2060301","d799963c0fc9420a872070cd6ee2d0d5",0,0,0,0,0,0,0,1,2,2,,2,2
"H3970601","d7bae9a8d3bd49229fedf96a64bb5824",0,0,0,0,0,0,0,1,2,1,2,1,2
"H3220102","d79bc81cc23143d799e16457d6ab9192",0,0,0,0,0,0,0,1,2,2,,2,2
"H2941005","d7c56ce88368434aab61dd0c309a6581",,,,,,,,,,,,,
"H2061006","d81e7a5510364143aafc68a03c5a8710",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2230501","d7de4df421ab4f449655cc2ea690bcae",0,0,0,0,0,0,0,1,2,2,,2,2
"H4010201","d8529d20a8cc4be7a1834cc55fd1560b",0,0,0,0,0,0,0,1,2,2,,2,2
"H1070101","d84ec3b306f2463fbd287cdf0ec7ba75",0,0,0,0,0,0,,1,2,2,,2,2
"H4230302","d8c475280c224728b4435381ac82cfe5",0,0,0,0,0,0,0,1,2,2,,2,2
"H3820701","d8ba789a9649493b8fc4f46b4664425d",0,0,0,0,0,0,0,1,2,2,,2,2
"H2040101","d899b3a61b4343388234a0fa230ee732",0,0,0,0,0,0,0,2,2,2,,2,2
"H1830105","d8c68b7d2d1b4c2facb6a066c06c8502",0,0,0,0,0,0,0,2,2,2,,2,2
"H2061005","d8cd5b6b73d241a9b28bfe6100db347e",0,0,0,0,0,0,0,1,2,1,2,1,2
"H2330401","d8f326e706ea41ea8401b70ad7680c6c",0,0,0,0,0,0,0,2,2,2,,2,2
"H1651002","d93b7815f5164f34a830cf79c6d46627",0,0,0,0,0,0,0,1,1,1,2,1,2
"H2450602","d9458758865a4e088d89da6dc506ee90",1,0,0,0,0,0,0,1,1,1,1,1,1
"H1250202","d9502e32905749d89d2bcb45870de151",0,0,0,0,0,0,0,1,2,2,,2,2
"H1201101","d99d8f23a13f4db2a8428f35a0dd3f08",1,0,0,0,0,0,0,1,1,1,1,1,1
"H4060801","d9938bc8f0be42599e6f54bef333a2c8",0,0,0,0,0,0,0,2,2,2,,2,2
"H0490901","d97b55accb3e487e84b1581de36f4302",0,0,0,0,0,0,0,2,2,2,,2,2
"H0730301","d9d52d2d0e8a4d4e86bc59a15667f5ff",0,0,0,0,0,0,0,2,2,2,,2,2
"H2420901","d9d8dfef6ad346d0aa354dd92a00b7e4",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3091001","d9cedf03ea96447c929804d1614ba006",0,0,0,0,0,0,0,1,2,1,2,2,2
"H1620701","da319e88bd6e4126b2e7af3430f96006",0,0,0,0,0,0,0,1,2,1,2,1,2
"H1921201","d9e387e7e01c4d6db79e5bd9ca7a765c",0,0,0,0,0,0,0,2,2,2,,2,2
"H2020601","da33ec50e0324b8a876ef9382b22a86f",0,0,0,0,0,0,0,1,2,2,,2,2
"H1500201","da3a99f963484fac9b94610bf831af1b",0,0,0,0,0,0,0,1,2,2,,2,2
"H4120501","da347790a6784255a72cf2500e5357d4",0,0,0,0,0,1,0,2,2,2,,2,2
"H2590303","da59ffaaddb444858a6d65c904c16203",0,0,0,0,0,0,0,1,2,2,,2,2
"H3780101","da60037f59c6450786ddab18aff82f15",0,0,0,0,0,0,0,2,2,2,,2,2
"H2570401","da72392f02db4e17910177903f9a8cd6",0,0,0,0,0,0,0,1,2,1,2,1,2
"H1290502","da82b4386c4f4f07af7d0f31cfdb6dfb",0,0,0,0,0,0,0,2,2,2,,2,2
"H1950601","db5fcf12ba6c407b8649d1d73f70a4e0",0,0,0,0,0,0,0,2,2,2,,2,2
"H1820101","daf60232d0954c49afc825b2af4147c6",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2250701","daac58b8bb954013b521755285b80f09",1,0,0,0,0,0,0,1,2,1,2,2,2
"H2160902","db80b1c2b38143a5bde76ed4017b88b2",0,0,1,0,0,0,0,2,2,2,,2,2
"H2420101","dbba47943bca429bb3dc3ca8a5e58d05",0,0,0,0,0,0,0,2,2,1,2,2,2
"H1430903","dbb6bbcc31ad490c9062efc8b7e86f37",1,0,0,0,0,0,0,1,1,1,1,1,1
"H2020201","dba162b5ba0f4188b144056a4e2c5073",0,0,0,0,0,0,0,2,2,2,,2,2
"H1020501","dbf332a359ea4caa8f24440adf0ee13c",,,,,,,,,,,,,
"H1820801","dbdbc8f22d3c49e1bb245734c2d2ea8e",0,0,0,0,0,0,0,1,2,1,2,1,2
"H1020901","dc2283dedc044929b39fc5d4e569bd41",,,,,,,,,,,,,
"H3860801","dc6af58c34764e76a5bcb901d1f7f7e8",0,0,0,0,0,0,0,1,2,1,2,2,2
"H2960701","dcc1218885e34942854f55264c44c4c8",0,0,0,0,0,0,0,1,2,2,,2,2
"H1310201","dcd4cbd9f49a4162afb04bab49469cf7",0,0,0,0,0,0,0,2,2,2,,2,2
"H3081101","dc86adfa782045feb36fc67c6332bbb0",0,0,0,0,0,0,0,1,2,1,2,2,2
"H0460602","dcafd15daee7466aa58308440e95762d",0,0,0,0,0,0,0,1,2,2,,2,2
"H1620301","dd0d639d4a8b4067993cb3b92dbff5e6",0,0,0,0,0,0,0,2,2,2,,2,2
"H2161002","dcf55b7690154f1cb5bf1d3ae80830e5",0,0,0,0,0,0,0,2,2,2,,2,2
"H3990901","dd0cfbd6c77641a9b57aa0c0b82ce395",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3440401","dd5cf1499d0646c0a98355a1e150eb05",0,0,0,0,0,0,0,1,2,1,2,2,2
"H3091101","dd59912417bb45d6ae5396e8ec9fe62b",0,0,0,0,0,0,0,1,1,1,1,2,2
"H3440501","dd7e9c062d9a4778b784ab7d531f1acb",0,0,0,0,0,0,,1,2,1,2,1,2
"H2710801","dd7c77b9123f4bf7a098874ef538023b",0,0,0,0,0,0,0,2,2,2,,2,2
"H0860203","ddd50bd2f77142029ef279b74dba2fc7",0,0,0,0,0,0,0,2,2,2,,2,2
"H2630701","dde16fb17e1943e2ac8371b3a8cb380b",0,0,0,0,0,0,0,1,2,2,,2,2
"H3080603","dee0f89311e34bd398cdd63ec6a7af25",0,0,0,0,0,0,0,2,2,2,,2,2
"H1590301","dec021836b8140fba14e782ca5ed80ba",0,0,0,0,0,0,,1,2,1,2,2,2
"H1440501","deb37ab20ead4589a7ce4519e08b3298",0,0,0,0,0,0,0,2,2,2,,2,2
"H3771001","df2252eccbfb4ec4808becfcf966820f",0,0,0,0,0,0,0,1,2,2,,1,2
"H4021001","df1cc459e7e3410ab5f6879b10c78b24",0,0,0,0,0,0,0,1,2,1,2,1,2
"H2560906","df9e286e37fe42e9bee1e63cebcf1cdc",0,0,0,0,0,0,0,1,2,1,2,2,2
"H1200101","e01e5c42078446a8a46d9424574f054e",,,,,,,,,,,,,
"H0870802","e0083ad3194c4bcf8ea38b0350f3f773",0,0,0,0,0,0,0,1,2,1,2,1,2
"H0590906","e07960ca513542b48628f1806e5e7b08",,,,,,,,,,,,,
"H2161202","e07bc322c4884559b4b8ca75c945dd3e",0,0,0,0,0,0,0,1,2,1,2,1,2
"H0680701","e0512732c95543e29d14d72a8d5ba7f7",0,0,0,1,0,0,0,1,2,1,2,2,2
"H2061003","e0567864040f4ef4b16a07373eab1b85",0,0,0,0,0,0,0,2,2,2,,2,2
