hhid,h10q8_1,h10q8_2,hh
H3870901,Kerosene,No,H38709-05-01
H3870901,Wood / Sawdust Burning,No,H38709-05-01
H3870901,Efficient Wood Burning,No,H38709-05-01
H3870901,Charcoal,No,H38709-05-01
H3870901,Other Biomass Burning,No,H38709-05-01
H3870901,Open fire,Yes,H38709-05-01
H3870901,Other (specify),No,H38709-05-01
H3871001,Electric,No,H38710-05-01
H3871001,lpg,No,H38710-05-01
H3871001,Kerosene,No,H38710-05-01
H3871001,Wood / Sawdust Burning,No,H38710-05-01
H3871001,Efficient Wood Burning,No,H38710-05-01
H3871001,Charcoal,No,H38710-05-01
H3871001,Other Biomass Burning,No,H38710-05-01
H3871001,Open fire,Yes,H38710-05-01
H3871001,Other (specify),No,H38710-05-01
H3880101,Electric,No,H38801-05-01
H3880101,lpg,No,H38801-05-01
H3880101,Kerosene,No,H38801-05-01
H3880101,Wood / Sawdust Burning,No,H38801-05-01
H3880101,Efficient Wood Burning,No,H38801-05-01
H3880101,Charcoal,No,H38801-05-01
H3880101,Other Biomass Burning,No,H38801-05-01
H3880101,Open fire,Yes,H38801-05-01
H3880101,Other (specify),No,H38801-05-01
H3880102,Electric,No,H38801-05-02
H3880102,lpg,No,H38801-05-02
H3880102,Kerosene,No,H38801-05-02
H3880102,Wood / Sawdust Burning,No,H38801-05-02
H3880102,Efficient Wood Burning,No,H38801-05-02
H3880102,Charcoal,No,H38801-05-02
H3880102,Other Biomass Burning,No,H38801-05-02
H3880102,Open fire,Yes,H38801-05-02
H3880102,Other (specify),No,H38801-05-02
H3880201,Electric,No,H38802-05-01
H3880201,lpg,No,H38802-05-01
H3880201,Kerosene,No,H38802-05-01
H3880201,Wood / Sawdust Burning,No,H38802-05-01
H3880201,Efficient Wood Burning,No,H38802-05-01
H3880201,Charcoal,No,H38802-05-01
H3880201,Other Biomass Burning,No,H38802-05-01
H3880201,Open fire,Yes,H38802-05-01
H3880201,Other (specify),No,H38802-05-01
H3880301,Electric,No,H38803-05-01
H3880301,lpg,No,H38803-05-01
H3880301,Kerosene,No,H38803-05-01
H3880301,Wood / Sawdust Burning,No,H38803-05-01
H3880301,Efficient Wood Burning,No,H38803-05-01
H3880301,Charcoal,No,H38803-05-01
H3880301,Other Biomass Burning,No,H38803-05-01
H3880301,Open fire,Yes,H38803-05-01
H3880301,Other (specify),No,H38803-05-01
H3880401,Electric,No,H38804-05-01
H3880401,lpg,No,H38804-05-01
H3880401,Kerosene,No,H38804-05-01
H3880401,Wood / Sawdust Burning,No,H38804-05-01
H3880401,Efficient Wood Burning,No,H38804-05-01
H3880401,Charcoal,No,H38804-05-01
H3880401,Other Biomass Burning,No,H38804-05-01
H3880401,Open fire,Yes,H38804-05-01
H3880401,Other (specify),No,H38804-05-01
H3880501,Electric,No,H38805-05-01
H3880501,lpg,No,H38805-05-01
H3880501,Kerosene,No,H38805-05-01
H3880501,Wood / Sawdust Burning,No,H38805-05-01
H3880501,Efficient Wood Burning,No,H38805-05-01
H3880501,Charcoal,No,H38805-05-01
H3880501,Other Biomass Burning,No,H38805-05-01
H3880501,Open fire,Yes,H38805-05-01
H3880501,Other (specify),No,H38805-05-01
H3880601,Electric,No,H38806-05-01
H3880601,lpg,No,H38806-05-01
H3880601,Kerosene,No,H38806-05-01
H3880601,Wood / Sawdust Burning,No,H38806-05-01
H3880601,Efficient Wood Burning,No,H38806-05-01
H3880601,Charcoal,No,H38806-05-01
H3880601,Other Biomass Burning,No,H38806-05-01
H3880601,Open fire,Yes,H38806-05-01
H3880601,Other (specify),No,H38806-05-01
H3880701,Electric,No,H38807-05-01
H3880701,lpg,No,H38807-05-01
H3880701,Kerosene,No,H38807-05-01
H3880701,Wood / Sawdust Burning,No,H38807-05-01
H3880701,Efficient Wood Burning,No,H38807-05-01
H3880701,Charcoal,Yes,H38807-05-01
H3880701,Other Biomass Burning,No,H38807-05-01
H3880701,Open fire,Yes,H38807-05-01
H3880701,Other (specify),No,H38807-05-01
H3880801,Electric,No,H38808-05-01
H3880801,lpg,No,H38808-05-01
H3880801,Kerosene,No,H38808-05-01
H3880801,Wood / Sawdust Burning,No,H38808-05-01
H3880801,Efficient Wood Burning,No,H38808-05-01
H3880801,Charcoal,No,H38808-05-01
H3880801,Other Biomass Burning,No,H38808-05-01
H3880801,Open fire,Yes,H38808-05-01
H3880801,Other (specify),No,H38808-05-01
H3880901,Electric,No,H38809-05-01
H3880901,lpg,No,H38809-05-01
H3880901,Kerosene,No,H38809-05-01
H3880901,Wood / Sawdust Burning,No,H38809-05-01
H3880901,Efficient Wood Burning,No,H38809-05-01
H3880901,Charcoal,No,H38809-05-01
H3880901,Other Biomass Burning,No,H38809-05-01
H3880901,Open fire,Yes,H38809-05-01
H3880901,Other (specify),No,H38809-05-01
H3881001,Electric,No,H38810-05-01
H3881001,lpg,No,H38810-05-01
H3881001,Kerosene,No,H38810-05-01
H3881001,Wood / Sawdust Burning,No,H38810-05-01
H3881001,Efficient Wood Burning,No,H38810-05-01
H3881001,Charcoal,No,H38810-05-01
H3881001,Other Biomass Burning,No,H38810-05-01
H3881001,Open fire,Yes,H38810-05-01
H3881001,Other (specify),No,H38810-05-01
H3890101,Electric,No,H38901-05-01
H3890101,lpg,No,H38901-05-01
H3890101,Kerosene,No,H38901-05-01
H3890101,Wood / Sawdust Burning,No,H38901-05-01
H3890101,Efficient Wood Burning,No,H38901-05-01
H3890101,Charcoal,Yes,H38901-05-01
H3890101,Other Biomass Burning,No,H38901-05-01
H3890101,Open fire,No,H38901-05-01
H3890101,Other (specify),No,H38901-05-01
H3890201,Electric,No,H38902-05-01
H3890201,lpg,No,H38902-05-01
H3890201,Kerosene,No,H38902-05-01
H3890201,Wood / Sawdust Burning,No,H38902-05-01
H3890201,Efficient Wood Burning,No,H38902-05-01
H3890201,Charcoal,Yes,H38902-05-01
H3890201,Other Biomass Burning,No,H38902-05-01
H3890201,Open fire,No,H38902-05-01
H3890201,Other (specify),No,H38902-05-01
H3890301,Electric,No,H38903-05-01
H3890301,lpg,No,H38903-05-01
H3890301,Kerosene,Yes,H38903-05-01
H3890301,Wood / Sawdust Burning,No,H38903-05-01
H3890301,Efficient Wood Burning,No,H38903-05-01
H3890301,Charcoal,Yes,H38903-05-01
H3890301,Other Biomass Burning,No,H38903-05-01
H3890301,Open fire,No,H38903-05-01
H3890301,Other (specify),No,H38903-05-01
H3890401,Electric,No,H38904-05-01
H3890401,lpg,No,H38904-05-01
H3890401,Kerosene,No,H38904-05-01
H3890401,Wood / Sawdust Burning,No,H38904-05-01
H3890401,Efficient Wood Burning,No,H38904-05-01
H3890401,Charcoal,Yes,H38904-05-01
H3890401,Other Biomass Burning,No,H38904-05-01
H3890401,Open fire,No,H38904-05-01
H3890401,Other (specify),No,H38904-05-01
H3890601,Electric,No,H38906-05-01
H3890601,lpg,No,H38906-05-01
H3890601,Kerosene,No,H38906-05-01
H3890601,Wood / Sawdust Burning,No,H38906-05-01
H3890601,Efficient Wood Burning,No,H38906-05-01
H3890601,Charcoal,Yes,H38906-05-01
H3890601,Other Biomass Burning,No,H38906-05-01
H3890601,Open fire,Yes,H38906-05-01
H3890601,Other (specify),No,H38906-05-01
H3890701,Electric,No,H38907-05-01
H3890701,lpg,No,H38907-05-01
H3890701,Kerosene,No,H38907-05-01
H3890701,Wood / Sawdust Burning,No,H38907-05-01
H3890701,Efficient Wood Burning,No,H38907-05-01
H3890701,Charcoal,Yes,H38907-05-01
H3890701,Other Biomass Burning,No,H38907-05-01
H3890701,Open fire,No,H38907-05-01
H3890701,Other (specify),No,H38907-05-01
H3890901,Electric,No,H38909-05-01
H3890901,lpg,No,H38909-05-01
H3890901,Kerosene,No,H38909-05-01
H3890901,Wood / Sawdust Burning,No,H38909-05-01
H3890901,Efficient Wood Burning,No,H38909-05-01
H3890901,Charcoal,Yes,H38909-05-01
H3890901,Other Biomass Burning,No,H38909-05-01
H3890901,Open fire,No,H38909-05-01
H3890901,Other (specify),No,H38909-05-01
H3891001,Electric,No,H38910-05-01
H3891001,lpg,No,H38910-05-01
H3891001,Kerosene,No,H38910-05-01
H3891001,Wood / Sawdust Burning,No,H38910-05-01
H3891001,Efficient Wood Burning,No,H38910-05-01
H3891001,Charcoal,Yes,H38910-05-01
H3891001,Other Biomass Burning,No,H38910-05-01
H3891001,Open fire,No,H38910-05-01
H3891001,Other (specify),No,H38910-05-01
H3900101,Electric,No,H39001-05-01
H3900101,lpg,No,H39001-05-01
H3900101,Kerosene,No,H39001-05-01
H3900101,Wood / Sawdust Burning,No,H39001-05-01
H3900101,Efficient Wood Burning,No,H39001-05-01
H3900101,Charcoal,No,H39001-05-01
H3900101,Other Biomass Burning,No,H39001-05-01
H3900101,Open fire,Yes,H39001-05-01
H3900101,Other (specify),No,H39001-05-01
H3900201,Electric,No,H39002-05-01
H3900201,lpg,No,H39002-05-01
H3900201,Kerosene,No,H39002-05-01
H3900201,Wood / Sawdust Burning,No,H39002-05-01
H3900201,Efficient Wood Burning,No,H39002-05-01
H3900201,Charcoal,No,H39002-05-01
H3900201,Other Biomass Burning,No,H39002-05-01
H3900201,Open fire,Yes,H39002-05-01
H3900201,Other (specify),No,H39002-05-01
H3900301,Electric,No,H39003-05-01
H3900301,lpg,No,H39003-05-01
H3900301,Kerosene,No,H39003-05-01
H3900301,Wood / Sawdust Burning,No,H39003-05-01
H3900301,Efficient Wood Burning,No,H39003-05-01
H3900301,Charcoal,No,H39003-05-01
H3900301,Other Biomass Burning,No,H39003-05-01
H3900301,Open fire,Yes,H39003-05-01
H3900301,Other (specify),No,H39003-05-01
H3900401,Electric,No,H39004-05-01
H3900401,lpg,No,H39004-05-01
H3900401,Kerosene,No,H39004-05-01
H3900401,Wood / Sawdust Burning,No,H39004-05-01
H3900401,Efficient Wood Burning,No,H39004-05-01
H3900401,Charcoal,No,H39004-05-01
H3900401,Other Biomass Burning,No,H39004-05-01
H3900401,Open fire,Yes,H39004-05-01
H3900401,Other (specify),No,H39004-05-01
H3900501,Electric,No,H39005-05-01
H3900501,lpg,No,H39005-05-01
H3900501,Kerosene,No,H39005-05-01
H3900501,Wood / Sawdust Burning,No,H39005-05-01
H3900501,Efficient Wood Burning,No,H39005-05-01
H3900501,Charcoal,No,H39005-05-01
H3900501,Other Biomass Burning,No,H39005-05-01
H3900501,Open fire,Yes,H39005-05-01
H3900501,Other (specify),No,H39005-05-01
H3900601,Electric,No,H39006-05-01
H3900601,lpg,No,H39006-05-01
H3900601,Kerosene,No,H39006-05-01
H3900601,Wood / Sawdust Burning,No,H39006-05-01
H3900601,Efficient Wood Burning,No,H39006-05-01
H3900601,Charcoal,Yes,H39006-05-01
H3900601,Other Biomass Burning,No,H39006-05-01
H3900601,Open fire,No,H39006-05-01
H3900601,Other (specify),No,H39006-05-01
H3900701,Electric,No,H39007-05-01
H3900701,lpg,No,H39007-05-01
H3900701,Kerosene,No,H39007-05-01
H3900701,Wood / Sawdust Burning,No,H39007-05-01
H3900701,Efficient Wood Burning,No,H39007-05-01
H3900701,Charcoal,Yes,H39007-05-01
H3900701,Other Biomass Burning,No,H39007-05-01
H3900701,Open fire,Yes,H39007-05-01
H3900701,Other (specify),No,H39007-05-01
H3900801,Electric,No,H39008-05-01
H3900801,lpg,No,H39008-05-01
H3900801,Kerosene,No,H39008-05-01
H3900801,Wood / Sawdust Burning,No,H39008-05-01
H3900801,Efficient Wood Burning,No,H39008-05-01
H3900801,Charcoal,No,H39008-05-01
H3900801,Other Biomass Burning,No,H39008-05-01
H3900801,Open fire,Yes,H39008-05-01
H3900801,Other (specify),No,H39008-05-01
H3900901,Electric,No,H39009-05-01
H3900901,lpg,No,H39009-05-01
H3900901,Kerosene,No,H39009-05-01
H3900901,Wood / Sawdust Burning,No,H39009-05-01
H3900901,Efficient Wood Burning,No,H39009-05-01
H3900901,Charcoal,No,H39009-05-01
H3900901,Other Biomass Burning,No,H39009-05-01
H3900901,Open fire,Yes,H39009-05-01
H3900901,Other (specify),No,H39009-05-01
H3901001,Electric,No,H39010-05-01
H3901001,lpg,No,H39010-05-01
H3901001,Kerosene,No,H39010-05-01
H3901001,Wood / Sawdust Burning,No,H39010-05-01
H3901001,Efficient Wood Burning,No,H39010-05-01
H3901001,Charcoal,No,H39010-05-01
H3901001,Other Biomass Burning,No,H39010-05-01
H3901001,Open fire,Yes,H39010-05-01
H3901001,Other (specify),No,H39010-05-01
H3910101,Electric,No,H39101-05-01
H3910101,lpg,No,H39101-05-01
H3910101,Kerosene,No,H39101-05-01
H3910101,Wood / Sawdust Burning,No,H39101-05-01
H3910101,Efficient Wood Burning,No,H39101-05-01
H3910101,Charcoal,No,H39101-05-01
H3910101,Other Biomass Burning,No,H39101-05-01
H3910101,Open fire,Yes,H39101-05-01
H3910101,Other (specify),No,H39101-05-01
H3910201,Electric,No,H39102-05-01
H3910201,lpg,No,H39102-05-01
H3910201,Kerosene,No,H39102-05-01
H3910201,Wood / Sawdust Burning,No,H39102-05-01
H3910201,Efficient Wood Burning,No,H39102-05-01
H3910201,Charcoal,No,H39102-05-01
H3910201,Other Biomass Burning,No,H39102-05-01
H3910201,Open fire,Yes,H39102-05-01
H3910201,Other (specify),No,H39102-05-01
H3910301,Electric,No,H39103-05-01
H3910301,lpg,No,H39103-05-01
H3910301,Kerosene,No,H39103-05-01
H3910301,Wood / Sawdust Burning,No,H39103-05-01
H3910301,Efficient Wood Burning,No,H39103-05-01
H3910301,Charcoal,No,H39103-05-01
H3910301,Other Biomass Burning,No,H39103-05-01
H3910301,Open fire,Yes,H39103-05-01
H3910301,Other (specify),No,H39103-05-01
H3910401,Electric,No,H39104-05-01
H3910401,lpg,No,H39104-05-01
H3910401,Kerosene,No,H39104-05-01
H3910401,Wood / Sawdust Burning,No,H39104-05-01
H3910401,Efficient Wood Burning,No,H39104-05-01
H3910401,Charcoal,No,H39104-05-01
H3910401,Other Biomass Burning,No,H39104-05-01
H3910401,Open fire,Yes,H39104-05-01
H3910401,Other (specify),No,H39104-05-01
H3910501,Electric,No,H39105-05-01
H3910501,lpg,No,H39105-05-01
H3910501,Kerosene,No,H39105-05-01
H3910501,Wood / Sawdust Burning,No,H39105-05-01
H3910501,Efficient Wood Burning,No,H39105-05-01
H3910501,Charcoal,No,H39105-05-01
H3910501,Other Biomass Burning,No,H39105-05-01
H3910501,Open fire,Yes,H39105-05-01
H3910501,Other (specify),No,H39105-05-01
H3910601,Electric,No,H39106-05-01
H3910601,lpg,No,H39106-05-01
H3910601,Kerosene,No,H39106-05-01
H3910601,Wood / Sawdust Burning,No,H39106-05-01
H3910601,Efficient Wood Burning,No,H39106-05-01
H3910601,Charcoal,No,H39106-05-01
H3910601,Other Biomass Burning,No,H39106-05-01
H3910601,Open fire,Yes,H39106-05-01
H3910601,Other (specify),No,H39106-05-01
H3910701,Electric,No,H39107-05-01
H3910701,lpg,No,H39107-05-01
H3910701,Kerosene,No,H39107-05-01
H3910701,Wood / Sawdust Burning,No,H39107-05-01
H3910701,Efficient Wood Burning,No,H39107-05-01
H3910701,Charcoal,No,H39107-05-01
H3910701,Other Biomass Burning,No,H39107-05-01
H3910701,Open fire,Yes,H39107-05-01
H3910701,Other (specify),No,H39107-05-01
H3911001,Electric,No,H39110-05-01
H3911001,lpg,No,H39110-05-01
H3911001,Kerosene,No,H39110-05-01
H3911001,Wood / Sawdust Burning,No,H39110-05-01
H3911001,Efficient Wood Burning,No,H39110-05-01
H3911001,Charcoal,No,H39110-05-01
H3911001,Other Biomass Burning,No,H39110-05-01
H3911001,Open fire,Yes,H39110-05-01
H3911001,Other (specify),No,H39110-05-01
H3930101,Electric,No,H39301-05-01
H3930101,lpg,No,H39301-05-01
H3930101,Kerosene,No,H39301-05-01
H3930101,Wood / Sawdust Burning,No,H39301-05-01
H3930101,Efficient Wood Burning,No,H39301-05-01
H3930101,Charcoal,No,H39301-05-01
H3930101,Other Biomass Burning,No,H39301-05-01
H3930101,Open fire,Yes,H39301-05-01
H3930101,Other (specify),No,H39301-05-01
H3930201,Electric,No,H39302-05-01
H3930201,lpg,No,H39302-05-01
H3930201,Kerosene,Yes,H39302-05-01
H3930201,Wood / Sawdust Burning,No,H39302-05-01
H3930201,Efficient Wood Burning,No,H39302-05-01
H3930201,Charcoal,No,H39302-05-01
H3930201,Other Biomass Burning,No,H39302-05-01
H3930201,Open fire,Yes,H39302-05-01
H3930201,Other (specify),No,H39302-05-01
H3930301,Electric,No,H39303-05-01
H3930301,lpg,No,H39303-05-01
H3930301,Kerosene,No,H39303-05-01
H3930301,Wood / Sawdust Burning,No,H39303-05-01
H3930301,Efficient Wood Burning,No,H39303-05-01
H3930301,Charcoal,No,H39303-05-01
H3930301,Other Biomass Burning,No,H39303-05-01
H3930301,Open fire,Yes,H39303-05-01
H3930301,Other (specify),No,H39303-05-01
H3930401,Electric,No,H39304-05-01
H3930401,lpg,No,H39304-05-01
H3930401,Kerosene,Yes,H39304-05-01
H3930401,Wood / Sawdust Burning,No,H39304-05-01
H3930401,Efficient Wood Burning,No,H39304-05-01
H3930401,Charcoal,No,H39304-05-01
H3930401,Other Biomass Burning,No,H39304-05-01
H3930401,Open fire,Yes,H39304-05-01
H3930401,Other (specify),No,H39304-05-01
H3930501,Electric,No,H39305-05-01
H3930501,lpg,No,H39305-05-01
H3930501,Kerosene,Yes,H39305-05-01
H3930501,Wood / Sawdust Burning,No,H39305-05-01
H3930501,Efficient Wood Burning,No,H39305-05-01
H3930501,Charcoal,No,H39305-05-01
H3930501,Other Biomass Burning,No,H39305-05-01
H3930501,Open fire,Yes,H39305-05-01
H3930501,Other (specify),No,H39305-05-01
H3930601,Electric,No,H39306-05-01
H3930601,lpg,No,H39306-05-01
H3930601,Kerosene,Yes,H39306-05-01
H3930601,Wood / Sawdust Burning,No,H39306-05-01
H3930601,Efficient Wood Burning,No,H39306-05-01
H3930601,Charcoal,No,H39306-05-01
H3930601,Other Biomass Burning,No,H39306-05-01
H3930601,Open fire,Yes,H39306-05-01
H3930601,Other (specify),No,H39306-05-01
H3930701,Electric,No,H39307-05-01
H3930701,lpg,No,H39307-05-01
H3930701,Kerosene,Yes,H39307-05-01
H3930701,Wood / Sawdust Burning,No,H39307-05-01
H3930701,Efficient Wood Burning,No,H39307-05-01
H3930701,Charcoal,No,H39307-05-01
H3930701,Other Biomass Burning,No,H39307-05-01
H3930701,Open fire,Yes,H39307-05-01
H3930701,Other (specify),No,H39307-05-01
H3930801,Electric,No,H39308-05-01
H3930801,lpg,No,H39308-05-01
H3930801,Kerosene,Yes,H39308-05-01
H3930801,Wood / Sawdust Burning,No,H39308-05-01
H3930801,Efficient Wood Burning,No,H39308-05-01
H3930801,Charcoal,Yes,H39308-05-01
H3930801,Other Biomass Burning,No,H39308-05-01
H3930801,Open fire,No,H39308-05-01
H3930801,Other (specify),No,H39308-05-01
H3930901,Electric,No,H39309-05-01
H3930901,lpg,No,H39309-05-01
H3930901,Kerosene,No,H39309-05-01
H3930901,Wood / Sawdust Burning,No,H39309-05-01
H3930901,Efficient Wood Burning,No,H39309-05-01
H3930901,Charcoal,Yes,H39309-05-01
H3930901,Other Biomass Burning,No,H39309-05-01
H3930901,Open fire,Yes,H39309-05-01
H3930901,Other (specify),No,H39309-05-01
H3931001,Electric,No,H39310-05-01
H3931001,lpg,No,H39310-05-01
H3931001,Kerosene,Yes,H39310-05-01
H3931001,Wood / Sawdust Burning,No,H39310-05-01
H3931001,Efficient Wood Burning,No,H39310-05-01
H3931001,Charcoal,No,H39310-05-01
H3931001,Other Biomass Burning,No,H39310-05-01
H3931001,Open fire,Yes,H39310-05-01
H3931001,Other (specify),No,H39310-05-01
H3940101,Electric,No,H39401-05-01
H3940101,lpg,No,H39401-05-01
H3940101,Kerosene,Yes,H39401-05-01
H3940101,Wood / Sawdust Burning,No,H39401-05-01
H3940101,Efficient Wood Burning,No,H39401-05-01
H3940101,Charcoal,No,H39401-05-01
H3940101,Other Biomass Burning,No,H39401-05-01
H3940101,Open fire,Yes,H39401-05-01
H3940101,Other (specify),No,H39401-05-01
H3940201,Electric,No,H39402-05-01
H3940201,lpg,No,H39402-05-01
H3940201,Kerosene,No,H39402-05-01
H3940201,Wood / Sawdust Burning,No,H39402-05-01
H3940201,Efficient Wood Burning,No,H39402-05-01
H3940201,Charcoal,No,H39402-05-01
H3940201,Other Biomass Burning,No,H39402-05-01
H3940201,Open fire,Yes,H39402-05-01
H3940201,Other (specify),No,H39402-05-01
H3940301,Electric,No,H39403-05-01
H3940301,lpg,No,H39403-05-01
H3940301,Kerosene,No,H39403-05-01
H3940301,Wood / Sawdust Burning,No,H39403-05-01
H3940301,Efficient Wood Burning,No,H39403-05-01
H3940301,Charcoal,No,H39403-05-01
H3940301,Other Biomass Burning,No,H39403-05-01
H3940301,Open fire,Yes,H39403-05-01
H3940301,Other (specify),No,H39403-05-01
H3940401,Electric,No,H39404-05-01
H3940401,lpg,No,H39404-05-01
H3940401,Kerosene,No,H39404-05-01
H3940401,Wood / Sawdust Burning,No,H39404-05-01
H3940401,Efficient Wood Burning,No,H39404-05-01
H3940401,Charcoal,Yes,H39404-05-01
H3940401,Other Biomass Burning,No,H39404-05-01
H3940401,Open fire,No,H39404-05-01
H3940401,Other (specify),No,H39404-05-01
H3940501,Electric,No,H39405-05-01
H3940501,lpg,No,H39405-05-01
H3940501,Kerosene,No,H39405-05-01
H3940501,Wood / Sawdust Burning,No,H39405-05-01
H3940501,Efficient Wood Burning,No,H39405-05-01
H3940501,Charcoal,Yes,H39405-05-01
H3940501,Other Biomass Burning,No,H39405-05-01
H3940501,Open fire,Yes,H39405-05-01
H3940501,Other (specify),No,H39405-05-01
H3940601,Electric,No,H39406-05-01
H3940601,lpg,No,H39406-05-01
H3940601,Kerosene,No,H39406-05-01
H3940601,Wood / Sawdust Burning,No,H39406-05-01
H3940601,Efficient Wood Burning,No,H39406-05-01
H3940601,Charcoal,No,H39406-05-01
H3940601,Other Biomass Burning,No,H39406-05-01
H3940601,Open fire,Yes,H39406-05-01
H3940601,Other (specify),No,H39406-05-01
H3940701,Electric,No,H39407-05-01
H3940701,lpg,No,H39407-05-01
H3940701,Kerosene,No,H39407-05-01
H3940701,Wood / Sawdust Burning,No,H39407-05-01
H3940701,Efficient Wood Burning,No,H39407-05-01
H3940701,Charcoal,No,H39407-05-01
H3940701,Other Biomass Burning,No,H39407-05-01
H3940701,Open fire,Yes,H39407-05-01
H3940701,Other (specify),No,H39407-05-01
H3940801,Electric,No,H39408-05-01
H3940801,lpg,No,H39408-05-01
H3940801,Kerosene,No,H39408-05-01
H3940801,Wood / Sawdust Burning,No,H39408-05-01
H3940801,Efficient Wood Burning,No,H39408-05-01
H3940801,Charcoal,Yes,H39408-05-01
H3940801,Other Biomass Burning,No,H39408-05-01
H3940801,Open fire,Yes,H39408-05-01
H3940801,Other (specify),No,H39408-05-01
H3940802,Electric,No,H39408-05-02
H3940802,lpg,No,H39408-05-02
H3940802,Kerosene,No,H39408-05-02
H3940802,Wood / Sawdust Burning,No,H39408-05-02
H3940802,Efficient Wood Burning,No,H39408-05-02
H3940802,Charcoal,No,H39408-05-02
H3940802,Other Biomass Burning,No,H39408-05-02
H3940802,Open fire,Yes,H39408-05-02
H3940802,Other (specify),No,H39408-05-02
H3940901,Electric,No,H39409-05-01
H3940901,lpg,No,H39409-05-01
H3940901,Kerosene,No,H39409-05-01
H3940901,Wood / Sawdust Burning,No,H39409-05-01
H3940901,Efficient Wood Burning,No,H39409-05-01
H3940901,Charcoal,Yes,H39409-05-01
H3940901,Other Biomass Burning,No,H39409-05-01
H3940901,Open fire,No,H39409-05-01
H3940901,Other (specify),No,H39409-05-01
H3941001,Electric,No,H39410-05-01
H3941001,lpg,No,H39410-05-01
H3941001,Kerosene,No,H39410-05-01
H3941001,Wood / Sawdust Burning,No,H39410-05-01
H3941001,Efficient Wood Burning,No,H39410-05-01
H3941001,Charcoal,Yes,H39410-05-01
H3941001,Other Biomass Burning,No,H39410-05-01
H3941001,Open fire,No,H39410-05-01
H3941001,Other (specify),No,H39410-05-01
H3950101,Electric,No,H39501-05-01
H3950101,lpg,No,H39501-05-01
H3950101,Kerosene,No,H39501-05-01
H3950101,Wood / Sawdust Burning,No,H39501-05-01
H3950101,Efficient Wood Burning,No,H39501-05-01
H3950101,Charcoal,No,H39501-05-01
H3950101,Other Biomass Burning,No,H39501-05-01
H3950101,Open fire,Yes,H39501-05-01
H3950101,Other (specify),No,H39501-05-01
H3950201,Electric,No,H39502-05-01
H3950201,lpg,No,H39502-05-01
H3950201,Kerosene,No,H39502-05-01
H3950201,Wood / Sawdust Burning,No,H39502-05-01
H3950201,Efficient Wood Burning,No,H39502-05-01
H3950201,Charcoal,No,H39502-05-01
H3950201,Other Biomass Burning,No,H39502-05-01
H3950201,Open fire,Yes,H39502-05-01
H3950201,Other (specify),No,H39502-05-01
H3950301,Electric,No,H39503-05-01
H3950301,lpg,No,H39503-05-01
H3950301,Kerosene,No,H39503-05-01
H3950301,Wood / Sawdust Burning,No,H39503-05-01
H3950301,Efficient Wood Burning,No,H39503-05-01
H3950301,Charcoal,No,H39503-05-01
H3950301,Other Biomass Burning,No,H39503-05-01
H3950301,Open fire,Yes,H39503-05-01
H3950301,Other (specify),No,H39503-05-01
H3950401,Electric,No,H39504-05-01
H3950401,lpg,No,H39504-05-01
H3950401,Kerosene,No,H39504-05-01
H3950401,Wood / Sawdust Burning,No,H39504-05-01
H3950401,Efficient Wood Burning,No,H39504-05-01
H3950401,Charcoal,No,H39504-05-01
H3950401,Other Biomass Burning,No,H39504-05-01
H3950401,Open fire,Yes,H39504-05-01
H3950401,Other (specify),No,H39504-05-01
H3950501,Electric,No,H39505-05-01
H3950501,lpg,No,H39505-05-01
H3950501,Kerosene,No,H39505-05-01
H3950501,Wood / Sawdust Burning,No,H39505-05-01
H3950501,Efficient Wood Burning,No,H39505-05-01
H3950501,Charcoal,No,H39505-05-01
H3950501,Other Biomass Burning,No,H39505-05-01
H3950501,Open fire,Yes,H39505-05-01
H3950501,Other (specify),No,H39505-05-01
H3950601,Electric,No,H39506-05-01
H3950601,lpg,No,H39506-05-01
H3950601,Kerosene,No,H39506-05-01
H3950601,Wood / Sawdust Burning,No,H39506-05-01
H3950601,Efficient Wood Burning,No,H39506-05-01
H3950601,Charcoal,No,H39506-05-01
H3950601,Other Biomass Burning,No,H39506-05-01
H3950601,Open fire,Yes,H39506-05-01
H3950601,Other (specify),No,H39506-05-01
H3950701,Electric,No,H39507-05-01
H3950701,lpg,No,H39507-05-01
H3950701,Kerosene,No,H39507-05-01
H3950701,Wood / Sawdust Burning,No,H39507-05-01
H3950701,Efficient Wood Burning,No,H39507-05-01
H3950701,Charcoal,No,H39507-05-01
H3950701,Other Biomass Burning,No,H39507-05-01
H3950701,Open fire,Yes,H39507-05-01
H3950701,Other (specify),No,H39507-05-01
H3950901,Electric,No,H39509-05-01
H3950901,lpg,No,H39509-05-01
H3950901,Kerosene,No,H39509-05-01
H3950901,Wood / Sawdust Burning,No,H39509-05-01
H3950901,Efficient Wood Burning,No,H39509-05-01
H3950901,Charcoal,No,H39509-05-01
H3950901,Other Biomass Burning,No,H39509-05-01
H3950901,Open fire,Yes,H39509-05-01
H3950901,Other (specify),No,H39509-05-01
H3951001,Electric,No,H39510-05-01
H3951001,lpg,No,H39510-05-01
H3951001,Kerosene,Yes,H39510-05-01
H3951001,Wood / Sawdust Burning,No,H39510-05-01
H3951001,Efficient Wood Burning,No,H39510-05-01
H3951001,Charcoal,No,H39510-05-01
H3951001,Other Biomass Burning,No,H39510-05-01
H3951001,Open fire,Yes,H39510-05-01
H3951001,Other (specify),No,H39510-05-01
H3960101,Electric,No,H39601-05-01
H3960101,lpg,No,H39601-05-01
