hhid,h10q8_1,h10q8_2,hh
H3960101,Kerosene,No,H39601-05-01
H3960101,Wood / Sawdust Burning,No,H39601-05-01
H3960101,Efficient Wood Burning,No,H39601-05-01
H3960101,Charcoal,No,H39601-05-01
H3960101,Other Biomass Burning,No,H39601-05-01
H3960101,Open fire,Yes,H39601-05-01
H3960101,Other (specify),No,H39601-05-01
H3960201,Electric,No,H39602-05-01
H3960201,lpg,No,H39602-05-01
H3960201,Kerosene,No,H39602-05-01
H3960201,Wood / Sawdust Burning,No,H39602-05-01
H3960201,Efficient Wood Burning,No,H39602-05-01
H3960201,Charcoal,No,H39602-05-01
H3960201,Other Biomass Burning,No,H39602-05-01
H3960201,Open fire,Yes,H39602-05-01
H3960201,Other (specify),No,H39602-05-01
H3960301,Electric,No,H39603-05-01
H3960301,lpg,No,H39603-05-01
H3960301,Kerosene,No,H39603-05-01
H3960301,Wood / Sawdust Burning,No,H39603-05-01
H3960301,Efficient Wood Burning,No,H39603-05-01
H3960301,Charcoal,No,H39603-05-01
H3960301,Other Biomass Burning,No,H39603-05-01
H3960301,Open fire,Yes,H39603-05-01
H3960301,Other (specify),No,H39603-05-01
H3960401,Electric,No,H39604-05-01
H3960401,lpg,No,H39604-05-01
H3960401,Kerosene,No,H39604-05-01
H3960401,Wood / Sawdust Burning,No,H39604-05-01
H3960401,Efficient Wood Burning,No,H39604-05-01
H3960401,Charcoal,No,H39604-05-01
H3960401,Other Biomass Burning,No,H39604-05-01
H3960401,Open fire,Yes,H39604-05-01
H3960401,Other (specify),No,H39604-05-01
H3960402,Electric,No,H39604-05-02
H3960402,lpg,No,H39604-05-02
H3960402,Kerosene,No,H39604-05-02
H3960402,Wood / Sawdust Burning,No,H39604-05-02
H3960402,Efficient Wood Burning,No,H39604-05-02
H3960402,Charcoal,No,H39604-05-02
H3960402,Other Biomass Burning,No,H39604-05-02
H3960402,Open fire,Yes,H39604-05-02
H3960402,Other (specify),No,H39604-05-02
H3960501,Electric,No,H39605-05-01
H3960501,lpg,No,H39605-05-01
H3960501,Kerosene,No,H39605-05-01
H3960501,Wood / Sawdust Burning,No,H39605-05-01
H3960501,Efficient Wood Burning,No,H39605-05-01
H3960501,Charcoal,No,H39605-05-01
H3960501,Other Biomass Burning,No,H39605-05-01
H3960501,Open fire,Yes,H39605-05-01
H3960501,Other (specify),No,H39605-05-01
H3960601,Electric,No,H39606-05-01
H3960601,lpg,No,H39606-05-01
H3960601,Kerosene,No,H39606-05-01
H3960601,Wood / Sawdust Burning,No,H39606-05-01
H3960601,Efficient Wood Burning,No,H39606-05-01
H3960601,Charcoal,No,H39606-05-01
H3960601,Other Biomass Burning,No,H39606-05-01
H3960601,Open fire,Yes,H39606-05-01
H3960601,Other (specify),No,H39606-05-01
H3960701,Electric,No,H39607-05-01
H3960701,lpg,No,H39607-05-01
H3960701,Kerosene,No,H39607-05-01
H3960701,Wood / Sawdust Burning,No,H39607-05-01
H3960701,Efficient Wood Burning,No,H39607-05-01
H3960701,Charcoal,No,H39607-05-01
H3960701,Other Biomass Burning,No,H39607-05-01
H3960701,Open fire,Yes,H39607-05-01
H3960701,Other (specify),No,H39607-05-01
H3960801,Electric,No,H39608-05-01
H3960801,lpg,No,H39608-05-01
H3960801,Kerosene,No,H39608-05-01
H3960801,Wood / Sawdust Burning,No,H39608-05-01
H3960801,Efficient Wood Burning,No,H39608-05-01
H3960801,Charcoal,No,H39608-05-01
H3960801,Other Biomass Burning,No,H39608-05-01
H3960801,Open fire,Yes,H39608-05-01
H3960801,Other (specify),No,H39608-05-01
H3960901,Electric,No,H39609-05-01
H3960901,lpg,No,H39609-05-01
H3960901,Kerosene,No,H39609-05-01
H3960901,Wood / Sawdust Burning,No,H39609-05-01
H3960901,Efficient Wood Burning,No,H39609-05-01
H3960901,Charcoal,No,H39609-05-01
H3960901,Other Biomass Burning,No,H39609-05-01
H3960901,Open fire,Yes,H39609-05-01
H3960901,Other (specify),No,H39609-05-01
H3961001,Electric,No,H39610-05-01
H3961001,lpg,No,H39610-05-01
H3961001,Kerosene,No,H39610-05-01
H3961001,Wood / Sawdust Burning,No,H39610-05-01
H3961001,Efficient Wood Burning,No,H39610-05-01
H3961001,Charcoal,No,H39610-05-01
H3961001,Other Biomass Burning,No,H39610-05-01
H3961001,Open fire,Yes,H39610-05-01
H3961001,Other (specify),No,H39610-05-01
H3970101,Electric,No,H39701-05-01
H3970101,lpg,No,H39701-05-01
H3970101,Kerosene,No,H39701-05-01
H3970101,Wood / Sawdust Burning,No,H39701-05-01
H3970101,Efficient Wood Burning,No,H39701-05-01
H3970101,Charcoal,No,H39701-05-01
H3970101,Other Biomass Burning,No,H39701-05-01
H3970101,Open fire,Yes,H39701-05-01
H3970101,Other (specify),No,H39701-05-01
H3970201,Electric,No,H39702-05-01
H3970201,lpg,No,H39702-05-01
H3970201,Kerosene,No,H39702-05-01
H3970201,Wood / Sawdust Burning,No,H39702-05-01
H3970201,Efficient Wood Burning,No,H39702-05-01
H3970201,Charcoal,No,H39702-05-01
H3970201,Other Biomass Burning,No,H39702-05-01
H3970201,Open fire,Yes,H39702-05-01
H3970201,Other (specify),No,H39702-05-01
H3970301,Electric,No,H39703-05-01
H3970301,lpg,No,H39703-05-01
H3970301,Kerosene,No,H39703-05-01
H3970301,Wood / Sawdust Burning,No,H39703-05-01
H3970301,Efficient Wood Burning,No,H39703-05-01
H3970301,Charcoal,No,H39703-05-01
H3970301,Other Biomass Burning,No,H39703-05-01
H3970301,Open fire,Yes,H39703-05-01
H3970301,Other (specify),No,H39703-05-01
H3970401,Electric,No,H39704-05-01
H3970401,lpg,No,H39704-05-01
H3970401,Kerosene,No,H39704-05-01
H3970401,Wood / Sawdust Burning,No,H39704-05-01
H3970401,Efficient Wood Burning,No,H39704-05-01
H3970401,Charcoal,No,H39704-05-01
H3970401,Other Biomass Burning,No,H39704-05-01
H3970401,Open fire,Yes,H39704-05-01
H3970401,Other (specify),No,H39704-05-01
H3970501,Electric,No,H39705-05-01
H3970501,lpg,No,H39705-05-01
H3970501,Kerosene,No,H39705-05-01
H3970501,Wood / Sawdust Burning,No,H39705-05-01
H3970501,Efficient Wood Burning,No,H39705-05-01
H3970501,Charcoal,No,H39705-05-01
H3970501,Other Biomass Burning,No,H39705-05-01
H3970501,Open fire,Yes,H39705-05-01
H3970501,Other (specify),No,H39705-05-01
H3970601,Electric,No,H39706-05-01
H3970601,lpg,No,H39706-05-01
H3970601,Kerosene,No,H39706-05-01
H3970601,Wood / Sawdust Burning,No,H39706-05-01
H3970601,Efficient Wood Burning,No,H39706-05-01
H3970601,Charcoal,No,H39706-05-01
H3970601,Other Biomass Burning,No,H39706-05-01
H3970601,Open fire,Yes,H39706-05-01
H3970601,Other (specify),No,H39706-05-01
H3970701,Electric,No,H39707-05-01
H3970701,lpg,No,H39707-05-01
H3970701,Kerosene,No,H39707-05-01
H3970701,Wood / Sawdust Burning,No,H39707-05-01
H3970701,Efficient Wood Burning,No,H39707-05-01
H3970701,Charcoal,No,H39707-05-01
H3970701,Other Biomass Burning,No,H39707-05-01
H3970701,Open fire,Yes,H39707-05-01
H3970701,Other (specify),No,H39707-05-01
H3970801,Electric,No,H39708-05-01
H3970801,lpg,No,H39708-05-01
H3970801,Kerosene,No,H39708-05-01
H3970801,Wood / Sawdust Burning,No,H39708-05-01
H3970801,Efficient Wood Burning,No,H39708-05-01
H3970801,Charcoal,No,H39708-05-01
H3970801,Other Biomass Burning,No,H39708-05-01
H3970801,Open fire,No,H39708-05-01
H3970801,Other (specify),No,H39708-05-01
H3970901,Electric,No,H39709-05-01
H3970901,lpg,No,H39709-05-01
H3970901,Kerosene,No,H39709-05-01
H3970901,Wood / Sawdust Burning,No,H39709-05-01
H3970901,Efficient Wood Burning,No,H39709-05-01
H3970901,Charcoal,No,H39709-05-01
H3970901,Other Biomass Burning,No,H39709-05-01
H3970901,Open fire,Yes,H39709-05-01
H3970901,Other (specify),No,H39709-05-01
H3971001,Electric,No,H39710-05-01
H3971001,lpg,No,H39710-05-01
H3971001,Kerosene,No,H39710-05-01
H3971001,Wood / Sawdust Burning,No,H39710-05-01
H3971001,Efficient Wood Burning,No,H39710-05-01
H3971001,Charcoal,No,H39710-05-01
H3971001,Other Biomass Burning,No,H39710-05-01
H3971001,Open fire,Yes,H39710-05-01
H3971001,Other (specify),No,H39710-05-01
H3980101,Electric,No,H39801-05-01
H3980101,lpg,No,H39801-05-01
H3980101,Kerosene,No,H39801-05-01
H3980101,Wood / Sawdust Burning,No,H39801-05-01
H3980101,Efficient Wood Burning,No,H39801-05-01
H3980101,Charcoal,No,H39801-05-01
H3980101,Other Biomass Burning,No,H39801-05-01
H3980101,Open fire,Yes,H39801-05-01
H3980101,Other (specify),No,H39801-05-01
H3980201,Electric,No,H39802-05-01
H3980201,lpg,No,H39802-05-01
H3980201,Kerosene,No,H39802-05-01
H3980201,Wood / Sawdust Burning,No,H39802-05-01
H3980201,Efficient Wood Burning,No,H39802-05-01
H3980201,Charcoal,No,H39802-05-01
H3980201,Other Biomass Burning,No,H39802-05-01
H3980201,Open fire,Yes,H39802-05-01
H3980201,Other (specify),No,H39802-05-01
H3980301,Electric,No,H39803-05-01
H3980301,lpg,No,H39803-05-01
H3980301,Kerosene,No,H39803-05-01
H3980301,Wood / Sawdust Burning,No,H39803-05-01
H3980301,Efficient Wood Burning,No,H39803-05-01
H3980301,Charcoal,No,H39803-05-01
H3980301,Other Biomass Burning,No,H39803-05-01
H3980301,Open fire,Yes,H39803-05-01
H3980301,Other (specify),No,H39803-05-01
H3980401,Electric,No,H39804-05-01
H3980401,lpg,No,H39804-05-01
H3980401,Kerosene,No,H39804-05-01
H3980401,Wood / Sawdust Burning,No,H39804-05-01
H3980401,Efficient Wood Burning,No,H39804-05-01
H3980401,Charcoal,No,H39804-05-01
H3980401,Other Biomass Burning,No,H39804-05-01
H3980401,Open fire,Yes,H39804-05-01
H3980401,Other (specify),No,H39804-05-01
H3980501,Electric,No,H39805-05-01
H3980501,lpg,No,H39805-05-01
H3980501,Kerosene,No,H39805-05-01
H3980501,Wood / Sawdust Burning,No,H39805-05-01
H3980501,Efficient Wood Burning,No,H39805-05-01
H3980501,Charcoal,No,H39805-05-01
H3980501,Other Biomass Burning,No,H39805-05-01
H3980501,Open fire,Yes,H39805-05-01
H3980501,Other (specify),No,H39805-05-01
H3980601,Electric,No,H39806-05-01
H3980601,lpg,No,H39806-05-01
H3980601,Kerosene,No,H39806-05-01
H3980601,Wood / Sawdust Burning,No,H39806-05-01
H3980601,Efficient Wood Burning,No,H39806-05-01
H3980601,Charcoal,No,H39806-05-01
H3980601,Other Biomass Burning,No,H39806-05-01
H3980601,Open fire,Yes,H39806-05-01
H3980601,Other (specify),No,H39806-05-01
H3980701,Electric,No,H39807-05-01
H3980701,lpg,No,H39807-05-01
H3980701,Kerosene,No,H39807-05-01
H3980701,Wood / Sawdust Burning,No,H39807-05-01
H3980701,Efficient Wood Burning,No,H39807-05-01
H3980701,Charcoal,No,H39807-05-01
H3980701,Other Biomass Burning,No,H39807-05-01
H3980701,Open fire,Yes,H39807-05-01
H3980701,Other (specify),No,H39807-05-01
H3980801,Electric,No,H39808-05-01
H3980801,lpg,No,H39808-05-01
H3980801,Kerosene,No,H39808-05-01
H3980801,Wood / Sawdust Burning,No,H39808-05-01
H3980801,Efficient Wood Burning,No,H39808-05-01
H3980801,Charcoal,No,H39808-05-01
H3980801,Other Biomass Burning,No,H39808-05-01
H3980801,Open fire,Yes,H39808-05-01
H3980801,Other (specify),No,H39808-05-01
H3980901,Electric,No,H39809-05-01
H3980901,lpg,No,H39809-05-01
H3980901,Kerosene,No,H39809-05-01
H3980901,Wood / Sawdust Burning,No,H39809-05-01
H3980901,Efficient Wood Burning,No,H39809-05-01
H3980901,Charcoal,No,H39809-05-01
H3980901,Other Biomass Burning,No,H39809-05-01
H3980901,Open fire,Yes,H39809-05-01
H3980901,Other (specify),No,H39809-05-01
H3981001,Electric,No,H39810-05-01
H3981001,lpg,No,H39810-05-01
H3981001,Kerosene,No,H39810-05-01
H3981001,Wood / Sawdust Burning,No,H39810-05-01
H3981001,Efficient Wood Burning,No,H39810-05-01
H3981001,Charcoal,No,H39810-05-01
H3981001,Other Biomass Burning,No,H39810-05-01
H3981001,Open fire,Yes,H39810-05-01
H3981001,Other (specify),No,H39810-05-01
H3990101,Electric,No,H39901-05-01
H3990101,lpg,No,H39901-05-01
H3990101,Kerosene,No,H39901-05-01
H3990101,Wood / Sawdust Burning,No,H39901-05-01
H3990101,Efficient Wood Burning,No,H39901-05-01
H3990101,Charcoal,No,H39901-05-01
H3990101,Other Biomass Burning,No,H39901-05-01
H3990101,Open fire,Yes,H39901-05-01
H3990101,Other (specify),No,H39901-05-01
H3990201,Electric,No,H39902-05-01
H3990201,lpg,No,H39902-05-01
H3990201,Kerosene,Yes,H39902-05-01
H3990201,Wood / Sawdust Burning,No,H39902-05-01
H3990201,Efficient Wood Burning,No,H39902-05-01
H3990201,Charcoal,No,H39902-05-01
H3990201,Other Biomass Burning,No,H39902-05-01
H3990201,Open fire,Yes,H39902-05-01
H3990201,Other (specify),No,H39902-05-01
H3990301,Electric,No,H39903-05-01
H3990301,lpg,No,H39903-05-01
H3990301,Kerosene,Yes,H39903-05-01
H3990301,Wood / Sawdust Burning,No,H39903-05-01
H3990301,Efficient Wood Burning,No,H39903-05-01
H3990301,Charcoal,No,H39903-05-01
H3990301,Other Biomass Burning,No,H39903-05-01
H3990301,Open fire,Yes,H39903-05-01
H3990301,Other (specify),No,H39903-05-01
H3990401,Electric,No,H39904-05-01
H3990401,lpg,No,H39904-05-01
H3990401,Kerosene,No,H39904-05-01
H3990401,Wood / Sawdust Burning,No,H39904-05-01
H3990401,Efficient Wood Burning,No,H39904-05-01
H3990401,Charcoal,No,H39904-05-01
H3990401,Other Biomass Burning,No,H39904-05-01
H3990401,Open fire,Yes,H39904-05-01
H3990401,Other (specify),No,H39904-05-01
H3990501,Electric,No,H39905-05-01
H3990501,lpg,No,H39905-05-01
H3990501,Kerosene,No,H39905-05-01
H3990501,Wood / Sawdust Burning,No,H39905-05-01
H3990501,Efficient Wood Burning,No,H39905-05-01
H3990501,Charcoal,No,H39905-05-01
H3990501,Other Biomass Burning,No,H39905-05-01
H3990501,Open fire,Yes,H39905-05-01
H3990501,Other (specify),No,H39905-05-01
H3990601,Electric,No,H39906-05-01
H3990601,lpg,No,H39906-05-01
H3990601,Kerosene,No,H39906-05-01
H3990601,Wood / Sawdust Burning,No,H39906-05-01
H3990601,Efficient Wood Burning,No,H39906-05-01
H3990601,Charcoal,No,H39906-05-01
H3990601,Other Biomass Burning,No,H39906-05-01
H3990601,Open fire,Yes,H39906-05-01
H3990601,Other (specify),No,H39906-05-01
H3990701,Electric,No,H39907-05-01
H3990701,lpg,No,H39907-05-01
H3990701,Kerosene,No,H39907-05-01
H3990701,Wood / Sawdust Burning,No,H39907-05-01
H3990701,Efficient Wood Burning,No,H39907-05-01
H3990701,Charcoal,No,H39907-05-01
H3990701,Other Biomass Burning,No,H39907-05-01
H3990701,Open fire,Yes,H39907-05-01
H3990701,Other (specify),No,H39907-05-01
H3990801,Electric,No,H39908-05-01
H3990801,lpg,No,H39908-05-01
H3990801,Kerosene,No,H39908-05-01
H3990801,Wood / Sawdust Burning,No,H39908-05-01
H3990801,Efficient Wood Burning,No,H39908-05-01
H3990801,Charcoal,No,H39908-05-01
H3990801,Other Biomass Burning,No,H39908-05-01
H3990801,Open fire,Yes,H39908-05-01
H3990801,Other (specify),No,H39908-05-01
H3990901,Electric,No,H39909-05-01
H3990901,lpg,No,H39909-05-01
H3990901,Kerosene,No,H39909-05-01
H3990901,Wood / Sawdust Burning,No,H39909-05-01
H3990901,Efficient Wood Burning,No,H39909-05-01
H3990901,Charcoal,No,H39909-05-01
H3990901,Other Biomass Burning,No,H39909-05-01
H3990901,Open fire,Yes,H39909-05-01
H3990901,Other (specify),No,H39909-05-01
H3991001,Electric,No,H39910-05-01
H3991001,lpg,No,H39910-05-01
H3991001,Kerosene,Yes,H39910-05-01
H3991001,Wood / Sawdust Burning,No,H39910-05-01
H3991001,Efficient Wood Burning,No,H39910-05-01
H3991001,Charcoal,No,H39910-05-01
H3991001,Other Biomass Burning,No,H39910-05-01
H3991001,Open fire,Yes,H39910-05-01
H3991001,Other (specify),No,H39910-05-01
H4000101,Electric,No,H40001-05-01
H4000101,lpg,No,H40001-05-01
H4000101,Kerosene,No,H40001-05-01
H4000101,Wood / Sawdust Burning,No,H40001-05-01
H4000101,Efficient Wood Burning,No,H40001-05-01
H4000101,Charcoal,No,H40001-05-01
H4000101,Other Biomass Burning,No,H40001-05-01
H4000101,Open fire,Yes,H40001-05-01
H4000101,Other (specify),No,H40001-05-01
H4000201,Electric,No,H40002-05-01
H4000201,lpg,No,H40002-05-01
H4000201,Kerosene,No,H40002-05-01
H4000201,Wood / Sawdust Burning,No,H40002-05-01
H4000201,Efficient Wood Burning,No,H40002-05-01
H4000201,Charcoal,No,H40002-05-01
H4000201,Other Biomass Burning,No,H40002-05-01
H4000201,Open fire,Yes,H40002-05-01
H4000201,Other (specify),No,H40002-05-01
H4000301,Electric,No,H40003-05-01
H4000301,lpg,No,H40003-05-01
H4000301,Kerosene,No,H40003-05-01
H4000301,Wood / Sawdust Burning,No,H40003-05-01
H4000301,Efficient Wood Burning,No,H40003-05-01
H4000301,Charcoal,No,H40003-05-01
H4000301,Other Biomass Burning,No,H40003-05-01
H4000301,Open fire,Yes,H40003-05-01
H4000301,Other (specify),No,H40003-05-01
H4000401,Electric,No,H40004-05-01
H4000401,lpg,No,H40004-05-01
H4000401,Kerosene,No,H40004-05-01
H4000401,Wood / Sawdust Burning,No,H40004-05-01
H4000401,Efficient Wood Burning,No,H40004-05-01
H4000401,Charcoal,No,H40004-05-01
H4000401,Other Biomass Burning,No,H40004-05-01
H4000401,Open fire,Yes,H40004-05-01
H4000401,Other (specify),No,H40004-05-01
H4000501,Electric,No,H40005-05-01
H4000501,lpg,No,H40005-05-01
H4000501,Kerosene,No,H40005-05-01
H4000501,Wood / Sawdust Burning,No,H40005-05-01
H4000501,Efficient Wood Burning,No,H40005-05-01
H4000501,Charcoal,No,H40005-05-01
H4000501,Other Biomass Burning,No,H40005-05-01
H4000501,Open fire,Yes,H40005-05-01
H4000501,Other (specify),No,H40005-05-01
H4000601,Electric,No,H40006-05-01
H4000601,lpg,No,H40006-05-01
H4000601,Kerosene,No,H40006-05-01
H4000601,Wood / Sawdust Burning,No,H40006-05-01
H4000601,Efficient Wood Burning,No,H40006-05-01
H4000601,Charcoal,No,H40006-05-01
H4000601,Other Biomass Burning,No,H40006-05-01
H4000601,Open fire,Yes,H40006-05-01
H4000601,Other (specify),No,H40006-05-01
H4000701,Electric,No,H40007-05-01
H4000701,lpg,No,H40007-05-01
H4000701,Kerosene,No,H40007-05-01
H4000701,Wood / Sawdust Burning,No,H40007-05-01
H4000701,Efficient Wood Burning,No,H40007-05-01
H4000701,Charcoal,No,H40007-05-01
H4000701,Other Biomass Burning,No,H40007-05-01
H4000701,Open fire,Yes,H40007-05-01
H4000701,Other (specify),No,H40007-05-01
H4000801,Electric,No,H40008-05-01
H4000801,lpg,No,H40008-05-01
H4000801,Kerosene,No,H40008-05-01
H4000801,Wood / Sawdust Burning,No,H40008-05-01
H4000801,Efficient Wood Burning,No,H40008-05-01
H4000801,Charcoal,No,H40008-05-01
H4000801,Other Biomass Burning,No,H40008-05-01
H4000801,Open fire,Yes,H40008-05-01
H4000801,Other (specify),No,H40008-05-01
H4000901,Electric,No,H40009-05-01
H4000901,lpg,No,H40009-05-01
H4000901,Kerosene,No,H40009-05-01
H4000901,Wood / Sawdust Burning,No,H40009-05-01
H4000901,Efficient Wood Burning,No,H40009-05-01
H4000901,Charcoal,No,H40009-05-01
H4000901,Other Biomass Burning,No,H40009-05-01
H4000901,Open fire,Yes,H40009-05-01
H4000901,Other (specify),No,H40009-05-01
H4001001,Electric,No,H40010-05-01
H4001001,lpg,No,H40010-05-01
H4001001,Kerosene,No,H40010-05-01
H4001001,Wood / Sawdust Burning,No,H40010-05-01
H4001001,Efficient Wood Burning,No,H40010-05-01
H4001001,Charcoal,No,H40010-05-01
H4001001,Other Biomass Burning,No,H40010-05-01
H4001001,Open fire,Yes,H40010-05-01
H4001001,Other (specify),No,H40010-05-01
H4010101,Electric,No,H40101-05-01
H4010101,lpg,No,H40101-05-01
H4010101,Kerosene,No,H40101-05-01
H4010101,Wood / Sawdust Burning,No,H40101-05-01
H4010101,Efficient Wood Burning,No,H40101-05-01
H4010101,Charcoal,No,H40101-05-01
H4010101,Other Biomass Burning,No,H40101-05-01
H4010101,Open fire,Yes,H40101-05-01
H4010101,Other (specify),No,H40101-05-01
H4010201,Electric,No,H40102-05-01
H4010201,lpg,No,H40102-05-01
H4010201,Kerosene,No,H40102-05-01
H4010201,Wood / Sawdust Burning,No,H40102-05-01
H4010201,Efficient Wood Burning,No,H40102-05-01
H4010201,Charcoal,No,H40102-05-01
H4010201,Other Biomass Burning,No,H40102-05-01
H4010201,Open fire,Yes,H40102-05-01
H4010201,Other (specify),No,H40102-05-01
H4010301,Electric,No,H40103-05-01
H4010301,lpg,No,H40103-05-01
H4010301,Kerosene,No,H40103-05-01
H4010301,Wood / Sawdust Burning,No,H40103-05-01
H4010301,Efficient Wood Burning,No,H40103-05-01
H4010301,Charcoal,No,H40103-05-01
H4010301,Other Biomass Burning,No,H40103-05-01
H4010301,Open fire,Yes,H40103-05-01
H4010301,Other (specify),No,H40103-05-01
H4010401,Electric,No,H40104-05-01
H4010401,lpg,No,H40104-05-01
H4010401,Kerosene,No,H40104-05-01
H4010401,Wood / Sawdust Burning,No,H40104-05-01
H4010401,Efficient Wood Burning,No,H40104-05-01
H4010401,Charcoal,No,H40104-05-01
H4010401,Other Biomass Burning,No,H40104-05-01
H4010401,Open fire,Yes,H40104-05-01
H4010401,Other (specify),No,H40104-05-01
H4010501,Electric,No,H40105-05-01
H4010501,lpg,No,H40105-05-01
H4010501,Kerosene,No,H40105-05-01
H4010501,Wood / Sawdust Burning,No,H40105-05-01
H4010501,Efficient Wood Burning,No,H40105-05-01
H4010501,Charcoal,No,H40105-05-01
H4010501,Other Biomass Burning,No,H40105-05-01
H4010501,Open fire,Yes,H40105-05-01
H4010501,Other (specify),No,H40105-05-01
H4010601,Electric,No,H40106-05-01
H4010601,lpg,No,H40106-05-01
H4010601,Kerosene,No,H40106-05-01
H4010601,Wood / Sawdust Burning,No,H40106-05-01
H4010601,Efficient Wood Burning,No,H40106-05-01
H4010601,Charcoal,No,H40106-05-01
H4010601,Other Biomass Burning,No,H40106-05-01
H4010601,Open fire,Yes,H40106-05-01
H4010601,Other (specify),No,H40106-05-01
H4010701,Electric,No,H40107-05-01
H4010701,lpg,No,H40107-05-01
H4010701,Kerosene,No,H40107-05-01
H4010701,Wood / Sawdust Burning,No,H40107-05-01
H4010701,Efficient Wood Burning,No,H40107-05-01
H4010701,Charcoal,No,H40107-05-01
H4010701,Other Biomass Burning,No,H40107-05-01
H4010701,Open fire,Yes,H40107-05-01
H4010701,Other (specify),No,H40107-05-01
H4010801,Electric,No,H40108-05-01
H4010801,lpg,No,H40108-05-01
H4010801,Kerosene,No,H40108-05-01
H4010801,Wood / Sawdust Burning,No,H40108-05-01
H4010801,Efficient Wood Burning,No,H40108-05-01
H4010801,Charcoal,No,H40108-05-01
H4010801,Other Biomass Burning,No,H40108-05-01
H4010801,Open fire,Yes,H40108-05-01
H4010801,Other (specify),No,H40108-05-01
H4010901,Electric,No,H40109-05-01
H4010901,lpg,No,H40109-05-01
H4010901,Kerosene,No,H40109-05-01
H4010901,Wood / Sawdust Burning,No,H40109-05-01
