hhid,h10q13,h10q14,h10q15a,h10q15b,h10q15c,h10q16,h10q17a,h10q17b,h10q17c,hh
H2620104,Electricity,No,,,,,,,,H26201-05-04
H2620104,Crop Residue,No,,,,,,,,H26201-05-04
H2620104,Dung,No,,,,,,,,H26201-05-04
H2620104,Charcoal,No,,,,,,,,H26201-05-04
H2620104,lpg,No,,,,,,,,H26201-05-04
H2620105,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26201-05-05
H2620105,Kerosene,No,,,,,,,,H26201-05-05
H2620105,Electricity,No,,,,,,,,H26201-05-05
H2620105,Crop Residue,No,,,,,,,,H26201-05-05
H2620105,lpg,No,,,,,,,,H26201-05-05
H2620105,Charcoal,No,,,,,,,,H26201-05-05
H2620105,Solar,No,,,,,,,,H26201-05-05
H2620105,Dung,No,,,,,,,,H26201-05-05
H2620106,Electricity,No,,,,,,,,H26201-05-06
H2620106,Kerosene,No,,,,,,,,H26201-05-06
H2620106,Firewood,No,,,,,,,,H26201-05-06
H2620106,lpg,No,,,,,,,,H26201-05-06
H2620106,Charcoal,Yes,Yes,No,No,Gather / collect from village,,,,H26201-05-06
H2620106,Solar,No,No,Yes,No,,,,,H26201-05-06
H2620106,Crop Residue,No,,,,,,,,H26201-05-06
H2620106,Dung,No,,,,,,,,H26201-05-06
H2620107,Charcoal,No,,,,,,,,H26201-05-07
H2620107,Kerosene,No,,,,,,,,H26201-05-07
H2620107,Solar,Yes,No,Yes,No,,,,,H26201-05-07
H2620107,Electricity,No,,,,,,,,H26201-05-07
H2620107,lpg,No,,,,,,,,H26201-05-07
H2620107,Dung,No,,,,,,,,H26201-05-07
H2620107,Crop Residue,No,,,,,,,,H26201-05-07
H2620107,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H26201-05-07
H2620201,Firewood,Yes,Yes,No,No,Purchase from marketplace,12000.0,8.0,Bundle - big,H26202-05-01
H2620201,Kerosene,Yes,No,Yes,No,Purchase from shop,3300.0,1.0,Litre,H26202-05-01
H2620201,Crop Residue,No,,,,,,,,H26202-05-01
H2620201,Electricity,No,,,,,,,,H26202-05-01
H2620201,Solar,No,,,,,,,,H26202-05-01
H2620201,Charcoal,No,,,,,,,,H26202-05-01
H2620201,Dung,No,,,,,,,,H26202-05-01
H2620201,lpg,No,,,,,,,,H26202-05-01
H2620301,Crop Residue,No,,,,,,,,H26203-05-01
H2620301,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26203-05-01
H2620301,Solar,No,,,,,,,,H26203-05-01
H2620301,lpg,No,,,,,,,,H26203-05-01
H2620301,Charcoal,No,,,,,,,,H26203-05-01
H2620301,Dung,No,,,,,,,,H26203-05-01
H2620301,Kerosene,Yes,No,Yes,No,Purchase from marketplace,3200.0,1.0,Litre,H26203-05-01
H2620301,Electricity,No,,,,,,,,H26203-05-01
H2620302,Dung,No,,,,,,,,H26203-05-02
H2620302,Solar,No,,,,,,,,H26203-05-02
H2620302,Electricity,No,,,,,,,,H26203-05-02
H2620302,lpg,No,,,,,,,,H26203-05-02
H2620302,Charcoal,No,,,,,,,,H26203-05-02
H2620302,Crop Residue,No,,,,,,,,H26203-05-02
H2620302,Kerosene,Yes,No,Yes,No,Purchase from marketplace,1600.0,0.5,Litre,H26203-05-02
H2620302,Firewood,Yes,Yes,No,No,Purchase from marketplace,24000.0,8.0,Bundle - big,H26203-05-02
H2620303,Kerosene,Yes,No,Yes,No,Purchase from marketplace,3200.0,1.0,Litre,H26203-05-03
H2620303,Charcoal,No,,,,,,,,H26203-05-03
H2620303,Dung,No,,,,,,,,H26203-05-03
H2620303,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26203-05-03
H2620303,lpg,No,,,,,,,,H26203-05-03
H2620303,Electricity,No,,,,,,,,H26203-05-03
H2620303,Crop Residue,No,,,,,,,,H26203-05-03
H2620303,Solar,No,,,,,,,,H26203-05-03
H2620304,lpg,No,,,,,,,,H26203-05-04
H2620304,Solar,Yes,No,Yes,No,,,,,H26203-05-04
H2620304,Firewood,No,,,,,,,,H26203-05-04
H2620304,Crop Residue,No,,,,,,,,H26203-05-04
H2620304,Electricity,No,,,,,,,,H26203-05-04
H2620304,Dung,No,,,,,,,,H26203-05-04
H2620304,Charcoal,Yes,Yes,No,No,Purchase from marketplace,25000.0,1.0,Sack (80kgs),H26203-05-04
H2620304,Kerosene,Yes,No,Yes,No,Purchase from shop,3100.0,1.0,Litre,H26203-05-04
H2620401,Dung,No,,,,,,,,H26204-05-01
H2620401,Charcoal,No,,,,,,,,H26204-05-01
H2620401,lpg,No,,,,,,,,H26204-05-01
H2620401,Solar,Yes,No,Yes,No,,,,,H26204-05-01
H2620401,Kerosene,No,,,,,,,,H26204-05-01
H2620401,Crop Residue,No,,,,,,,,H26204-05-01
H2620401,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H26204-05-01
H2620401,Electricity,No,,,,,,,,H26204-05-01
H2620501,lpg,No,,,,,,,,H26205-05-01
H2620501,Charcoal,No,,,,,,,,H26205-05-01
H2620501,Crop Residue,No,,,,,,,,H26205-05-01
H2620501,Solar,No,,,,,,,,H26205-05-01
H2620501,Dung,No,,,,,,,,H26205-05-01
H2620501,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H26205-05-01
H2620501,Kerosene,Yes,No,Yes,No,Purchase from shop,1500.0,0.5,Litre,H26205-05-01
H2620501,Electricity,No,,,,,,,,H26205-05-01
H2620601,Charcoal,No,,,,,,,,H26206-05-01
H2620601,Firewood,Yes,Yes,No,No,Purchase from marketplace,24000.0,4.0,Bundle - big,H26206-05-01
H2620601,lpg,No,,,,,,,,H26206-05-01
H2620601,Electricity,No,,,,,,,,H26206-05-01
H2620601,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H26206-05-01
H2620601,Solar,No,,,,,,,,H26206-05-01
H2620601,Crop Residue,No,,,,,,,,H26206-05-01
H2620601,Dung,No,,,,,,,,H26206-05-01
H2620602,Solar,Yes,No,Yes,No,,,,,H26206-05-02
H2620602,lpg,No,,,,,,,,H26206-05-02
H2620602,Kerosene,No,,,,,,,,H26206-05-02
H2620602,Charcoal,No,,,,,,,,H26206-05-02
H2620602,Firewood,Yes,Yes,No,No,Purchase from marketplace,16000.0,4.0,Bundle - big,H26206-05-02
H2620602,Crop Residue,No,,,,,,,,H26206-05-02
H2620602,Electricity,No,,,,,,,,H26206-05-02
H2620602,Dung,No,,,,,,,,H26206-05-02
H2620603,lpg,No,,,,,,,,H26206-05-03
H2620603,Kerosene,Yes,No,Yes,No,Purchase from marketplace,2500.0,1.0,Litre,H26206-05-03
H2620603,Dung,No,,,,,,,,H26206-05-03
H2620603,Solar,No,,,,,,,,H26206-05-03
H2620603,Electricity,No,,,,,,,,H26206-05-03
H2620603,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H26206-05-03
H2620603,Crop Residue,No,,,,,,,,H26206-05-03
H2620603,Charcoal,No,,,,,,,,H26206-05-03
H2620604,Dung,No,,,,,,,,H26206-05-04
H2620604,Charcoal,No,,,,,,,,H26206-05-04
H2620604,lpg,No,,,,,,,,H26206-05-04
H2620604,Firewood,Yes,Yes,No,No,Purchase from marketplace,12000.0,3.0,Bundle - big,H26206-05-04
H2620604,Crop Residue,No,,,,,,,,H26206-05-04
H2620604,Electricity,No,,,,,,,,H26206-05-04
H2620604,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H26206-05-04
H2620604,Solar,No,,,,,,,,H26206-05-04
H2620701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26207-05-01
H2620701,Dung,No,,,,,,,,H26207-05-01
H2620701,Charcoal,Yes,Yes,No,No,Purchase from public utility,20000.0,1.0,Sack (80kgs),H26207-05-01
H2620701,lpg,No,,,,,,,,H26207-05-01
H2620701,Kerosene,Yes,No,Yes,No,Purchase from shop,900.0,0.3,Litre,H26207-05-01
H2620701,Solar,No,,,,,,,,H26207-05-01
H2620701,Electricity,Yes,No,Yes,No,,,,,H26207-05-01
H2620701,Crop Residue,No,,,,,,,,H26207-05-01
H2620702,Dung,No,,,,,,,,H26207-05-02
H2620702,Charcoal,Yes,Yes,No,No,Purchase from marketplace,25000.0,5.0,Plastic basin - 15ltrs,H26207-05-02
H2620702,Crop Residue,No,,,,,,,,H26207-05-02
H2620702,Firewood,No,,,,,,,,H26207-05-02
H2620702,lpg,No,,,,,,,,H26207-05-02
H2620702,Kerosene,No,,,,,,,,H26207-05-02
H2620702,Electricity,Yes,No,Yes,No,,,,,H26207-05-02
H2620702,Solar,No,,,,,,,,H26207-05-02
H2620801,Charcoal,Yes,Yes,No,No,Purchase from marketplace,10000.0,1.0,Sack (50kgs),H26208-05-01
H2620801,Firewood,No,,,,,,,,H26208-05-01
H2620801,Dung,No,,,,,,,,H26208-05-01
H2620801,Crop Residue,No,,,,,,,,H26208-05-01
H2620801,Solar,No,,,,,,,,H26208-05-01
H2620801,Electricity,No,,,,,,,,H26208-05-01
H2620801,Kerosene,No,,,,,,,,H26208-05-01
H2620801,lpg,No,,,,,,,,H26208-05-01
H2620901,Crop Residue,No,,,,,,,,H26209-05-01
H2620901,Dung,No,,,,,,,,H26209-05-01
H2620901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26209-05-01
H2620901,Electricity,No,,,,,,,,H26209-05-01
H2620901,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H26209-05-01
H2620901,Solar,No,,,,,,,,H26209-05-01
H2620901,Charcoal,Yes,Yes,No,No,Purchase from marketplace,16000.0,4.0,Plastic basin - 15ltrs,H26209-05-01
H2620901,lpg,No,,,,,,,,H26209-05-01
H2620902,Dung,No,,,,,,,,H26209-05-02
H2620902,Kerosene,Yes,No,Yes,No,Purchase from public utility,2800.0,1.0,Litre,H26209-05-02
H2620902,Charcoal,No,,,,,,,,H26209-05-02
H2620902,Solar,No,,,,,,,,H26209-05-02
H2620902,lpg,No,,,,,,,,H26209-05-02
H2620902,Crop Residue,No,,,,,,,,H26209-05-02
H2620902,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26209-05-02
H2620902,Electricity,No,,,,,,,,H26209-05-02
H2620903,Kerosene,Yes,No,Yes,No,Purchase from public utility,2000.0,0.5,Litre,H26209-05-03
H2620903,Dung,No,,,,,,,,H26209-05-03
H2620903,lpg,No,,,,,,,,H26209-05-03
H2620903,Solar,No,,,,,,,,H26209-05-03
H2620903,Charcoal,No,,,,,,,,H26209-05-03
H2620903,Electricity,No,,,,,,,,H26209-05-03
H2620903,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26209-05-03
H2620903,Crop Residue,No,,,,,,,,H26209-05-03
H2620904,Crop Residue,No,,,,,,,,H26209-05-04
H2620904,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H26209-05-04
H2620904,Dung,No,,,,,,,,H26209-05-04
H2620904,Electricity,No,,,,,,,,H26209-05-04
H2620904,lpg,No,,,,,,,,H26209-05-04
H2620904,Solar,No,,,,,,,,H26209-05-04
H2620904,Charcoal,Yes,Yes,No,No,Purchase from marketplace,10000.0,1.0,Sack (50kgs),H26209-05-04
H2620904,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26209-05-04
H2620905,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26209-05-05
H2620905,Charcoal,No,,,,,,,,H26209-05-05
H2620905,lpg,No,,,,,,,,H26209-05-05
H2620905,Electricity,No,,,,,,,,H26209-05-05
H2620905,Solar,No,,,,,,,,H26209-05-05
H2620905,Dung,No,,,,,,,,H26209-05-05
H2620905,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H26209-05-05
H2620905,Crop Residue,No,,,,,,,,H26209-05-05
H2620906,Dung,No,,,,,,,,H26209-05-06
H2620906,Charcoal,No,,,,,,,,H26209-05-06
H2620906,Crop Residue,No,,,,,,,,H26209-05-06
H2620906,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26209-05-06
H2620906,Solar,No,,,,,,,,H26209-05-06
H2620906,Kerosene,Yes,No,Yes,No,Purchase from public utility,2800.0,1.0,Litre,H26209-05-06
H2620906,lpg,No,,,,,,,,H26209-05-06
H2620906,Electricity,No,,,,,,,,H26209-05-06
H2620907,Dung,No,,,,,,,,H26209-05-07
H2620907,Electricity,Yes,No,Yes,No,,,,,H26209-05-07
H2620907,Firewood,No,,,,,,,,H26209-05-07
H2620907,Charcoal,No,,,,,,,,H26209-05-07
H2620907,Crop Residue,No,,,,,,,,H26209-05-07
H2620907,lpg,No,,,,,,,,H26209-05-07
H2620907,Solar,No,,,,,,,,H26209-05-07
H2620907,Kerosene,Yes,Yes,No,No,Purchase from public utility,14000.0,5.0,Litre,H26209-05-07
H2621001,Crop Residue,No,,,,,,,,H26210-05-01
H2621001,Charcoal,No,,,,,,,,H26210-05-01
H2621001,Electricity,No,,,,,,,,H26210-05-01
H2621001,Firewood,Yes,Yes,No,No,Purchase from marketplace,56000.0,4.0,Bundle - big,H26210-05-01
H2621001,Solar,Yes,No,Yes,No,,,,,H26210-05-01
H2621001,lpg,No,,,,,,,,H26210-05-01
H2621001,Dung,No,,,,,,,,H26210-05-01
H2621001,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H26210-05-01
H2630201,Electricity,No,,,,,,,,H26302-05-01
H2630201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26302-05-01
H2630201,Dung,No,,,,,,,,H26302-05-01
H2630201,Charcoal,No,,,,,,,,H26302-05-01
H2630201,Kerosene,Yes,No,Yes,No,Purchase from shop,1500.0,500.0,Akendo - big,H26302-05-01
H2630201,lpg,No,,,,,,,,H26302-05-01
H2630201,Crop Residue,No,,,,,,,,H26302-05-01
H2630201,Solar,No,,,,,,,,H26302-05-01
H2630401,Electricity,No,,,,,,,,H26304-05-01
H2630401,Solar,No,,,,,,,,H26304-05-01
H2630401,lpg,No,,,,,,,,H26304-05-01
H2630401,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H26304-05-01
H2630401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26304-05-01
H2630401,Charcoal,No,,,,,,,,H26304-05-01
H2630401,Crop Residue,No,,,,,,,,H26304-05-01
H2630401,Dung,No,,,,,,,,H26304-05-01
H2630501,lpg,No,,,,,,,,H26305-05-01
H2630501,Crop Residue,No,,,,,,,,H26305-05-01
H2630501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26305-05-01
H2630501,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,2.0,Litre,H26305-05-01
H2630501,Dung,No,,,,,,,,H26305-05-01
H2630501,Electricity,No,,,,,,,,H26305-05-01
H2630501,Solar,No,,,,,,,,H26305-05-01
H2630501,Charcoal,No,,,,,,,,H26305-05-01
H2630502,Electricity,No,,,,,,,,H26305-05-02
H2630502,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H26305-05-02
H2630502,Crop Residue,No,,,,,,,,H26305-05-02
H2630502,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26305-05-02
H2630502,lpg,No,,,,,,,,H26305-05-02
H2630502,Charcoal,No,,,,,,,,H26305-05-02
H2630502,Solar,Yes,No,Yes,No,,,,,H26305-05-02
H2630502,Dung,No,,,,,,,,H26305-05-02
H2630601,Solar,No,,,,,,,,H26306-05-01
H2630601,Charcoal,No,,,,,,,,H26306-05-01
H2630601,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,6.0,Akendo - big,H26306-05-01
H2630601,Crop Residue,No,,,,,,,,H26306-05-01
H2630601,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26306-05-01
H2630601,Dung,No,,,,,,,,H26306-05-01
H2630601,lpg,No,,,,,,,,H26306-05-01
H2630601,Electricity,No,,,,,,,,H26306-05-01
H2630701,Electricity,No,,,,,,,,H26307-05-01
H2630701,Crop Residue,No,,,,,,,,H26307-05-01
H2630701,Charcoal,No,,,,,,,,H26307-05-01
H2630701,Kerosene,Yes,No,Yes,No,Purchase from marketplace,2800.0,0.5,Litre,H26307-05-01
H2630701,Solar,No,,,,,,,,H26307-05-01
H2630701,lpg,No,,,,,,,,H26307-05-01
H2630701,Dung,No,,,,,,,,H26307-05-01
H2630701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26307-05-01
H2630801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26308-05-01
H2630801,Kerosene,Yes,No,Yes,No,Purchase from shop,1500.0,0.35,Litre,H26308-05-01
H2630801,Charcoal,No,,,,,,,,H26308-05-01
H2630801,Dung,No,,,,,,,,H26308-05-01
H2630801,Electricity,No,,,,,,,,H26308-05-01
H2630801,lpg,No,,,,,,,,H26308-05-01
H2630801,Solar,No,,,,,,,,H26308-05-01
H2630801,Crop Residue,No,,,,,,,,H26308-05-01
H2630901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26309-05-01
H2630901,Electricity,No,,,,,,,,H26309-05-01
H2630901,Crop Residue,No,,,,,,,,H26309-05-01
H2630901,Kerosene,Yes,No,Yes,No,Purchase from shop,6400.0,2.0,Litre,H26309-05-01
H2630901,Dung,No,,,,,,,,H26309-05-01
H2630901,lpg,No,,,,,,,,H26309-05-01
H2630901,Solar,No,,,,,,,,H26309-05-01
H2630901,Charcoal,No,,,,,,,,H26309-05-01
H2640201,lpg,No,,,,,,,,H26402-05-01
H2640201,Crop Residue,No,,,,,,,,H26402-05-01
H2640201,Charcoal,No,,,,,,,,H26402-05-01
H2640201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26402-05-01
H2640201,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H26402-05-01
H2640201,Electricity,No,,,,,,,,H26402-05-01
H2640201,Dung,No,,,,,,,,H26402-05-01
H2640201,Solar,No,,,,,,,,H26402-05-01
H2640501,Electricity,No,,,,,,,,H26405-05-01
H2640501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26405-05-01
H2640501,Dung,No,,,,,,,,H26405-05-01
H2640501,Solar,Yes,No,Yes,No,,,,,H26405-05-01
H2640501,Charcoal,No,,,,,,,,H26405-05-01
H2640501,Crop Residue,No,,,,,,,,H26405-05-01
H2640501,Kerosene,No,,,,,,,,H26405-05-01
H2640501,lpg,No,,,,,,,,H26405-05-01
H2640502,Solar,Yes,No,Yes,No,,,,,H26405-05-02
H2640502,Dung,No,,,,,,,,H26405-05-02
H2640502,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26405-05-02
H2640502,Electricity,No,,,,,,,,H26405-05-02
H2640502,Charcoal,No,,,,,,,,H26405-05-02
H2640502,Kerosene,No,,,,,,,,H26405-05-02
H2640502,Crop Residue,No,,,,,,,,H26405-05-02
H2640502,lpg,No,,,,,,,,H26405-05-02
H2640601,Charcoal,No,,,,,,,,H26406-05-01
H2640601,Dung,No,,,,,,,,H26406-05-01
H2640601,lpg,No,,,,,,,,H26406-05-01
H2640601,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26406-05-01
H2640601,Solar,No,,,,,,,,H26406-05-01
H2640601,Electricity,No,,,,,,,,H26406-05-01
H2640601,Kerosene,No,,,,,,,,H26406-05-01
H2640601,Crop Residue,No,,,,,,,,H26406-05-01
H2640602,Solar,No,,,,,,,,H26406-05-02
H2640602,Crop Residue,No,,,,,,,,H26406-05-02
H2640602,Charcoal,No,,,,,,,,H26406-05-02
H2640602,Electricity,No,,,,,,,,H26406-05-02
H2640602,lpg,No,,,,,,,,H26406-05-02
H2640602,Dung,No,,,,,,,,H26406-05-02
H2640602,Kerosene,No,,,,,,,,H26406-05-02
H2640602,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26406-05-02
H2640603,Solar,Yes,No,Yes,No,,,,,H26406-05-03
H2640603,Dung,No,,,,,,,,H26406-05-03
H2640603,Electricity,No,,,,,,,,H26406-05-03
H2640603,Charcoal,No,,,,,,,,H26406-05-03
H2640603,Kerosene,No,,,,,,,,H26406-05-03
H2640603,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26406-05-03
H2640603,Crop Residue,No,,,,,,,,H26406-05-03
H2640603,lpg,No,,,,,,,,H26406-05-03
H2640701,Kerosene,No,,,,,,,,H26407-05-01
H2640701,Charcoal,No,,,,,,,,H26407-05-01
H2640701,Solar,No,,,,,,,,H26407-05-01
H2640701,Dung,No,,,,,,,,H26407-05-01
H2640701,Electricity,No,,,,,,,,H26407-05-01
H2640701,lpg,No,,,,,,,,H26407-05-01
H2640701,Crop Residue,No,,,,,,,,H26407-05-01
H2640701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26407-05-01
H2641001,lpg,No,,,,,,,,H26410-05-01
H2641001,Charcoal,No,,,,,,,,H26410-05-01
H2641001,Electricity,No,,,,,,,,H26410-05-01
H2641001,Kerosene,Yes,No,Yes,No,Purchase from shop,5400.0,1.5,Litre,H26410-05-01
H2641001,Dung,No,,,,,,,,H26410-05-01
H2641001,Crop Residue,No,,,,,,,,H26410-05-01
H2641001,Solar,Yes,No,Yes,No,,,,,H26410-05-01
H2641001,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26410-05-01
H2641101,Charcoal,No,,,,,,,,H26411-05-01
H2641101,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26411-05-01
H2641101,lpg,No,,,,,,,,H26411-05-01
H2641101,Crop Residue,No,,,,,,,,H26411-05-01
H2641101,Kerosene,No,,,,,,,,H26411-05-01
H2641101,Electricity,No,,,,,,,,H26411-05-01
H2641101,Solar,No,,,,,,,,H26411-05-01
H2641101,Dung,No,,,,,,,,H26411-05-01
H2641102,Kerosene,No,,,,,,,,H26411-05-02
H2641102,lpg,No,,,,,,,,H26411-05-02
H2641102,Electricity,Yes,No,Yes,No,,,,,H26411-05-02
H2641102,Dung,No,,,,,,,,H26411-05-02
H2641102,Crop Residue,No,,,,,,,,H26411-05-02
H2641102,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26411-05-02
H2641102,Solar,No,,,,,,,,H26411-05-02
H2641102,Charcoal,No,,,,,,,,H26411-05-02
H2641103,Crop Residue,No,,,,,,,,H26411-05-03
H2641103,Dung,No,,,,,,,,H26411-05-03
H2641103,lpg,No,,,,,,,,H26411-05-03
H2641103,Charcoal,No,,,,,,,,H26411-05-03
H2641103,Electricity,No,,,,,,,,H26411-05-03
H2641103,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26411-05-03
H2641103,Kerosene,Yes,No,Yes,No,Purchase from shop,1700.0,0.5,Litre,H26411-05-03
H2641103,Solar,No,,,,,,,,H26411-05-03
H2641104,Electricity,No,,,,,,,,H26411-05-04
H2641104,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26411-05-04
H2641104,Solar,No,,,,,,,,H26411-05-04
H2641104,Dung,No,,,,,,,,H26411-05-04
H2641104,Charcoal,No,,,,,,,,H26411-05-04
H2641104,lpg,No,,,,,,,,H26411-05-04
H2641104,Crop Residue,No,,,,,,,,H26411-05-04
H2641104,Kerosene,No,,,,,,,,H26411-05-04
H2641106,Dung,No,,,,,,,,H26411-05-06
H2641106,Kerosene,No,,,,,,,,H26411-05-06
H2641106,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H26411-05-06
H2641106,Charcoal,No,,,,,,,,H26411-05-06
H2641106,lpg,No,,,,,,,,H26411-05-06
H2641106,Electricity,No,,,,,,,,H26411-05-06
H2641106,Solar,No,,,,,,,,H26411-05-06
H2641106,Crop Residue,No,,,,,,,,H26411-05-06
H2641601,Dung,No,,,,,,,,H26416-05-01
H2641601,Electricity,No,,,,,,,,H26416-05-01
H2641601,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26416-05-01
H2641601,Solar,No,,,,,,,,H26416-05-01
H2641601,lpg,No,,,,,,,,H26416-05-01
H2641601,Crop Residue,No,,,,,,,,H26416-05-01
H2641601,Charcoal,No,,,,,,,,H26416-05-01
H2641601,Kerosene,Yes,No,Yes,No,Purchase from shop,,,,H26416-05-01
H2650101,Crop Residue,No,,,,,,,,H26501-05-01
H2650101,Firewood,Yes,Yes,No,No,Purchase from marketplace,6000.0,3.0,Bundle - medium,H26501-05-01
H2650101,lpg,No,,,,,,,,H26501-05-01
H2650101,Dung,No,,,,,,,,H26501-05-01
H2650101,Kerosene,No,,,,,,,,H26501-05-01
H2650101,Electricity,No,,,,,,,,H26501-05-01
H2650101,Solar,No,,,,,,,,H26501-05-01
H2650101,Charcoal,Yes,Yes,No,No,Purchase from marketplace,4000.0,8.0,Tin - 5ltrs,H26501-05-01
H2650201,Charcoal,Yes,Yes,No,No,Purchase from marketplace,20000.0,1.0,Sack (80kgs),H26502-05-01
H2650201,lpg,No,,,,,,,,H26502-05-01
H2650201,Firewood,Yes,Yes,No,No,Purchase from marketplace,10000.0,4.0,Bundle - medium,H26502-05-01
H2650201,Kerosene,No,,,,,,,,H26502-05-01
H2650201,Electricity,No,,,,,,,,H26502-05-01
H2650201,Crop Residue,No,,,,,,,,H26502-05-01
H2650201,Dung,No,,,,,,,,H26502-05-01
H2650201,Solar,Yes,No,Yes,No,,,,,H26502-05-01
H2650202,Solar,Yes,No,Yes,No,,,,,H26502-05-02
H2650202,Dung,No,,,,,,,,H26502-05-02
H2650202,lpg,No,,,,,,,,H26502-05-02
H2650202,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26502-05-02
H2650202,Electricity,No,,,,,,,,H26502-05-02
H2650202,Kerosene,No,,,,,,,,H26502-05-02
H2650202,Crop Residue,No,,,,,,,,H26502-05-02
H2650202,Charcoal,No,,,,,,,,H26502-05-02
H2650204,Solar,No,,,,,,,,H26502-05-04
H2650204,Kerosene,Yes,No,Yes,No,Purchase from marketplace,800.0,0.25,Litre,H26502-05-04
H2650204,Electricity,No,,,,,,,,H26502-05-04
H2650204,lpg,No,,,,,,,,H26502-05-04
H2650204,Dung,No,,,,,,,,H26502-05-04
H2650204,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26502-05-04
H2650204,Charcoal,No,,,,,,,,H26502-05-04
H2650204,Crop Residue,No,,,,,,,,H26502-05-04
H2650301,Kerosene,Yes,No,Yes,No,Purchase from marketplace,800.0,0.25,Litre,H26503-05-01
H2650301,Solar,No,,,,,,,,H26503-05-01
H2650301,Charcoal,No,,,,,,,,H26503-05-01
H2650301,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H26503-05-01
H2650301,Dung,No,,,,,,,,H26503-05-01
H2650301,Crop Residue,No,,,,,,,,H26503-05-01
H2650301,lpg,No,,,,,,,,H26503-05-01
H2650301,Electricity,No,,,,,,,,H26503-05-01
H2650401,Kerosene,Yes,No,Yes,No,Purchase from marketplace,3000.0,1.0,Litre,H26504-05-01
H2650401,Dung,No,,,,,,,,H26504-05-01
H2650401,Firewood,No,,,,,,,,H26504-05-01
H2650401,lpg,No,,,,,,,,H26504-05-01
H2650401,Electricity,No,,,,,,,,H26504-05-01
H2650401,Crop Residue,No,,,,,,,,H26504-05-01
H2650401,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,30.0,Heap - Small,H26504-05-01
H2650401,Solar,No,,,,,,,,H26504-05-01
H2650501,Crop Residue,No,,,,,,,,H26505-05-01
H2650501,Dung,No,,,,,,,,H26505-05-01
H2650501,Electricity,Yes,No,Yes,No,,,,,H26505-05-01
H2650501,Firewood,Yes,Yes,No,No,Purchase from marketplace,36000.0,12.0,Bundle - big,H26505-05-01
H2650501,lpg,No,,,,,,,,H26505-05-01
H2650501,Solar,No,,,,,,,,H26505-05-01
