hhid,h10q13,h10q14,h10q15a,h10q15b,h10q15c,h10q16,h10q17a,h10q17b,h10q17c,hh
H3540201,lpg,No,,,,,,,,H35402-05-01
H3540201,Charcoal,Yes,Yes,No,No,Purchase from marketplace,4000.0,4.0,Sadolin tin - 3ltrs,H35402-05-01
H3540201,Crop Residue,No,,,,,,,,H35402-05-01
H3540201,Solar,No,,,,,,,,H35402-05-01
H3540201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35402-05-01
H3540201,Kerosene,No,,,,,,,,H35402-05-01
H3540301,Electricity,No,,,,,,,,H35403-05-01
H3540301,Dung,No,,,,,,,,H35403-05-01
H3540301,Solar,Yes,No,Yes,No,,,,,H35403-05-01
H3540301,Kerosene,No,,,,,,,,H35403-05-01
H3540301,Charcoal,Yes,Yes,No,No,Purchase from public utility,3000.0,3.0,Tin - 5ltrs,H35403-05-01
H3540301,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35403-05-01
H3540301,lpg,No,,,,,,,,H35403-05-01
H3540301,Crop Residue,No,,,,,,,,H35403-05-01
H3540401,Kerosene,Yes,No,Yes,No,Purchase from shop,1000.0,0.3,Litre,H35404-05-01
H3540401,Dung,No,,,,,,,,H35404-05-01
H3540401,lpg,No,,,,,,,,H35404-05-01
H3540401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35404-05-01
H3540401,Electricity,No,,,,,,,,H35404-05-01
H3540401,Solar,No,,,,,,,,H35404-05-01
H3540401,Crop Residue,No,,,,,,,,H35404-05-01
H3540401,Charcoal,No,,,,,,,,H35404-05-01
H3540501,Crop Residue,No,,,,,,,,H35405-05-01
H3540501,lpg,No,,,,,,,,H35405-05-01
H3540501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35405-05-01
H3540501,Charcoal,No,,,,,,,,H35405-05-01
H3540501,Dung,No,,,,,,,,H35405-05-01
H3540501,Solar,No,,,,,,,,H35405-05-01
H3540501,Electricity,No,,,,,,,,H35405-05-01
H3540501,Kerosene,Yes,No,Yes,No,Purchase from shop,6000.0,30.0,Akendo - big,H35405-05-01
H3540601,Kerosene,No,,,,,,,,H35406-05-01
H3540601,Solar,No,,,,,,,,H35406-05-01
H3540601,lpg,No,,,,,,,,H35406-05-01
H3540601,Charcoal,Yes,Yes,No,No,Purchase from marketplace,4000.0,4.0,Sadolin tin - 3ltrs,H35406-05-01
H3540601,Firewood,No,,,,,,,,H35406-05-01
H3540601,Crop Residue,No,,,,,,,,H35406-05-01
H3540601,Dung,No,,,,,,,,H35406-05-01
H3540601,Electricity,No,,,,,,,,H35406-05-01
H3540602,Crop Residue,No,,,,,,,,H35406-05-02
H3540602,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H35406-05-02
H3540602,Kerosene,Yes,No,Yes,No,Purchase from shop,2800.0,1.0,Litre,H35406-05-02
H3540602,Solar,No,,,,,,,,H35406-05-02
H3540602,Charcoal,Yes,Yes,No,No,Purchase from marketplace,6000.0,0.5,Sack (80kgs),H35406-05-02
H3540602,lpg,No,,,,,,,,H35406-05-02
H3540602,Dung,No,,,,,,,,H35406-05-02
H3540602,Electricity,No,,,,,,,,H35406-05-02
H3540701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35407-05-01
H3540701,Charcoal,No,,,,,,,,H35407-05-01
H3540701,Crop Residue,No,,,,,,,,H35407-05-01
H3540701,Electricity,No,,,,,,,,H35407-05-01
H3540701,Dung,No,,,,,,,,H35407-05-01
H3540701,Solar,Yes,No,Yes,No,,,,,H35407-05-01
H3540701,lpg,No,,,,,,,,H35407-05-01
H3540701,Kerosene,Yes,No,Yes,No,Purchase from shop,1000.0,2.0,Akendo - big,H35407-05-01
H3540801,Dung,No,,,,,,,,H35408-05-01
H3540801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35408-05-01
H3540801,Electricity,No,,,,,,,,H35408-05-01
H3540801,lpg,No,,,,,,,,H35408-05-01
H3540801,Solar,No,,,,,,,,H35408-05-01
H3540801,Charcoal,Yes,Yes,No,No,Gather / collect from own land,,,,H35408-05-01
H3540801,Crop Residue,No,,,,,,,,H35408-05-01
H3540801,Kerosene,Yes,No,Yes,No,Purchase from shop,3600.0,1.0,Litre,H35408-05-01
H3540901,Charcoal,No,,,,,,,,H35409-05-01
H3540901,Kerosene,Yes,No,Yes,No,Purchase from shop,3600.0,1.0,Litre,H35409-05-01
H3540901,Solar,No,,,,,,,,H35409-05-01
H3540901,Electricity,No,,,,,,,,H35409-05-01
H3540901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35409-05-01
H3540901,lpg,No,,,,,,,,H35409-05-01
H3540901,Dung,No,,,,,,,,H35409-05-01
H3540901,Crop Residue,No,,,,,,,,H35409-05-01
H3541001,Charcoal,No,,,,,,,,H35410-05-01
H3541001,Crop Residue,No,,,,,,,,H35410-05-01
H3541001,Dung,No,,,,,,,,H35410-05-01
H3541001,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35410-05-01
H3541001,Electricity,No,,,,,,,,H35410-05-01
H3541001,lpg,No,,,,,,,,H35410-05-01
H3541001,Kerosene,No,,,,,,,,H35410-05-01
H3541001,Solar,Yes,No,Yes,No,,,,,H35410-05-01
H3550101,Kerosene,Yes,No,Yes,No,Purchase from shop,2000.0,0.5,Litre,H35501-05-01
H3550101,Solar,No,,,,,,,,H35501-05-01
H3550101,Dung,No,,,,,,,,H35501-05-01
H3550101,Crop Residue,No,,,,,,,,H35501-05-01
H3550101,Charcoal,No,,,,,,,,H35501-05-01
H3550101,lpg,No,,,,,,,,H35501-05-01
H3550101,Electricity,No,,,,,,,,H35501-05-01
H3550101,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35501-05-01
H3550201,Crop Residue,No,,,,,,,,H35502-05-01
H3550201,Electricity,No,,,,,,,,H35502-05-01
H3550201,Solar,Yes,No,Yes,No,,,,,H35502-05-01
H3550201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35502-05-01
H3550201,lpg,No,,,,,,,,H35502-05-01
H3550201,Kerosene,No,,,,,,,,H35502-05-01
H3550201,Dung,No,,,,,,,,H35502-05-01
H3550201,Charcoal,No,,,,,,,,H35502-05-01
H3550301,Electricity,No,,,,,,,,H35503-05-01
H3550301,Charcoal,No,,,,,,,,H35503-05-01
H3550301,Solar,No,,,,,,,,H35503-05-01
H3550301,Dung,No,,,,,,,,H35503-05-01
H3550301,Kerosene,Yes,No,Yes,No,Purchase from shop,300.0,3.0,Akendo - small,H35503-05-01
H3550301,lpg,No,,,,,,,,H35503-05-01
H3550301,Crop Residue,No,,,,,,,,H35503-05-01
H3550301,Firewood,No,,,,,,,,H35503-05-01
H3550401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35504-05-01
H3550401,Crop Residue,No,,,,,,,,H35504-05-01
H3550401,Solar,No,,,,,,,,H35504-05-01
H3550401,Kerosene,Yes,Yes,Yes,No,Purchase from shop,2000.0,0.5,Litre,H35504-05-01
H3550401,Charcoal,No,,,,,,,,H35504-05-01
H3550401,Dung,No,,,,,,,,H35504-05-01
H3550401,Electricity,No,,,,,,,,H35504-05-01
H3550401,lpg,No,,,,,,,,H35504-05-01
H3550402,Electricity,Yes,No,Yes,No,,,,,H35504-05-02
H3550402,Firewood,No,,,,,,,,H35504-05-02
H3550402,Kerosene,No,,,,,,,,H35504-05-02
H3550402,lpg,No,,,,,,,,H35504-05-02
H3550402,Solar,No,,,,,,,,H35504-05-02
H3550402,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,30.0,Tin - 5ltrs,H35504-05-02
H3550402,Crop Residue,No,,,,,,,,H35504-05-02
H3550402,Dung,No,,,,,,,,H35504-05-02
H3550501,Charcoal,Yes,Yes,No,No,Purchase from shop,12500.0,0.5,Sack (100kgs),H35505-05-01
H3550501,lpg,No,,,,,,,,H35505-05-01
H3550501,Electricity,No,,,,,,,,H35505-05-01
H3550501,Dung,No,,,,,,,,H35505-05-01
H3550501,Solar,Yes,No,Yes,No,,,,,H35505-05-01
H3550501,Kerosene,Yes,No,Yes,No,Purchase from shop,1000.0,0.25,Litre,H35505-05-01
H3550501,Crop Residue,No,,,,,,,,H35505-05-01
H3550501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35505-05-01
H3550601,Solar,Yes,No,Yes,No,,,,,H35506-05-01
H3550601,Electricity,No,,,,,,,,H35506-05-01
H3550601,Charcoal,No,,,,,,,,H35506-05-01
H3550601,Kerosene,No,,,,,,,,H35506-05-01
H3550601,Crop Residue,No,,,,,,,,H35506-05-01
H3550601,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35506-05-01
H3550601,lpg,No,,,,,,,,H35506-05-01
H3550601,Dung,No,,,,,,,,H35506-05-01
H3550701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35507-05-01
H3550701,Electricity,Yes,No,Yes,No,,,,,H35507-05-01
H3550701,lpg,No,,,,,,,,H35507-05-01
H3550701,Crop Residue,No,,,,,,,,H35507-05-01
H3550701,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H35507-05-01
H3550701,Dung,No,,,,,,,,H35507-05-01
H3550701,Charcoal,No,,,,,,,,H35507-05-01
H3550701,Solar,No,,,,,,,,H35507-05-01
H3550801,Kerosene,Yes,No,Yes,No,Purchase from shop,15000.0,5.0,Litre,H35508-05-01
H3550801,Dung,No,,,,,,,,H35508-05-01
H3550801,lpg,No,,,,,,,,H35508-05-01
H3550801,Crop Residue,No,,,,,,,,H35508-05-01
H3550801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35508-05-01
H3550801,Electricity,No,,,,,,,,H35508-05-01
H3550801,Solar,No,,,,,,,,H35508-05-01
H3550801,Charcoal,No,,,,,,,,H35508-05-01
H3550902,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35509-05-02
H3550902,Solar,No,,,,,,,,H35509-05-02
H3550902,lpg,No,,,,,,,,H35509-05-02
H3550902,Kerosene,Yes,No,Yes,No,Purchase from shop,1000.0,5.0,Akendo - medium,H35509-05-02
H3550902,Charcoal,Yes,Yes,No,No,Purchase on the black market,10000.0,0.25,Sack (100kgs),H35509-05-02
H3550902,Dung,No,,,,,,,,H35509-05-02
H3550902,Electricity,Yes,No,Yes,No,,,,,H35509-05-02
H3550902,Crop Residue,No,,,,,,,,H35509-05-02
H3551001,Charcoal,No,,,,,,,,H35510-05-01
H3551001,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35510-05-01
H3551001,Dung,No,,,,,,,,H35510-05-01
H3551001,Electricity,No,,,,,,,,H35510-05-01
H3551001,Solar,No,,,,,,,,H35510-05-01
H3551001,Kerosene,No,,,,,,,,H35510-05-01
H3551001,lpg,No,,,,,,,,H35510-05-01
H3551001,Crop Residue,No,,,,,,,,H35510-05-01
H3560101,Electricity,No,,,,,,,,H35601-05-01
H3560101,Crop Residue,No,,,,,,,,H35601-05-01
H3560101,Kerosene,Yes,No,Yes,No,Purchase from public utility,4500.0,1.5,Litre,H35601-05-01
H3560101,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35601-05-01
H3560101,lpg,No,,,,,,,,H35601-05-01
H3560101,Solar,No,,,,,,,,H35601-05-01
H3560101,Charcoal,No,,,,,,,,H35601-05-01
H3560101,Dung,No,,,,,,,,H35601-05-01
H3560201,Charcoal,Yes,Yes,No,No,Purchase on the black market,27000.0,1.0,Sack (100kgs),H35602-05-01
H3560201,lpg,No,,,,,,,,H35602-05-01
H3560201,Solar,No,,,,,,,,H35602-05-01
H3560201,Crop Residue,No,,,,,,,,H35602-05-01
H3560201,Dung,No,,,,,,,,H35602-05-01
H3560201,Electricity,Yes,No,Yes,No,,,,,H35602-05-01
H3560201,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H35602-05-01
H3560201,Kerosene,Yes,Yes,Yes,No,Purchase from public utility,6000.0,2.0,Litre,H35602-05-01
H3560301,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35603-05-01
H3560301,Kerosene,Yes,No,Yes,No,Purchase from public utility,2800.0,1.0,Litre,H35603-05-01
H3560301,lpg,No,,,,,,,,H35603-05-01
H3560301,Solar,No,,,,,,,,H35603-05-01
H3560301,Electricity,Yes,No,Yes,No,,,,,H35603-05-01
H3560301,Dung,No,,,,,,,,H35603-05-01
H3560301,Charcoal,No,,,,,,,,H35603-05-01
H3560301,Crop Residue,Yes,Yes,No,No,Gather / collect from village,,,,H35603-05-01
H3560401,Crop Residue,No,,,,,,,,H35604-05-01
H3560401,Solar,No,,,,,,,,H35604-05-01
H3560401,Firewood,No,,,,,,,,H35604-05-01
H3560401,lpg,No,,,,,,,,H35604-05-01
H3560401,Dung,No,,,,,,,,H35604-05-01
H3560401,Electricity,No,,,,,,,,H35604-05-01
H3560401,Charcoal,Yes,Yes,No,No,Purchase from marketplace,15000.0,15.0,Heap - Small,H35604-05-01
H3560401,Kerosene,No,,,,,,,,H35604-05-01
H3560402,lpg,No,,,,,,,,H35604-05-02
H3560402,Firewood,No,,,,,,,,H35604-05-02
H3560402,Electricity,No,,,,,,,,H35604-05-02
H3560402,Crop Residue,No,,,,,,,,H35604-05-02
H3560402,Dung,No,,,,,,,,H35604-05-02
H3560402,Solar,No,,,,,,,,H35604-05-02
H3560402,Kerosene,Yes,No,Yes,No,Purchase from public utility,1500.0,0.5,Litre,H35604-05-02
H3560402,Charcoal,Yes,Yes,No,No,Purchase from marketplace,15000.0,15.0,Heap - Small,H35604-05-02
H3560501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35605-05-01
H3560501,Electricity,No,,,,,,,,H35605-05-01
H3560501,Crop Residue,No,,,,,,,,H35605-05-01
H3560501,lpg,No,,,,,,,,H35605-05-01
H3560501,Charcoal,No,,,,,,,,H35605-05-01
H3560501,Dung,No,,,,,,,,H35605-05-01
H3560501,Kerosene,Yes,No,Yes,No,Purchase from marketplace,2000.0,4.0,Akendo - big,H35605-05-01
H3560501,Solar,No,,,,,,,,H35605-05-01
H3560601,Charcoal,No,,,,,,,,H35606-05-01
H3560601,Electricity,No,,,,,,,,H35606-05-01
H3560601,lpg,No,,,,,,,,H35606-05-01
H3560601,Solar,No,,,,,,,,H35606-05-01
H3560601,Kerosene,Yes,No,Yes,No,Purchase from public utility,4500.0,1.5,Litre,H35606-05-01
H3560601,Dung,No,,,,,,,,H35606-05-01
H3560601,Crop Residue,No,,,,,,,,H35606-05-01
H3560601,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35606-05-01
H3560701,Solar,No,,,,,,,,H35607-05-01
H3560701,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H35607-05-01
H3560701,Kerosene,Yes,No,Yes,No,Purchase from public utility,4500.0,1.5,Litre,H35607-05-01
H3560701,Charcoal,No,,,,,,,,H35607-05-01
H3560701,Electricity,No,,,,,,,,H35607-05-01
H3560701,Crop Residue,No,,,,,,,,H35607-05-01
H3560701,lpg,No,,,,,,,,H35607-05-01
H3560701,Dung,No,,,,,,,,H35607-05-01
H3560801,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H35608-05-01
H3560801,Solar,No,,,,,,,,H35608-05-01
H3560801,lpg,No,,,,,,,,H35608-05-01
H3560801,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H35608-05-01
H3560801,Dung,No,,,,,,,,H35608-05-01
H3560801,Crop Residue,No,,,,,,,,H35608-05-01
H3560801,Electricity,No,,,,,,,,H35608-05-01
H3560801,Charcoal,Yes,Yes,No,No,Purchase from marketplace,20000.0,20.0,Heap - Small,H35608-05-01
H3560901,Kerosene,Yes,No,Yes,No,Purchase from shop,6000.0,12.0,Akendo - big,H35609-05-01
H3560901,Charcoal,No,,,,,,,,H35609-05-01
H3560901,lpg,No,,,,,,,,H35609-05-01
H3560901,Dung,No,,,,,,,,H35609-05-01
H3560901,Solar,No,,,,,,,,H35609-05-01
H3560901,Crop Residue,Yes,Yes,No,No,Gather / collect from village,,,,H35609-05-01
H3560901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35609-05-01
H3560901,Electricity,No,,,,,,,,H35609-05-01
H3561001,Charcoal,No,,,,,,,,H35610-05-01
H3561001,Dung,No,,,,,,,,H35610-05-01
H3561001,Crop Residue,No,,,,,,,,H35610-05-01
H3561001,lpg,No,,,,,,,,H35610-05-01
H3561001,Kerosene,Yes,No,Yes,No,Purchase from shop,3200.0,1.0,Litre,H35610-05-01
H3561001,Electricity,No,,,,,,,,H35610-05-01
H3561001,Firewood,Yes,Yes,No,No,Purchase on the black market,6000.0,2.0,Bundle - big,H35610-05-01
H3561001,Solar,No,,,,,,,,H35610-05-01
H3561002,Dung,No,,,,,,,,H35610-05-02
H3561002,Electricity,No,,,,,,,,H35610-05-02
H3561002,Crop Residue,No,,,,,,,,H35610-05-02
H3561002,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35610-05-02
H3561002,Solar,No,,,,,,,,H35610-05-02
H3561002,lpg,No,,,,,,,,H35610-05-02
H3561002,Kerosene,Yes,No,Yes,No,Purchase from marketplace,3000.0,1.0,Litre,H35610-05-02
H3561002,Charcoal,No,,,,,,,,H35610-05-02
H3570101,lpg,No,,,,,,,,H35701-05-01
H3570101,Electricity,Yes,No,Yes,No,,,,,H35701-05-01
H3570101,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,1.0,Sack (100kgs),H35701-05-01
H3570101,Solar,No,,,,,,,,H35701-05-01
H3570101,Firewood,No,,,,,,,,H35701-05-01
H3570101,Crop Residue,No,,,,,,,,H35701-05-01
H3570101,Kerosene,No,,,,,,,,H35701-05-01
H3570101,Dung,No,,,,,,,,H35701-05-01
H3570201,Electricity,No,,,,,,,,H35702-05-01
H3570201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35702-05-01
H3570201,Solar,Yes,No,Yes,No,,,,,H35702-05-01
H3570201,Charcoal,No,,,,,,,,H35702-05-01
H3570201,Crop Residue,No,,,,,,,,H35702-05-01
H3570201,Dung,No,,,,,,,,H35702-05-01
H3570201,Kerosene,No,,,,,,,,H35702-05-01
H3570201,lpg,No,,,,,,,,H35702-05-01
H3570202,Dung,No,,,,,,,,H35702-05-02
H3570202,Charcoal,Yes,Yes,No,No,Purchase from marketplace,60000.0,1.0,Sack (100kgs),H35702-05-02
H3570202,Firewood,No,,,,,,,,H35702-05-02
H3570202,lpg,No,,,,,,,,H35702-05-02
H3570202,Kerosene,No,,,,,,,,H35702-05-02
H3570202,Solar,No,,,,,,,,H35702-05-02
H3570202,Electricity,Yes,No,Yes,No,,,,,H35702-05-02
H3570202,Crop Residue,No,,,,,,,,H35702-05-02
H3570301,Crop Residue,No,,,,,,,,H35703-05-01
H3570301,Electricity,Yes,No,Yes,No,,,,,H35703-05-01
H3570301,lpg,No,,,,,,,,H35703-05-01
H3570301,Dung,No,,,,,,,,H35703-05-01
H3570301,Solar,No,,,,,,,,H35703-05-01
H3570301,Kerosene,No,,,,,,,,H35703-05-01
H3570301,Charcoal,Yes,Yes,No,No,Purchase from marketplace,25000.0,1.0,Sack (100kgs),H35703-05-01
H3570301,Firewood,Yes,Yes,No,No,Purchase from marketplace,4000.0,4.0,Bundle -small,H35703-05-01
H3570401,Dung,No,,,,,,,,H35704-05-01
H3570401,Charcoal,Yes,Yes,No,No,Purchase from marketplace,25000.0,1.0,Sack (100kgs),H35704-05-01
H3570401,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H35704-05-01
H3570401,Solar,No,,,,,,,,H35704-05-01
H3570401,Kerosene,Yes,No,Yes,No,Purchase from shop,15000.0,150.0,Akendo - small,H35704-05-01
H3570401,lpg,No,,,,,,,,H35704-05-01
H3570401,Crop Residue,No,,,,,,,,H35704-05-01
H3570401,Electricity,No,,,,,,,,H35704-05-01
H3570501,Firewood,Yes,Yes,No,No,Purchase from marketplace,5000.0,25.0,Piece -big,H35705-05-01
H3570501,Solar,No,,,,,,,,H35705-05-01
H3570501,Electricity,Yes,Yes,Yes,No,,,,,H35705-05-01
H3570501,Crop Residue,No,,,,,,,,H35705-05-01
H3570501,lpg,No,,,,,,,,H35705-05-01
H3570501,Charcoal,Yes,Yes,No,No,Purchase from marketplace,4000.0,20.0,Tin - 5ltrs,H35705-05-01
H3570501,Dung,No,,,,,,,,H35705-05-01
H3570501,Kerosene,Yes,No,Yes,No,Purchase from public utility,2800.0,1.0,Litre,H35705-05-01
H3570601,Electricity,No,,,,,,,,H35706-05-01
H3570601,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,30.0,Tin(Ddebbe)-20ltrs,H35706-05-01
H3570601,lpg,No,,,,,,,,H35706-05-01
H3570601,Solar,No,,,,,,,,H35706-05-01
H3570601,Firewood,No,,,,,,,,H35706-05-01
H3570601,Dung,No,,,,,,,,H35706-05-01
H3570601,Kerosene,No,,,,,,,,H35706-05-01
H3570601,Crop Residue,No,,,,,,,,H35706-05-01
H3570701,lpg,No,,,,,,,,H35707-05-01
H3570701,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H35707-05-01
H3570701,Firewood,No,,,,,,,,H35707-05-01
H3570701,Dung,No,,,,,,,,H35707-05-01
H3570701,Electricity,No,,,,,,,,H35707-05-01
H3570701,Solar,No,,,,,,,,H35707-05-01
H3570701,Charcoal,Yes,Yes,No,No,Purchase from marketplace,28000.0,28.0,Heap - Small,H35707-05-01
H3570701,Crop Residue,No,,,,,,,,H35707-05-01
H3570801,Crop Residue,No,,,,,,,,H35708-05-01
H3570801,lpg,No,,,,,,,,H35708-05-01
H3570801,Electricity,Yes,No,Yes,No,,,,,H35708-05-01
H3570801,Firewood,No,,,,,,,,H35708-05-01
H3570801,Kerosene,Yes,Yes,Yes,No,Purchase from public utility,4000.0,2.0,Litre,H35708-05-01
H3570801,Solar,No,,,,,,,,H35708-05-01
H3570801,Charcoal,Yes,Yes,No,No,Purchase from marketplace,12500.0,0.5,Sack (100kgs),H35708-05-01
H3570801,Dung,No,,,,,,,,H35708-05-01
H3570901,lpg,No,,,,,,,,H35709-05-01
H3570901,Electricity,Yes,No,Yes,No,,,,,H35709-05-01
H3570901,Firewood,Yes,Yes,No,No,Purchase from marketplace,30000.0,30.0,Bundle -small,H35709-05-01
H3570901,Crop Residue,No,,,,,,,,H35709-05-01
H3570901,Dung,No,,,,,,,,H35709-05-01
H3570901,Solar,No,,,,,,,,H35709-05-01
H3570901,Kerosene,Yes,No,Yes,No,Purchase from shop,1000.0,10.0,Akendo - small,H35709-05-01
H3570901,Charcoal,Yes,Yes,No,No,Purchase from marketplace,4000.0,8.0,Tin - 5ltrs,H35709-05-01
H3571001,Solar,No,,,,,,,,H35710-05-01
H3571001,Crop Residue,No,,,,,,,,H35710-05-01
H3571001,Electricity,No,,,,,,,,H35710-05-01
H3571001,lpg,No,,,,,,,,H35710-05-01
H3571001,Firewood,No,,,,,,,,H35710-05-01
H3571001,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H35710-05-01
H3571001,Dung,No,,,,,,,,H35710-05-01
H3571001,Charcoal,Yes,Yes,No,No,Purchase from marketplace,50000.0,25.0,Heap - Medium,H35710-05-01
H3580101,Electricity,No,,,,,,,,H35801-05-01
H3580101,Solar,No,,,,,,,,H35801-05-01
H3580101,Charcoal,No,,,,,,,,H35801-05-01
H3580101,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35801-05-01
H3580101,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,10.0,Akendo - medium,H35801-05-01
H3580101,Crop Residue,No,,,,,,,,H35801-05-01
H3580101,lpg,No,,,,,,,,H35801-05-01
H3580101,Dung,No,,,,,,,,H35801-05-01
H3580201,Solar,No,,,,,,,,H35802-05-01
H3580201,Crop Residue,No,,,,,,,,H35802-05-01
H3580201,Electricity,No,,,,,,,,H35802-05-01
H3580201,lpg,No,,,,,,,,H35802-05-01
H3580201,Charcoal,No,,,,,,,,H35802-05-01
H3580201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35802-05-01
H3580201,Kerosene,Yes,No,Yes,No,Purchase from marketplace,4500.0,1.5,Litre,H35802-05-01
H3580201,Dung,No,,,,,,,,H35802-05-01
H3580301,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35803-05-01
H3580301,Solar,No,,,,,,,,H35803-05-01
H3580301,Electricity,No,,,,,,,,H35803-05-01
H3580301,lpg,No,,,,,,,,H35803-05-01
H3580301,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H35803-05-01
H3580301,Crop Residue,No,,,,,,,,H35803-05-01
H3580301,Dung,No,,,,,,,,H35803-05-01
H3580301,Charcoal,No,,,,,,,,H35803-05-01
H3580401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35804-05-01
H3580401,Electricity,No,,,,,,,,H35804-05-01
H3580401,Dung,No,,,,,,,,H35804-05-01
H3580401,Solar,No,,,,,,,,H35804-05-01
H3580401,lpg,No,,,,,,,,H35804-05-01
H3580401,Crop Residue,No,,,,,,,,H35804-05-01
H3580401,Kerosene,Yes,No,Yes,No,Purchase from shop,1500.0,0.5,Litre,H35804-05-01
H3580401,Charcoal,No,,,,,,,,H35804-05-01
H3580402,Solar,Yes,No,Yes,No,,,,,H35804-05-02
H3580402,Crop Residue,No,,,,,,,,H35804-05-02
H3580402,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35804-05-02
H3580402,Dung,No,,,,,,,,H35804-05-02
H3580402,Electricity,No,,,,,,,,H35804-05-02
H3580402,Kerosene,No,,,,,,,,H35804-05-02
H3580402,lpg,No,,,,,,,,H35804-05-02
H3580402,Charcoal,No,,,,,,,,H35804-05-02
H3580501,Charcoal,No,,,,,,,,H35805-05-01
H3580501,Electricity,No,,,,,,,,H35805-05-01
H3580501,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H35805-05-01
H3580501,Solar,No,,,,,,,,H35805-05-01
H3580501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35805-05-01
H3580501,lpg,No,,,,,,,,H35805-05-01
H3580501,Crop Residue,No,,,,,,,,H35805-05-01
H3580501,Dung,No,,,,,,,,H35805-05-01
H3580601,lpg,No,,,,,,,,H35806-05-01
H3580601,Charcoal,No,,,,,,,,H35806-05-01
H3580601,Kerosene,Yes,No,Yes,No,Purchase from public utility,1200.0,0.5,Litre,H35806-05-01
H3580601,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35806-05-01
H3580601,Electricity,No,,,,,,,,H35806-05-01
H3580601,Dung,No,,,,,,,,H35806-05-01
H3580601,Solar,No,,,,,,,,H35806-05-01
H3580601,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H35806-05-01
H3580801,Dung,No,,,,,,,,H35808-05-01
H3580801,Kerosene,Yes,No,Yes,No,Purchase from public utility,2000.0,1.0,Litre,H35808-05-01
H3580801,Crop Residue,No,,,,,,,,H35808-05-01
H3580801,Electricity,No,,,,,,,,H35808-05-01
H3580801,Charcoal,No,,,,,,,,H35808-05-01
H3580801,lpg,No,,,,,,,,H35808-05-01
H3580801,Solar,No,,,,,,,,H35808-05-01
H3580801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H35808-05-01
H3580901,Solar,No,,,,,,,,H35809-05-01
H3580901,lpg,No,,,,,,,,H35809-05-01
H3580901,Firewood,No,,,,,,,,H35809-05-01
H3580901,Dung,No,,,,,,,,H35809-05-01
H3580901,Crop Residue,No,,,,,,,,H35809-05-01
H3580901,Kerosene,Yes,No,Yes,No,Purchase from shop,1000.0,2.0,Akendo - big,H35809-05-01
H3580901,Charcoal,No,,,,,,,,H35809-05-01
